update,mean_train_return,dev_wwt_mean,dev_wwt_tight,entropy,value_loss,seconds
0,-3.125134,411.398963,464.673037,0.581457,1.774862,23.417
1,-4.131031,411.398963,464.673037,0.899947,1.149306,1.257
2,-4.787273,411.398963,464.673037,0.682250,8.603743,1.198
3,-2.103279,411.398963,464.673037,0.694194,0.964006,1.239
4,-4.462267,411.398963,464.673037,0.763790,4.725058,1.271
5,-2.534280,411.398963,464.673037,0.742752,0.755178,1.255
6,-1.005545,411.398963,464.673037,0.845812,0.218410,1.277
7,-2.172771,411.398963,464.673037,0.666422,0.923350,1.217
8,-2.657375,411.398963,464.673037,0.625535,0.933693,1.217
9,-2.595860,411.398963,464.673037,0.468882,0.413712,1.121
10,-1.100611,411.398963,464.673037,0.825979,0.316078,1.284
11,-2.238512,411.398963,464.673037,0.525187,1.676593,1.228
12,-4.292565,411.398963,464.673037,0.590688,1.221136,1.253
13,-3.726127,411.398963,464.673037,0.591255,2.815697,1.223
14,-3.973604,411.398963,464.673037,0.506930,1.270336,1.213
15,-5.640880,411.398963,464.673037,0.486582,2.106526,1.219
16,-2.287533,411.398963,464.673037,0.656974,0.565929,1.291
17,-3.234445,411.398963,464.673037,0.992461,2.251713,1.349
18,-2.413446,411.398963,464.673037,0.963374,1.018542,1.330
19,-2.498496,411.398963,464.673037,0.785753,0.885723,1.239
20,-2.767591,410.680213,444.745600,0.575482,1.489137,21.864
21,-3.686980,410.680213,444.745600,0.654622,1.307014,1.091
22,-1.703175,410.680213,444.745600,0.729449,0.819098,1.070
23,-2.892427,410.680213,444.745600,0.584674,0.816425,1.204
24,-3.389648,410.680213,444.745600,0.640035,1.015148,1.148
25,-2.607168,410.680213,444.745600,0.842310,1.124374,1.170
26,-3.370429,410.680213,444.745600,0.892182,1.390331,1.169
27,-1.835926,410.680213,444.745600,0.981988,0.624901,1.201
28,-2.506556,410.680213,444.745600,0.805056,0.731390,1.177
29,-2.004508,410.680213,444.745600,0.476954,1.664865,1.177
30,-9.724791,410.680213,444.745600,0.657777,19.132496,1.333
31,-2.241031,410.680213,444.745600,0.685275,1.094725,1.257
32,-3.241683,410.680213,444.745600,0.791922,1.872095,1.336
33,-2.913659,410.680213,444.745600,0.798765,1.145537,1.328
34,-2.620724,410.680213,444.745600,0.440183,1.914930,1.250
35,-3.298954,410.680213,444.745600,0.939384,0.876014,1.357
36,-3.274434,410.680213,444.745600,0.739460,1.990953,1.281
37,-4.866901,410.680213,444.745600,0.704747,3.820168,1.326
38,-3.119724,410.680213,444.745600,0.746538,2.395301,1.335
39,-4.966255,410.680213,444.745600,0.307660,2.045353,1.225
40,-3.269159,410.492713,452.752088,0.569155,1.380527,21.809
41,-2.504810,410.492713,452.752088,0.679239,1.114149,1.102
42,-4.597645,410.492713,452.752088,0.494087,2.069039,1.080
43,-2.111166,410.492713,452.752088,0.385523,1.524035,1.163
44,-3.612516,410.492713,452.752088,0.770670,1.642607,1.213
45,-2.514685,410.492713,452.752088,0.986477,1.091824,1.251
46,-4.742980,410.492713,452.752088,0.448440,1.567067,1.146
47,-2.167421,410.492713,452.752088,0.866274,1.510548,1.207
48,-1.847812,410.492713,452.752088,0.509236,0.342517,1.167
49,-3.187836,410.492713,452.752088,0.719518,1.333749,1.140
50,-4.014879,410.492713,452.752088,0.580725,1.806610,1.144
51,-4.061032,410.492713,452.752088,0.710923,1.232645,1.215
52,-4.286554,410.492713,452.752088,0.701837,3.083304,1.288
53,-4.107362,410.492713,452.752088,0.746764,1.487684,1.278
54,-2.150795,410.492713,452.752088,0.709889,4.821817,1.276
55,-5.753328,410.492713,452.752088,0.595519,2.040184,1.205
56,-3.272934,410.492713,452.752088,0.602854,2.071073,1.196
57,-2.735706,410.492713,452.752088,0.968695,1.065695,1.313
58,-1.887629,410.492713,452.752088,0.808994,0.745461,1.313
59,-1.530645,410.492713,452.752088,0.713305,4.792224,1.330
60,-5.530586,409.746888,439.698100,0.632465,2.128340,21.939
61,-2.668448,409.746888,439.698100,0.550146,1.445156,1.057
62,-3.720014,409.746888,439.698100,0.632527,0.778372,1.039
63,-1.941406,409.746888,439.698100,0.766593,1.102511,1.151
64,-3.629336,409.746888,439.698100,0.912643,2.404866,1.178
65,-4.330318,409.746888,439.698100,0.439690,1.951090,1.108
66,-4.536144,409.746888,439.698100,0.661144,2.846357,1.135
67,-3.928543,409.746888,439.698100,0.540173,1.680728,1.122
68,-1.620009,409.746888,439.698100,0.530653,0.404270,1.117
69,-4.842610,409.746888,439.698100,0.673389,3.048027,1.122
70,-1.577514,409.746888,439.698100,0.776432,1.426932,1.180
71,-3.310747,409.746888,439.698100,0.522852,1.160271,1.251
72,-3.524588,409.746888,439.698100,0.612693,1.140347,1.247
73,-3.742912,409.746888,439.698100,0.498914,1.041482,1.223
74,-1.494911,409.746888,439.698100,0.671812,1.050741,1.246
