id,base_instance_id,campus,size,crew_q,n_wos,window_bh,n_technicians,n_technicians_base,u_realized,u_realized_base,u_shift,method,seed,feasible,wwt,makespan,mean_flow,breach_share,wall_seconds
c01_final_150_0000_q75,c01_final_150_0000,1,150,0.75,150,13.8719,60,94,0.946433,0.604106,0.342327,v2rl310,310,1,424.2592,96.95870000000001,6.300407333333332,0.02,0.02613876899704337
c01_final_150_0000_q90,c01_final_150_0000,1,150,0.9,150,13.8719,80,94,0.709825,0.604106,0.105719,edd,301,1,422.4592,96.9089,5.80479,0.02,0.0004535380285233259
c01_final_150_0000_q90,c01_final_150_0000,1,150,0.9,150,13.8719,80,94,0.709825,0.604106,0.105719,pfifo,301,1,422.4592,96.9089,5.80479,0.02,0.0006603000219911337
c01_final_150_0000_q90,c01_final_150_0000,1,150,0.9,150,13.8719,80,94,0.709825,0.604106,0.105719,wspt,301,1,422.4592,96.9089,5.494758666666667,0.02,0.0006337849190458655
c01_final_150_0000_q90,c01_final_150_0000,1,150,0.9,150,13.8719,80,94,0.709825,0.604106,0.105719,atc,301,1,422.4592,96.9089,5.723964,0.02,0.0008349110139533877
c01_final_150_0000_q90,c01_final_150_0000,1,150,0.9,150,13.8719,80,94,0.709825,0.604106,0.105719,wmdd,301,1,422.4592,96.9089,5.80479,0.02,0.00036832201294600964
c01_final_150_0000_q90,c01_final_150_0000,1,150,0.9,150,13.8719,80,94,0.709825,0.604106,0.105719,lpt,301,1,422.4592,96.9089,5.971732666666666,0.02,0.0003281210083514452
c01_final_150_0000_q90,c01_final_150_0000,1,150,0.9,150,13.8719,80,94,0.709825,0.604106,0.105719,random,301,1,422.4592,96.9089,5.7033553333333336,0.02,0.00033622002229094505
c01_final_150_0000_q90,c01_final_150_0000,1,150,0.9,150,13.8719,80,94,0.709825,0.604106,0.105719,v2rl301,301,1,422.4592,96.9089,5.943858666666666,0.02,0.02724434994161129
c01_final_150_0000_q90,c01_final_150_0000,1,150,0.9,150,13.8719,80,94,0.709825,0.604106,0.105719,v2rl302,302,1,422.4592,96.9089,5.891642,0.02,0.026028175954706967
c01_final_150_0000_q90,c01_final_150_0000,1,150,0.9,150,13.8719,80,94,0.709825,0.604106,0.105719,v2rl303,303,1,422.4592,96.9089,5.889516,0.02,0.026429041055962443
c01_final_150_0000_q90,c01_final_150_0000,1,150,0.9,150,13.8719,80,94,0.709825,0.604106,0.105719,v2rl304,304,1,422.4592,96.9089,5.68077,0.02,0.02684276702348143
c01_final_150_0000_q90,c01_final_150_0000,1,150,0.9,150,13.8719,80,94,0.709825,0.604106,0.105719,v2rl305,305,1,422.4592,96.9089,5.868123333333333,0.02,0.026571032009087503
c01_final_150_0000_q90,c01_final_150_0000,1,150,0.9,150,13.8719,80,94,0.709825,0.604106,0.105719,v2rl306,306,1,422.4592,96.9089,5.912849333333334,0.02,0.026632648892700672
c01_final_150_0000_q90,c01_final_150_0000,1,150,0.9,150,13.8719,80,94,0.709825,0.604106,0.105719,v2rl307,307,1,422.4592,96.9089,5.687436666666667,0.02,0.026376458001323044
c01_final_150_0000_q90,c01_final_150_0000,1,150,0.9,150,13.8719,80,94,0.709825,0.604106,0.105719,v2rl308,308,1,422.4592,96.9089,5.7546973333333336,0.02,0.026493855053558946
c01_final_150_0000_q90,c01_final_150_0000,1,150,0.9,150,13.8719,80,94,0.709825,0.604106,0.105719,v2rl309,309,1,422.4592,96.9089,5.708030666666667,0.02,0.026606003986671567
c01_final_150_0000_q90,c01_final_150_0000,1,150,0.9,150,13.8719,80,94,0.709825,0.604106,0.105719,v2rl310,310,1,422.4592,96.9089,5.735904666666667,0.02,0.025738116935826838
c01_final_150_0001_q75,c01_final_150_0001,1,150,0.75,150,3.1106,60,94,1.976386,1.261523,0.714863,edd,301,1,0.0,92.8648,4.493551333333334,0.0,0.000474281026981771
c01_final_150_0001_q75,c01_final_150_0001,1,150,0.75,150,3.1106,60,94,1.976386,1.261523,0.714863,pfifo,301,1,0.0,92.8648,4.493551333333334,0.0,0.00048765598330646753
c01_final_150_0001_q75,c01_final_150_0001,1,150,0.75,150,3.1106,60,94,1.976386,1.261523,0.714863,wspt,301,1,0.0,92.8648,4.020257333333334,0.0,0.00045412208419293165
c01_final_150_0001_q75,c01_final_150_0001,1,150,0.75,150,3.1106,60,94,1.976386,1.261523,0.714863,atc,301,1,0.0,92.8648,4.020257333333334,0.0,0.0008052360499277711
c01_final_150_0001_q75,c01_final_150_0001,1,150,0.75,150,3.1106,60,94,1.976386,1.261523,0.714863,wmdd,301,1,0.0,92.8648,4.493551333333334,0.0,0.0005427420837804675
c01_final_150_0001_q75,c01_final_150_0001,1,150,0.75,150,3.1106,60,94,1.976386,1.261523,0.714863,lpt,301,1,0.0,91.3648,4.923738666666667,0.0,0.0004037129692733288
c01_final_150_0001_q75,c01_final_150_0001,1,150,0.75,150,3.1106,60,94,1.976386,1.261523,0.714863,random,301,1,0.0,92.8648,4.395300666666667,0.0,0.00030193699058145285
c01_final_150_0001_q75,c01_final_150_0001,1,150,0.75,150,3.1106,60,94,1.976386,1.261523,0.714863,v2rl301,301,1,0.0,91.3648,4.923738666666668,0.0,0.029467877931892872
c01_final_150_0001_q75,c01_final_150_0001,1,150,0.75,150,3.1106,60,94,1.976386,1.261523,0.714863,v2rl302,302,1,0.0,91.3648,4.923738666666667,0.0,0.028662092983722687
c01_final_150_0001_q75,c01_final_150_0001,1,150,0.75,150,3.1106,60,94,1.976386,1.261523,0.714863,v2rl303,303,1,0.0,91.3648,4.917090666666668,0.0,0.0292915579630062
