scope,level,regime,n_configs,n_clusters,mean_v2,mean_vis,mean_diff,pct_of_v2,ci_lo,ci_hi,pct_ci_lo,pct_ci_hi,margin,wilcoxon_p,verdict
gen|pm=0.5|u=0.7,40,vis-gen,60,60,2015.8419360000003,2023.3254853333333,7.483549333333341,0.37123691097441974,2.907202083333365,13.621882766666713,0.14421775990542565,0.6757416106590368,20.158419360000003,3.07058824473313e-06,equivalent
gen|pm=0.5|u=0.9,40,vis-gen,60,60,2487.540282,2813.783471333333,326.2431893333332,13.115091711038799,209.9708374833332,453.00423680833313,8.440902002781446,18.21093069673286,24.87540282,4.021325745880773e-09,worse
gen|pm=0.5|u=1.1,40,vis-gen,60,60,3099.53395,4311.827217999999,1212.293267999999,39.11211451644203,803.7797922416663,1665.4636574416652,25.93227902025936,53.73271221764372,30.9953395,7.031291491175325e-10,worse
gen|pm=0.8|u=0.7,40,vis-gen,60,60,755.6067073333332,758.9368893333333,3.3301819999999926,0.4407295445738936,0.3756813833333057,6.878509999999993,0.04971916999772941,0.9103293993081989,7.556067073333333,0.006231682951187158,equivalent
gen|pm=0.8|u=0.9,40,vis-gen,60,60,992.3201910000001,1195.7180866666667,203.39789566666659,20.497204179801535,118.76934337499995,298.72144164166656,11.968852841270055,30.10333200422267,9.923201910000001,3.740579296641643e-08,worse
gen|pm=0.8|u=1.1,40,vis-gen,60,60,1280.7290953333331,2090.483431333332,809.754335999999,63.22604358334231,499.34623069166605,1144.8874457166653,38.98921579209552,89.39341269659275,12.807290953333332,1.1548334686261787e-09,worse
emp|ALL,40,vis-empirical,540,180,447.52578411111114,448.70512281481484,1.179338703703698,0.26352419135941746,0.4932274666666659,2.048315594444435,0.11021207809206542,0.45769778349483475,4.4752578411111115,3.030659947233959e-11,equivalent
emp|m=1.0,40,vis-empirical,180,180,444.76927444444453,444.9683513333333,0.19907688888888364,0.04475958667278624,0.043956905555549514,0.4105565111110974,0.009883080527641103,0.09230775026532985,4.447692744444446,0.02221539887260256,equivalent
emp|m=0.8,40,vis-empirical,180,180,446.48986288888887,447.07487355555554,0.5850106666666643,0.13102440061718648,0.2673950500000001,0.961447138888889,0.059888268967607586,0.21533459520628573,4.464898628888888,0.00019835394221852024,equivalent
emp|m=0.6,40,vis-empirical,180,180,451.31821500000007,454.0721435555556,2.753928555555546,0.6101966337776874,1.1102190638888851,4.959610155555538,0.24599473874301417,1.0989164608735185,4.5131821500000004,5.887085644244893e-07,inconclusive
