id,base_instance_id,campus,size,transform,backdate_seed,max_shift_frac,n_wos,n_corrective,corrective_share,mean_delta_bh,max_delta_bh,n_clamped_at_zero,window_bh,u_realized,method,seed,feasible,wwt,makespan,mean_flow,breach_share,wall_seconds
c02_final_150_0005_bd,c02_final_150_0005,2,150,backdate,424242,0.5,150,56,0.373333,13.3718,37.299,37,13.4833,0.94944,edd,301,1,6.040000000000006,49.0,4.821244666666667,0.006666666666666667,0.00044440897181630135
c02_final_150_0005_bd,c02_final_150_0005,2,150,backdate,424242,0.5,150,56,0.373333,13.3718,37.299,37,13.4833,0.94944,pfifo,301,1,6.040000000000006,49.0,4.821244666666667,0.006666666666666667,0.0004102109232917428
c02_final_150_0005_bd,c02_final_150_0005,2,150,backdate,424242,0.5,150,56,0.373333,13.3718,37.299,37,13.4833,0.94944,wspt,301,1,14.16000000000001,54.15,4.213496666666668,0.006666666666666667,0.00042566191405057907
c02_final_150_0005_bd,c02_final_150_0005,2,150,backdate,424242,0.5,150,56,0.373333,13.3718,37.299,37,13.4833,0.94944,atc,301,1,6.040000000000006,54.15,4.243763333333333,0.006666666666666667,0.0006828689947724342
c02_final_150_0005_bd,c02_final_150_0005,2,150,backdate,424242,0.5,150,56,0.373333,13.3718,37.299,37,13.4833,0.94944,wmdd,301,1,6.040000000000006,49.0,4.821244666666667,0.006666666666666667,0.0004934569587931037
c02_final_150_0005_bd,c02_final_150_0005,2,150,backdate,424242,0.5,150,56,0.373333,13.3718,37.299,37,13.4833,0.94944,lpt,301,1,6.040000000000006,49.0,5.870889999999999,0.006666666666666667,0.00040099292527884245
c02_final_150_0005_bd,c02_final_150_0005,2,150,backdate,424242,0.5,150,56,0.373333,13.3718,37.299,37,13.4833,0.94944,random,301,1,6.720000000000013,49.0,4.695755999999999,0.013333333333333334,0.0003076130524277687
c02_final_150_0005_bd,c02_final_150_0005,2,150,backdate,424242,0.5,150,56,0.373333,13.3718,37.299,37,13.4833,0.94944,v2rl301,301,1,6.040000000000006,49.0,5.7750233333333325,0.006666666666666667,0.027499389951117337
c02_final_150_0005_bd,c02_final_150_0005,2,150,backdate,424242,0.5,150,56,0.373333,13.3718,37.299,37,13.4833,0.94944,v2rl302,302,1,6.040000000000006,49.0,5.531756666666666,0.006666666666666667,0.02717115404084325
c02_final_150_0005_bd,c02_final_150_0005,2,150,backdate,424242,0.5,150,56,0.373333,13.3718,37.299,37,13.4833,0.94944,v2rl303,303,1,6.040000000000006,49.0,5.531756666666666,0.006666666666666667,0.027986628003418446
c02_final_150_0005_bd,c02_final_150_0005,2,150,backdate,424242,0.5,150,56,0.373333,13.3718,37.299,37,13.4833,0.94944,v2rl304,304,1,6.040000000000006,49.0,4.578274666666666,0.006666666666666667,0.027763440972194076
c02_final_150_0005_bd,c02_final_150_0005,2,150,backdate,424242,0.5,150,56,0.373333,13.3718,37.299,37,13.4833,0.94944,v2rl305,305,1,6.040000000000006,49.0,5.4636233333333335,0.006666666666666667,0.027844767086207867
c02_final_150_0005_bd,c02_final_150_0005,2,150,backdate,424242,0.5,150,56,0.373333,13.3718,37.299,37,13.4833,0.94944,v2rl306,306,1,6.040000000000006,49.0,5.530956666666666,0.006666666666666667,0.027858313056640327
c02_final_150_0005_bd,c02_final_150_0005,2,150,backdate,424242,0.5,150,56,0.373333,13.3718,37.299,37,13.4833,0.94944,v2rl307,307,1,6.040000000000006,49.0,4.676756,0.006666666666666667,0.027921061031520367
c02_final_150_0005_bd,c02_final_150_0005,2,150,backdate,424242,0.5,150,56,0.373333,13.3718,37.299,37,13.4833,0.94944,v2rl308,308,1,6.040000000000006,49.0,5.31769,0.006666666666666667,0.027764610946178436
c02_final_150_0005_bd,c02_final_150_0005,2,150,backdate,424242,0.5,150,56,0.373333,13.3718,37.299,37,13.4833,0.94944,v2rl309,309,1,6.040000000000006,49.0,5.509156666666666,0.006666666666666667,0.02775899099651724
c02_final_150_0005_bd,c02_final_150_0005,2,150,backdate,424242,0.5,150,56,0.373333,13.3718,37.299,37,13.4833,0.94944,v2rl310,310,1,6.040000000000006,49.0,5.246756666666667,0.006666666666666667,0.027166779967956245
c02_final_150_0006_bd,c02_final_150_0006,2,150,backdate,424242,0.5,150,136,0.906667,11.9458,39.866,43,28.6,1.28028,edd,301,1,1679.8944000000001,127.5819,12.317828666666667,0.06666666666666667,0.00039003894198685884
c02_final_150_0006_bd,c02_final_150_0006,2,150,backdate,424242,0.5,150,136,0.906667,11.9458,39.866,43,28.6,1.28028,pfifo,301,1,1679.8944000000001,127.5819,12.317828666666667,0.06666666666666667,0.00037482299376279116
c02_final_150_0006_bd,c02_final_150_0006,2,150,backdate,424242,0.5,150,136,0.906667,11.9458,39.866,43,28.6,1.28028,wspt,301,1,1630.7079999999999,147.08190000000002,10.981096666666666,0.05333333333333334,0.0003710970049723983
c02_final_150_0006_bd,c02_final_150_0006,2,150,backdate,424242,0.5,150,136,0.906667,11.9458,39.866,43,28.6,1.28028,atc,301,1,1572.868,147.08190000000002,11.205383333333332,0.05333333333333334,0.0005109820049256086
c02_final_150_0006_bd,c02_final_150_0006,2,150,backdate,424242,0.5,150,136,0.906667,11.9458,39.866,43,28.6,1.28028,wmdd,301,1,1514.9496,130.9347,11.935280666666667,0.06,0.0004045190289616585
c02_final_150_0006_bd,c02_final_150_0006,2,150,backdate,424242,0.5,150,136,0.906667,11.9458,39.866,43,28.6,1.28028,lpt,301,1,4407.5812,112.7447,18.406700666666666,0.13333333333333333,0.0003869540523737669
c02_final_150_0006_bd,c02_final_150_0006,2,150,backdate,424242,0.5,150,136,0.906667,11.9458,39.866,43,28.6,1.28028,random,301,1,1889.0996000000002,134.7447,13.097928666666666,0.11333333333333333,0.000328509951941669
c02_final_150_0006_bd,c02_final_150_0006,2,150,backdate,424242,0.5,150,136,0.906667,11.9458,39.866,43,28.6,1.28028,v2rl301,301,1,3987.2819999999997,122.0598,17.624118666666668,0.13333333333333333,0.027262124000117183
c02_final_150_0006_bd,c02_final_150_0006,2,150,backdate,424242,0.5,150,136,0.906667,11.9458,39.866,43,28.6,1.28028,v2rl302,302,1,1690.6292000000003,163.93710000000002,12.958613999999999,0.07333333333333333,0.02644523000344634
c02_final_150_0006_bd,c02_final_150_0006,2,150,backdate,424242,0.5,150,136,0.906667,11.9458,39.866,43,28.6,1.28028,v2rl303,303,1,4104.9696,129.62709999999998,17.36733733333333,0.12666666666666668,0.0263597690500319
c02_final_150_0006_bd,c02_final_150_0006,2,150,backdate,424242,0.5,150,136,0.906667,11.9458,39.866,43,28.6,1.28028,v2rl304,304,1,3379.1784,121.0298,15.901599999999998,0.12,0.026232153992168605
c02_final_150_0006_bd,c02_final_150_0006,2,150,backdate,424242,0.5,150,136,0.906667,11.9458,39.866,43,28.6,1.28028,v2rl305,305,1,3955.372,121.9648,17.508478666666665,0.13333333333333333,0.026274278992787004
c02_final_150_0006_bd,c02_final_150_0006,2,150,backdate,424242,0.5,150,136,0.906667,11.9458,39.866,43,28.6,1.28028,v2rl306,306,1,3542.8783999999996,122.0298,16.529578666666666,0.12,0.026034832932054996
c02_final_150_0006_bd,c02_final_150_0006,2,150,backdate,424242,0.5,150,136,0.906667,11.9458,39.866,43,28.6,1.28028,v2rl307,307,1,3519.3183999999997,122.0298,16.193033333333336,0.12,0.025926572969183326
c02_final_150_0006_bd,c02_final_150_0006,2,150,backdate,424242,0.5,150,136,0.906667,11.9458,39.866,43,28.6,1.28028,v2rl308,308,1,3379.1784,121.0298,16.099536666666665,0.12,0.026499261031858623
c02_final_150_0006_bd,c02_final_150_0006,2,150,backdate,424242,0.5,150,136,0.906667,11.9458,39.866,43,28.6,1.28028,v2rl309,309,1,3583.7484,123.45479999999999,16.457714666666668,0.12,0.02678297203965485
c02_final_150_0006_bd,c02_final_150_0006,2,150,backdate,424242,0.5,150,136,0.906667,11.9458,39.866,43,28.6,1.28028,v2rl310,310,1,3150.6359999999995,121.0298,15.697267333333333,0.11333333333333333,0.026711910031735897
c02_final_150_0007_bd,c02_final_150_0007,2,150,backdate,424242,0.5,150,133,0.886667,10.2509,38.6632,53,28.4,1.302793,edd,301,1,2301.1328000000003,137.9,20.612316666666665,0.19333333333333333,0.0005034540081396699
c02_final_150_0007_bd,c02_final_150_0007,2,150,backdate,424242,0.5,150,133,0.886667,10.2509,38.6632,53,28.4,1.302793,pfifo,301,1,2301.1328000000003,137.9,20.612316666666665,0.19333333333333333,0.0004885829985141754
c02_final_150_0007_bd,c02_final_150_0007,2,150,backdate,424242,0.5,150,133,0.886667,10.2509,38.6632,53,28.4,1.302793,wspt,301,1,2738.6036000000004,142.08999999999997,14.11605,0.13333333333333333,0.0004635310033336282
c02_final_150_0007_bd,c02_final_150_0007,2,150,backdate,424242,0.5,150,133,0.886667,10.2509,38.6632,53,28.4,1.302793,atc,301,1,2608.0636,137.07,15.444916666666668,0.12666666666666668,0.0007892280118539929
c02_final_150_0007_bd,c02_final_150_0007,2,150,backdate,424242,0.5,150,133,0.886667,10.2509,38.6632,53,28.4,1.302793,wmdd,301,1,2353.2736000000004,137.19,18.324183333333334,0.11333333333333333,0.0006116920849308372
c02_final_150_0007_bd,c02_final_150_0007,2,150,backdate,424242,0.5,150,133,0.886667,10.2509,38.6632,53,28.4,1.302793,lpt,301,1,10518.085599999995,107.6448,38.28084333333334,0.49333333333333335,0.0004954569740220904
c02_final_150_0007_bd,c02_final_150_0007,2,150,backdate,424242,0.5,150,133,0.886667,10.2509,38.6632,53,28.4,1.302793,random,301,1,5094.4888,130.2448,22.08131,0.24,0.00033535598777234554
c02_final_150_0007_bd,c02_final_150_0007,2,150,backdate,424242,0.5,150,133,0.886667,10.2509,38.6632,53,28.4,1.302793,v2rl301,301,1,5782.704000000001,108.7848,31.672309999999996,0.3933333333333333,0.03033794299699366
c02_final_150_0007_bd,c02_final_150_0007,2,150,backdate,424242,0.5,150,133,0.886667,10.2509,38.6632,53,28.4,1.302793,v2rl302,302,1,3186.9883999999997,120.27000000000001,24.922376666666672,0.32666666666666666,0.02965467202011496
c02_final_150_0007_bd,c02_final_150_0007,2,150,backdate,424242,0.5,150,133,0.886667,10.2509,38.6632,53,28.4,1.302793,v2rl303,303,1,7728.770399999999,130.62,31.874510000000004,0.36666666666666664,0.02964104199782014
c02_final_150_0007_bd,c02_final_150_0007,2,150,backdate,424242,0.5,150,133,0.886667,10.2509,38.6632,53,28.4,1.302793,v2rl304,304,1,3104.0984000000003,119.48,24.293173333333336,0.2866666666666667,0.02911113598383963
c02_final_150_0007_bd,c02_final_150_0007,2,150,backdate,424242,0.5,150,133,0.886667,10.2509,38.6632,53,28.4,1.302793,v2rl305,305,1,5514.3368,104.28999999999999,31.004776666666668,0.4,0.02943049999885261
c02_final_150_0007_bd,c02_final_150_0007,2,150,backdate,424242,0.5,150,133,0.886667,10.2509,38.6632,53,28.4,1.302793,v2rl306,306,1,6161.2272,107.57480000000001,31.386176666666675,0.3933333333333333,0.02939962688833475
c02_final_150_0007_bd,c02_final_150_0007,2,150,backdate,424242,0.5,150,133,0.886667,10.2509,38.6632,53,28.4,1.302793,v2rl307,307,1,6412.765999999999,107.6448,31.902639999999998,0.4066666666666667,0.029941890039481223
c02_final_150_0007_bd,c02_final_150_0007,2,150,backdate,424242,0.5,150,133,0.886667,10.2509,38.6632,53,28.4,1.302793,v2rl308,308,1,2379.036400000001,129.89,22.352243333333334,0.24,0.029612370999529958
c02_final_150_0007_bd,c02_final_150_0007,2,150,backdate,424242,0.5,150,133,0.886667,10.2509,38.6632,53,28.4,1.302793,v2rl309,309,1,3083.1944000000003,143.19,15.300709999999999,0.13333333333333333,0.02870646002702415
c02_final_150_0007_bd,c02_final_150_0007,2,150,backdate,424242,0.5,150,133,0.886667,10.2509,38.6632,53,28.4,1.302793,v2rl310,310,1,3069.387999999999,121.24000000000001,24.904376666666668,0.31333333333333335,0.029957295046187937
c02_final_150_0008_bd,c02_final_150_0008,2,150,backdate,424242,0.5,150,134,0.893333,10.6861,38.8406,46,31.2167,1.232879,edd,301,1,1279.0544000000002,181.7296,19.951812,0.07333333333333333,0.0004225530428811908
c02_final_150_0008_bd,c02_final_150_0008,2,150,backdate,424242,0.5,150,134,0.893333,10.6861,38.8406,46,31.2167,1.232879,pfifo,301,1,1279.0544000000002,181.7296,19.951812,0.07333333333333333,0.00039221392944455147
c02_final_150_0008_bd,c02_final_150_0008,2,150,backdate,424242,0.5,150,134,0.893333,10.6861,38.8406,46,31.2167,1.232879,wspt,301,1,1106.0786,172.3548,11.097240000000001,0.06,0.000370431924238801
c02_final_150_0008_bd,c02_final_150_0008,2,150,backdate,424242,0.5,150,134,0.893333,10.6861,38.8406,46,31.2167,1.232879,atc,301,1,1106.0786,172.3548,11.134580000000001,0.06,0.0005190549418330193
c02_final_150_0008_bd,c02_final_150_0008,2,150,backdate,424242,0.5,150,134,0.893333,10.6861,38.8406,46,31.2167,1.232879,wmdd,301,1,1259.7743999999998,181.7296,19.910878666666665,0.07333333333333333,0.00042873702477663755
c02_final_150_0008_bd,c02_final_150_0008,2,150,backdate,424242,0.5,150,134,0.893333,10.6861,38.8406,46,31.2167,1.232879,lpt,301,1,3499.693200000001,149.8448,27.860184000000004,0.20666666666666667,0.00037721102125942707
c02_final_150_0008_bd,c02_final_150_0008,2,150,backdate,424242,0.5,150,134,0.893333,10.6861,38.8406,46,31.2167,1.232879,random,301,1,2405.516400000001,149.8448,22.80253266666667,0.16,0.00032700703013688326
c02_final_150_0008_bd,c02_final_150_0008,2,150,backdate,424242,0.5,150,134,0.893333,10.6861,38.8406,46,31.2167,1.232879,v2rl301,301,1,2285.1954,150.8848,25.117944666666673,0.22,0.027479171054437757
c02_final_150_0008_bd,c02_final_150_0008,2,150,backdate,424242,0.5,150,134,0.893333,10.6861,38.8406,46,31.2167,1.232879,v2rl302,302,1,1653.6535999999999,181.7296,22.237638,0.1,0.0268282990437001
c02_final_150_0008_bd,c02_final_150_0008,2,150,backdate,424242,0.5,150,134,0.893333,10.6861,38.8406,46,31.2167,1.232879,v2rl303,303,1,3432.9740000000006,149.8448,27.376671333333338,0.20666666666666667,0.02684637496713549
c02_final_150_0008_bd,c02_final_150_0008,2,150,backdate,424242,0.5,150,134,0.893333,10.6861,38.8406,46,31.2167,1.232879,v2rl304,304,1,1368.8136,173.7948,21.235114666666668,0.09333333333333334,0.026537509984336793
c02_final_150_0008_bd,c02_final_150_0008,2,150,backdate,424242,0.5,150,134,0.893333,10.6861,38.8406,46,31.2167,1.232879,v2rl305,305,1,2145.2162000000008,156.4248,24.758809333333335,0.2,0.026637966046109796
c02_final_150_0008_bd,c02_final_150_0008,2,150,backdate,424242,0.5,150,134,0.893333,10.6861,38.8406,46,31.2167,1.232879,v2rl306,306,1,2773.5674000000004,149.8448,26.483197999999998,0.22,0.026658972026780248
c02_final_150_0008_bd,c02_final_150_0008,2,150,backdate,424242,0.5,150,134,0.893333,10.6861,38.8406,46,31.2167,1.232879,v2rl307,307,1,1729.6628000000003,150.88479999999998,23.087057333333334,0.16,0.026489036972634494
c02_final_150_0008_bd,c02_final_150_0008,2,150,backdate,424242,0.5,150,134,0.893333,10.6861,38.8406,46,31.2167,1.232879,v2rl308,308,1,1429.8196000000003,162.6848,21.719312,0.12666666666666668,0.027323898975737393
c02_final_150_0008_bd,c02_final_150_0008,2,150,backdate,424242,0.5,150,134,0.893333,10.6861,38.8406,46,31.2167,1.232879,v2rl309,309,1,1073.5792000000001,173.3348,12.239871999999998,0.07333333333333333,0.02643193199764937
c02_final_150_0008_bd,c02_final_150_0008,2,150,backdate,424242,0.5,150,134,0.893333,10.6861,38.8406,46,31.2167,1.232879,v2rl310,310,1,1364.8936,181.7296,21.226248000000002,0.09333333333333334,0.027154211071319878
c02_final_150_0009_bd,c02_final_150_0009,2,150,backdate,424242,0.5,150,144,0.96,13.2053,37.4849,54,38.9,1.025321,edd,301,1,1119.0159999999998,115.9248,17.477476666666668,0.07333333333333333,0.000443301978521049
c02_final_150_0009_bd,c02_final_150_0009,2,150,backdate,424242,0.5,150,144,0.96,13.2053,37.4849,54,38.9,1.025321,pfifo,301,1,1119.0159999999998,115.9248,17.477476666666668,0.07333333333333333,0.0004184120334684849
c02_final_150_0009_bd,c02_final_150_0009,2,150,backdate,424242,0.5,150,144,0.96,13.2053,37.4849,54,38.9,1.025321,wspt,301,1,1370.8244000000002,133.1648,12.956642666666667,0.09333333333333334,0.00039590406231582165
c02_final_150_0009_bd,c02_final_150_0009,2,150,backdate,424242,0.5,150,144,0.96,13.2053,37.4849,54,38.9,1.025321,atc,301,1,1355.6844,131.3648,13.189800666666669,0.09333333333333334,0.0006047920323908329
c02_final_150_0009_bd,c02_final_150_0009,2,150,backdate,424242,0.5,150,144,0.96,13.2053,37.4849,54,38.9,1.025321,wmdd,301,1,1271.8160000000003,133.1148,16.544676666666664,0.07333333333333333,0.0004909950075671077
c02_final_150_0009_bd,c02_final_150_0009,2,150,backdate,424242,0.5,150,144,0.96,13.2053,37.4849,54,38.9,1.025321,lpt,301,1,2844.774000000001,110.3648,26.859629333333334,0.18666666666666668,0.0004280280554667115
c02_final_150_0009_bd,c02_final_150_0009,2,150,backdate,424242,0.5,150,144,0.96,13.2053,37.4849,54,38.9,1.025321,random,301,1,1891.6628,109.56,17.467648666666665,0.12666666666666668,0.000324971042573452
c02_final_150_0009_bd,c02_final_150_0009,2,150,backdate,424242,0.5,150,144,0.96,13.2053,37.4849,54,38.9,1.025321,v2rl301,301,1,1439.8232,110.3648,23.738429333333332,0.16666666666666666,0.02873376407660544
c02_final_150_0009_bd,c02_final_150_0009,2,150,backdate,424242,0.5,150,144,0.96,13.2053,37.4849,54,38.9,1.025321,v2rl302,302,1,1223.5524000000003,110.3648,23.00242933333333,0.11333333333333333,0.028286734013818204
c02_final_150_0009_bd,c02_final_150_0009,2,150,backdate,424242,0.5,150,144,0.96,13.2053,37.4849,54,38.9,1.025321,v2rl303,303,1,1851.2895999999996,132.97480000000002,22.327495999999996,0.12,0.028535321005620062
c02_final_150_0009_bd,c02_final_150_0009,2,150,backdate,424242,0.5,150,144,0.96,13.2053,37.4849,54,38.9,1.025321,v2rl304,304,1,1257.6562,105.6048,19.655696,0.14,0.027876561041921377
c02_final_150_0009_bd,c02_final_150_0009,2,150,backdate,424242,0.5,150,144,0.96,13.2053,37.4849,54,38.9,1.025321,v2rl305,305,1,2047.8379999999995,110.3648,24.184095999999997,0.17333333333333334,0.028228527982719243
c02_final_150_0009_bd,c02_final_150_0009,2,150,backdate,424242,0.5,150,144,0.96,13.2053,37.4849,54,38.9,1.025321,v2rl306,306,1,1434.9624,110.3648,23.76422933333333,0.16,0.02820080192759633
c02_final_150_0009_bd,c02_final_150_0009,2,150,backdate,424242,0.5,150,144,0.96,13.2053,37.4849,54,38.9,1.025321,v2rl307,307,1,1752.5564,110.3648,20.788762666666663,0.15333333333333332,0.028690516017377377
c02_final_150_0009_bd,c02_final_150_0009,2,150,backdate,424242,0.5,150,144,0.96,13.2053,37.4849,54,38.9,1.025321,v2rl308,308,1,1611.6068,105.6048,22.232162666666667,0.16666666666666666,0.02867168199736625
c02_final_150_0009_bd,c02_final_150_0009,2,150,backdate,424242,0.5,150,144,0.96,13.2053,37.4849,54,38.9,1.025321,v2rl309,309,1,1431.8938,105.3048,18.841562666666665,0.1,0.028508304967544973
c02_final_150_0009_bd,c02_final_150_0009,2,150,backdate,424242,0.5,150,144,0.96,13.2053,37.4849,54,38.9,1.025321,v2rl310,310,1,1214.6402,110.3648,20.843362666666664,0.11333333333333333,0.028950351988896728
c02_final_150_0010_bd,c02_final_150_0010,2,150,backdate,424242,0.5,150,142,0.946667,14.182,39.7697,65,27.0,0.809781,edd,301,1,569.7303999999999,112.0626,15.797987999999998,0.03333333333333333,0.00045299797784537077
c02_final_150_0010_bd,c02_final_150_0010,2,150,backdate,424242,0.5,150,142,0.946667,14.182,39.7697,65,27.0,0.809781,pfifo,301,1,569.7303999999999,112.0626,15.797987999999998,0.03333333333333333,0.00044268800411373377
c02_final_150_0010_bd,c02_final_150_0010,2,150,backdate,424242,0.5,150,142,0.946667,14.182,39.7697,65,27.0,0.809781,wspt,301,1,528.5664,112.0626,7.459465333333331,0.04,0.00041683996096253395
c02_final_150_0010_bd,c02_final_150_0010,2,150,backdate,424242,0.5,150,142,0.946667,14.182,39.7697,65,27.0,0.809781,atc,301,1,516.3304,112.0626,11.400207333333332,0.03333333333333333,0.0006873960373923182
c02_final_150_0010_bd,c02_final_150_0010,2,150,backdate,424242,0.5,150,142,0.946667,14.182,39.7697,65,27.0,0.809781,wmdd,301,1,493.64639999999997,112.0626,15.683121333333332,0.02666666666666667,0.0005313919391483068
c02_final_150_0010_bd,c02_final_150_0010,2,150,backdate,424242,0.5,150,142,0.946667,14.182,39.7697,65,27.0,0.809781,lpt,301,1,1184.9171999999999,112.0626,22.021478666666667,0.05333333333333334,0.0004276509862393141
c02_final_150_0010_bd,c02_final_150_0010,2,150,backdate,424242,0.5,150,142,0.946667,14.182,39.7697,65,27.0,0.809781,random,301,1,724.6268000000001,112.0626,11.02796,0.04666666666666667,0.0003245529951527715
c02_final_150_0010_bd,c02_final_150_0010,2,150,backdate,424242,0.5,150,142,0.946667,14.182,39.7697,65,27.0,0.809781,v2rl301,301,1,509.0504000000001,112.0626,19.202094,0.03333333333333333,0.028244972927495837
c02_final_150_0010_bd,c02_final_150_0010,2,150,backdate,424242,0.5,150,142,0.946667,14.182,39.7697,65,27.0,0.809781,v2rl302,302,1,508.89040000000006,112.0626,19.108854666666666,0.03333333333333333,0.02784954896196723
c02_final_150_0010_bd,c02_final_150_0010,2,150,backdate,424242,0.5,150,142,0.946667,14.182,39.7697,65,27.0,0.809781,v2rl303,303,1,827.7868000000001,112.0626,20.790454666666673,0.04,0.02798419794999063
c02_final_150_0010_bd,c02_final_150_0010,2,150,backdate,424242,0.5,150,142,0.946667,14.182,39.7697,65,27.0,0.809781,v2rl304,304,1,544.9664,112.0626,11.963530666666669,0.02666666666666667,0.02729994198307395
c02_final_150_0010_bd,c02_final_150_0010,2,150,backdate,424242,0.5,150,142,0.946667,14.182,39.7697,65,27.0,0.809781,v2rl305,305,1,508.89040000000006,112.0626,19.831188,0.03333333333333333,0.027693822979927063
c02_final_150_0010_bd,c02_final_150_0010,2,150,backdate,424242,0.5,150,142,0.946667,14.182,39.7697,65,27.0,0.809781,v2rl306,306,1,508.89040000000006,112.0626,20.410788000000004,0.03333333333333333,0.027619433007203043
c02_final_150_0010_bd,c02_final_150_0010,2,150,backdate,424242,0.5,150,142,0.946667,14.182,39.7697,65,27.0,0.809781,v2rl307,307,1,543.2104,112.0626,12.697330666666668,0.03333333333333333,0.02795395499560982
c02_final_150_0010_bd,c02_final_150_0010,2,150,backdate,424242,0.5,150,142,0.946667,14.182,39.7697,65,27.0,0.809781,v2rl308,308,1,510.4104000000001,112.0626,17.95403066666667,0.03333333333333333,0.02825252409093082
c02_final_150_0010_bd,c02_final_150_0010,2,150,backdate,424242,0.5,150,142,0.946667,14.182,39.7697,65,27.0,0.809781,v2rl309,309,1,511.53040000000004,112.0626,17.543564,0.03333333333333333,0.02837735100183636
c02_final_150_0010_bd,c02_final_150_0010,2,150,backdate,424242,0.5,150,142,0.946667,14.182,39.7697,65,27.0,0.809781,v2rl310,310,1,511.4904,112.0626,17.379963999999998,0.03333333333333333,0.02853065205272287
c02_final_150_0011_bd,c02_final_150_0011,2,150,backdate,424242,0.5,150,138,0.92,13.1027,38.9531,86,27.5,1.546793,edd,301,1,2157.3446,112.62480000000001,21.112817333333332,0.08,0.00046537001617252827
c02_final_150_0011_bd,c02_final_150_0011,2,150,backdate,424242,0.5,150,138,0.92,13.1027,38.9531,86,27.5,1.546793,pfifo,301,1,2157.3446,112.62480000000001,21.112817333333332,0.08,0.0004578920779749751
c02_final_150_0011_bd,c02_final_150_0011,2,150,backdate,424242,0.5,150,138,0.92,13.1027,38.9531,86,27.5,1.546793,wspt,301,1,2585.5841999999993,132.63479999999998,13.584872000000003,0.07333333333333333,0.0004230740014463663
c02_final_150_0011_bd,c02_final_150_0011,2,150,backdate,424242,0.5,150,138,0.92,13.1027,38.9531,86,27.5,1.546793,atc,301,1,2456.5294,124.9048,14.047884,0.08666666666666667,0.0006668410496786237
c02_final_150_0011_bd,c02_final_150_0011,2,150,backdate,424242,0.5,150,138,0.92,13.1027,38.9531,86,27.5,1.546793,wmdd,301,1,2198.5445999999997,112.62480000000001,20.820093333333332,0.06666666666666667,0.0005357749760150909
c02_final_150_0011_bd,c02_final_150_0011,2,150,backdate,424242,0.5,150,138,0.92,13.1027,38.9531,86,27.5,1.546793,lpt,301,1,5829.229399999999,111.0248,36.69436,0.25333333333333335,0.00045734504237771034
c02_final_150_0011_bd,c02_final_150_0011,2,150,backdate,424242,0.5,150,138,0.92,13.1027,38.9531,86,27.5,1.546793,random,301,1,3272.7614000000003,141.60999999999999,18.900493333333333,0.14666666666666667,0.0003169149858877063
c02_final_150_0011_bd,c02_final_150_0011,2,150,backdate,424242,0.5,150,138,0.92,13.1027,38.9531,86,27.5,1.546793,v2rl301,301,1,4719.819799999999,111.0248,34.11549333333333,0.22666666666666666,0.029711590032093227
c02_final_150_0011_bd,c02_final_150_0011,2,150,backdate,424242,0.5,150,138,0.92,13.1027,38.9531,86,27.5,1.546793,v2rl302,302,1,2368.2341999999994,111.0248,28.703826666666664,0.09333333333333334,0.02904856705572456
c02_final_150_0011_bd,c02_final_150_0011,2,150,backdate,424242,0.5,150,138,0.92,13.1027,38.9531,86,27.5,1.546793,v2rl303,303,1,4762.064199999999,111.0248,33.98389333333334,0.18666666666666668,0.02896587597206235
c02_final_150_0011_bd,c02_final_150_0011,2,150,backdate,424242,0.5,150,138,0.92,13.1027,38.9531,86,27.5,1.546793,v2rl304,304,1,2100.3542,111.2548,25.125426666666666,0.10666666666666667,0.02836020104587078
c02_final_150_0011_bd,c02_final_150_0011,2,150,backdate,424242,0.5,150,138,0.92,13.1027,38.9531,86,27.5,1.546793,v2rl305,305,1,3215.3642,111.0248,31.703693333333334,0.21333333333333335,0.02909893705509603
c02_final_150_0011_bd,c02_final_150_0011,2,150,backdate,424242,0.5,150,138,0.92,13.1027,38.9531,86,27.5,1.546793,v2rl306,306,1,2960.3086000000003,111.0248,31.200293333333338,0.17333333333333334,0.029007349046878517
c02_final_150_0011_bd,c02_final_150_0011,2,150,backdate,424242,0.5,150,138,0.92,13.1027,38.9531,86,27.5,1.546793,v2rl307,307,1,2047.6846,109.6948,20.817226666666667,0.08,0.028932932997122407
c02_final_150_0011_bd,c02_final_150_0011,2,150,backdate,424242,0.5,150,138,0.92,13.1027,38.9531,86,27.5,1.546793,v2rl308,308,1,2294.8541999999998,111.0248,27.86256,0.1,0.02916482195723802
c02_final_150_0011_bd,c02_final_150_0011,2,150,backdate,424242,0.5,150,138,0.92,13.1027,38.9531,86,27.5,1.546793,v2rl309,309,1,2303.3218,117.8448,23.982560000000003,0.08666666666666667,0.02913257002364844
c02_final_150_0011_bd,c02_final_150_0011,2,150,backdate,424242,0.5,150,138,0.92,13.1027,38.9531,86,27.5,1.546793,v2rl310,310,1,2260.9741999999997,111.0248,26.47969333333333,0.1,0.029143774998374283
c02_final_150_0012_bd,c02_final_150_0012,2,150,backdate,424242,0.5,150,104,0.693333,12.9163,39.4135,48,26.35,1.204988,edd,301,1,1562.0704,130.9048,16.073518666666665,0.05333333333333334,0.00045824493281543255
c02_final_150_0012_bd,c02_final_150_0012,2,150,backdate,424242,0.5,150,104,0.693333,12.9163,39.4135,48,26.35,1.204988,pfifo,301,1,1562.0704,130.9048,16.073518666666665,0.05333333333333334,0.00043748202733695507
