id,campus,track,size,method,feasible,wwt,makespan,mean_flow,breach_share,breach_p1,breach_p2,breach_p3,breach_p4,wall_seconds,decisions,status,objective_bh,best_bound_bh,reused_from_60
c01_gen_150_0011,1,generator,150,cpsat60,1,0.0,33.9919,3.439931333333333,0.0,0.0,0.0,0.0,0.0,0.11677224899176508,5025,OPTIMAL,0.0,0.0,False
c01_gen_150_0011,1,generator,150,cpsat300,1,0.0,33.9919,3.439931333333333,0.0,0.0,0.0,0.0,0.0,0.11677224899176508,5025,OPTIMAL,0.0,0.0,True
c01_gen_150_0012,1,generator,150,edd,1,0.0,35.0015,3.386477333333333,0.0,0.0,0.0,0.0,0.0,0.0003859719727188349,150,,,,False
c01_gen_150_0012,1,generator,150,wspt,1,0.0,35.0015,3.386477333333333,0.0,0.0,0.0,0.0,0.0,0.00035680108703672886,150,,,,False
c01_gen_150_0012,1,generator,150,atc,1,0.0,35.0015,3.386477333333333,0.0,0.0,0.0,0.0,0.0,0.000437919981777668,150,,,,False
c01_gen_150_0012,1,generator,150,pfifo,1,0.0,35.0015,3.386477333333333,0.0,0.0,0.0,0.0,0.0,0.0003488200018182397,150,,,,False
c01_gen_150_0012,1,generator,150,lpt,1,0.0,35.0015,3.386477333333333,0.0,0.0,0.0,0.0,0.0,0.0003415009705349803,150,,,,False
c01_gen_150_0012,1,generator,150,wmdd,1,0.0,35.0015,3.386477333333333,0.0,0.0,0.0,0.0,0.0,0.0003675330663099885,150,,,,False
c01_gen_150_0012,1,generator,150,random,1,0.0,35.0015,3.386477333333333,0.0,0.0,0.0,0.0,0.0,0.0003424959722906351,150,,,,False
c01_gen_150_0012,1,generator,150,ga,1,0.0,35.0015,3.386477333333333,0.0,0.0,0.0,0.0,0.0,2.0332489820430055,19700,,,,False
c01_gen_150_0012,1,generator,150,cpsat60,1,0.0,35.0025,3.390973333333333,0.0,0.0,0.0,0.0,0.0,0.13226337893866003,4831,OPTIMAL,0.0,0.0,False
c01_gen_150_0012,1,generator,150,cpsat300,1,0.0,35.0025,3.390973333333333,0.0,0.0,0.0,0.0,0.0,0.13226337893866003,4831,OPTIMAL,0.0,0.0,True
c01_gen_150_0013,1,generator,150,edd,1,12.043600000000026,52.745000000000005,2.8788306666666665,0.006666666666666667,0.0,0.014925373134328358,0.0,0.0,0.00039149296935647726,150,,,,False
c01_gen_150_0013,1,generator,150,wspt,1,12.043600000000026,52.745000000000005,2.8788306666666665,0.006666666666666667,0.0,0.014925373134328358,0.0,0.0,0.0003652930026873946,150,,,,False
c01_gen_150_0013,1,generator,150,atc,1,12.043600000000026,52.745000000000005,2.8788306666666665,0.006666666666666667,0.0,0.014925373134328358,0.0,0.0,0.0004510600119829178,150,,,,False
c01_gen_150_0013,1,generator,150,pfifo,1,12.043600000000026,52.745000000000005,2.8788306666666665,0.006666666666666667,0.0,0.014925373134328358,0.0,0.0,0.00036375701893121004,150,,,,False
c01_gen_150_0013,1,generator,150,lpt,1,12.043600000000026,52.745000000000005,2.8788306666666665,0.006666666666666667,0.0,0.014925373134328358,0.0,0.0,0.0003474360564723611,150,,,,False
c01_gen_150_0013,1,generator,150,wmdd,1,12.043600000000026,52.745000000000005,2.8788306666666665,0.006666666666666667,0.0,0.014925373134328358,0.0,0.0,0.00037759297993034124,150,,,,False
c01_gen_150_0013,1,generator,150,random,1,12.043600000000026,52.745000000000005,2.8788306666666665,0.006666666666666667,0.0,0.014925373134328358,0.0,0.0,0.00034697900991886854,150,,,,False
c01_gen_150_0013,1,generator,150,ga,1,12.043600000000026,52.745000000000005,2.8788306666666665,0.006666666666666667,0.0,0.014925373134328358,0.0,0.0,1.8255684559699148,19700,,,,False
c01_gen_150_0013,1,generator,150,cpsat60,1,12.067200000000014,52.7509,2.8831993333333332,0.006666666666666667,0.0,0.014925373134328358,0.0,0.0,0.12795342702884227,5265,OPTIMAL,12.12,12.12,False
c01_gen_150_0013,1,generator,150,cpsat300,1,12.067200000000014,52.7509,2.8831993333333332,0.006666666666666667,0.0,0.014925373134328358,0.0,0.0,0.12795342702884227,5265,OPTIMAL,12.12,12.12,True
c01_gen_150_0014,1,generator,150,edd,1,80.4048,66.8836,3.6314146666666662,0.006666666666666667,0.0,0.016129032258064516,0.0,0.0,0.0003819420235231519,150,,,,False
c01_gen_150_0014,1,generator,150,wspt,1,80.4048,66.8836,3.6314146666666662,0.006666666666666667,0.0,0.016129032258064516,0.0,0.0,0.0003662640228867531,150,,,,False
c01_gen_150_0014,1,generator,150,atc,1,80.4048,66.8836,3.6314146666666662,0.006666666666666667,0.0,0.016129032258064516,0.0,0.0,0.00044895196333527565,150,,,,False
c01_gen_150_0014,1,generator,150,pfifo,1,80.4048,66.8836,3.6314146666666662,0.006666666666666667,0.0,0.016129032258064516,0.0,0.0,0.00035923405084758997,150,,,,False
c01_gen_150_0014,1,generator,150,lpt,1,80.4048,66.8836,3.6314146666666662,0.006666666666666667,0.0,0.016129032258064516,0.0,0.0,0.00034885492641478777,150,,,,False
c01_gen_150_0014,1,generator,150,wmdd,1,80.4048,66.8836,3.6314146666666662,0.006666666666666667,0.0,0.016129032258064516,0.0,0.0,0.00037322298157960176,150,,,,False
c01_gen_150_0014,1,generator,150,random,1,80.4048,66.8836,3.6314146666666662,0.006666666666666667,0.0,0.016129032258064516,0.0,0.0,0.00034553208388388157,150,,,,False
c01_gen_150_0014,1,generator,150,ga,1,80.4048,66.8836,3.6314146666666662,0.006666666666666667,0.0,0.016129032258064516,0.0,0.0,2.230118611943908,19700,,,,False
c01_gen_150_0014,1,generator,150,cpsat60,1,80.43519999999998,66.8912,3.6367419999999995,0.006666666666666667,0.0,0.016129032258064516,0.0,0.0,0.11792308697476983,4907,OPTIMAL,80.48,80.48,False
c01_gen_150_0014,1,generator,150,cpsat300,1,80.43519999999998,66.8912,3.6367419999999995,0.006666666666666667,0.0,0.016129032258064516,0.0,0.0,0.11792308697476983,4907,OPTIMAL,80.48,80.48,True
c01_gen_150_0015,1,generator,150,edd,1,100.09880000000001,64.5678,3.443776666666667,0.006666666666666667,0.0,0.014925373134328358,0.0,0.0,0.00028482498601078987,150,,,,False
c01_gen_150_0015,1,generator,150,wspt,1,100.09880000000001,64.5678,3.443776666666667,0.006666666666666667,0.0,0.014925373134328358,0.0,0.0,0.00026822101790457964,150,,,,False
c01_gen_150_0015,1,generator,150,atc,1,100.09880000000001,64.5678,3.443776666666667,0.006666666666666667,0.0,0.014925373134328358,0.0,0.0,0.00031461799517273903,150,,,,False
c01_gen_150_0015,1,generator,150,pfifo,1,100.09880000000001,64.5678,3.443776666666667,0.006666666666666667,0.0,0.014925373134328358,0.0,0.0,0.0002592680975794792,150,,,,False
c01_gen_150_0015,1,generator,150,lpt,1,100.09880000000001,64.5678,3.443776666666667,0.006666666666666667,0.0,0.014925373134328358,0.0,0.0,0.0002615289995446801,150,,,,False
c01_gen_150_0015,1,generator,150,wmdd,1,100.09880000000001,64.5678,3.443776666666667,0.006666666666666667,0.0,0.014925373134328358,0.0,0.0,0.00026982498820871115,150,,,,False
c01_gen_150_0015,1,generator,150,random,1,100.09880000000001,64.5678,3.443776666666667,0.006666666666666667,0.0,0.014925373134328358,0.0,0.0,0.00024964800104498863,150,,,,False
c01_gen_150_0015,1,generator,150,ga,1,100.09880000000001,64.5678,3.443776666666667,0.006666666666666667,0.0,0.014925373134328358,0.0,0.0,1.8980641190428287,19700,,,,False
c01_gen_150_0015,1,generator,150,cpsat60,1,100.12640000000002,64.5747,3.4488033333333337,0.006666666666666667,0.0,0.014925373134328358,0.0,0.0,0.1356180909788236,5413,OPTIMAL,100.16,100.16,False
