id,base_id,campus,size,condition,sla_multiplier,crew_multiplier,method,seed,feasible,wwt,makespan,mean_flow,breach_share,breach_p1,breach_p2,breach_p3,breach_p4,wall_seconds
c05_replay_150_0127_m1.25,c05_replay_150_0127,5,150,crew1.25,1.0,1.25,edd,301,1,0.0,31.0,3.4102206666666666,0.0,,,0.0,0.0,0.0004454219015315175
c05_replay_150_0127_m1.25,c05_replay_150_0127,5,150,crew1.25,1.0,1.25,wspt,301,1,0.0,30.0,3.386887333333333,0.0,,,0.0,0.0,0.0004221750423312187
c05_replay_150_0127_m1.25,c05_replay_150_0127,5,150,crew1.25,1.0,1.25,atc,301,1,0.0,30.0,3.386887333333333,0.0,,,0.0,0.0,0.0005554759409278631
c05_replay_150_0127_m1.25,c05_replay_150_0127,5,150,crew1.25,1.0,1.25,pfifo,301,1,0.0,31.0,3.4102206666666666,0.0,,,0.0,0.0,0.00043882394675165415
c05_replay_150_0127_m1.25,c05_replay_150_0127,5,150,crew1.25,1.0,1.25,lpt,301,1,0.0,29.5,3.552126,0.0,,,0.0,0.0,0.00040426303166896105
c05_replay_150_0127_m1.25,c05_replay_150_0127,5,150,crew1.25,1.0,1.25,random,301,1,0.0,31.7,3.4147926666666666,0.0,,,0.0,0.0,0.00036738894414156675
c05_replay_150_0127_m1.25,c05_replay_150_0127,5,150,crew1.25,1.0,1.25,rl301,301,1,0.0,29.5,3.391459333333334,0.0,,,0.0,0.0,0.12320683698635548
c05_replay_150_0127_m1.25,c05_replay_150_0127,5,150,crew1.25,1.0,1.25,rl302,302,1,0.0,29.5,3.4914593333333337,0.0,,,0.0,0.0,0.108728943974711
c05_replay_150_0127_m1.25,c05_replay_150_0127,5,150,crew1.25,1.0,1.25,rl303,303,1,0.0,31.0,3.393554,0.0,,,0.0,0.0,0.05554393690545112
c05_replay_150_0128,c05_replay_150_0128,5,150,baseline,1.0,1.0,edd,301,1,21.729600000000005,106.8648,4.384432,0.006666666666666667,,,0.006711409395973154,0.0,0.00047964800614863634
c05_replay_150_0128,c05_replay_150_0128,5,150,baseline,1.0,1.0,wspt,301,1,21.729600000000005,106.8648,4.384432,0.006666666666666667,,,0.006711409395973154,0.0,0.00039640802424401045
c05_replay_150_0128,c05_replay_150_0128,5,150,baseline,1.0,1.0,atc,301,1,21.729600000000005,106.8648,4.384432,0.006666666666666667,,,0.006711409395973154,0.0,0.00048186304047703743
c05_replay_150_0128,c05_replay_150_0128,5,150,baseline,1.0,1.0,pfifo,301,1,21.729600000000005,106.8648,4.384432,0.006666666666666667,,,0.006711409395973154,0.0,0.00037989194970577955
c05_replay_150_0128,c05_replay_150_0128,5,150,baseline,1.0,1.0,lpt,301,1,21.729600000000005,106.8648,4.387765333333333,0.006666666666666667,,,0.006711409395973154,0.0,0.00036918092519044876
c05_replay_150_0128,c05_replay_150_0128,5,150,baseline,1.0,1.0,random,301,1,21.729600000000005,106.8648,4.384432,0.006666666666666667,,,0.006711409395973154,0.0,0.003440690110437572
c05_replay_150_0128,c05_replay_150_0128,5,150,baseline,1.0,1.0,rl301,301,1,21.729600000000005,106.8648,4.384432,0.006666666666666667,,,0.006711409395973154,0.0,0.053901246981695294
c05_replay_150_0128,c05_replay_150_0128,5,150,baseline,1.0,1.0,rl302,302,1,21.729600000000005,106.8648,4.387765333333333,0.006666666666666667,,,0.006711409395973154,0.0,0.047019407036714256
c05_replay_150_0128,c05_replay_150_0128,5,150,baseline,1.0,1.0,rl303,303,1,21.729600000000005,106.8648,4.387765333333333,0.006666666666666667,,,0.006711409395973154,0.0,0.052638861001469195
c05_replay_150_0128_sla0.5,c05_replay_150_0128,5,150,sla0.5,0.5,1.0,edd,301,1,130.12959999999998,106.8648,4.384432,0.02,,,0.020134228187919462,0.0,0.00043730903416872025
c05_replay_150_0128_sla0.5,c05_replay_150_0128,5,150,sla0.5,0.5,1.0,wspt,301,1,130.12959999999998,106.8648,4.384432,0.02,,,0.020134228187919462,0.0,0.0004261599387973547
c05_replay_150_0128_sla0.5,c05_replay_150_0128,5,150,sla0.5,0.5,1.0,atc,301,1,130.12959999999998,106.8648,4.384432,0.02,,,0.020134228187919462,0.0,0.0004909030394628644
c05_replay_150_0128_sla0.5,c05_replay_150_0128,5,150,sla0.5,0.5,1.0,pfifo,301,1,130.12959999999998,106.8648,4.384432,0.02,,,0.020134228187919462,0.0,0.0004066789988428354
c05_replay_150_0128_sla0.5,c05_replay_150_0128,5,150,sla0.5,0.5,1.0,lpt,301,1,130.12959999999998,106.8648,4.387765333333333,0.02,,,0.020134228187919462,0.0,0.00040487106889486313
c05_replay_150_0128_sla0.5,c05_replay_150_0128,5,150,sla0.5,0.5,1.0,random,301,1,130.12959999999998,106.8648,4.384432,0.02,,,0.020134228187919462,0.0,0.0003776929806917906
c05_replay_150_0128_sla0.5,c05_replay_150_0128,5,150,sla0.5,0.5,1.0,rl301,301,1,130.12959999999998,106.8648,4.384432,0.02,,,0.020134228187919462,0.0,0.028900090022943914
c05_replay_150_0128_sla0.5,c05_replay_150_0128,5,150,sla0.5,0.5,1.0,rl302,302,1,130.12959999999998,106.8648,4.387765333333333,0.02,,,0.020134228187919462,0.0,0.02714457898400724
c05_replay_150_0128_sla0.5,c05_replay_150_0128,5,150,sla0.5,0.5,1.0,rl303,303,1,130.12959999999998,106.8648,4.387765333333333,0.02,,,0.020134228187919462,0.0,0.026075878995470703
c05_replay_150_0128_sla1.5,c05_replay_150_0128,5,150,sla1.5,1.5,1.0,edd,301,1,0.0,106.8648,4.384432,0.0,,,0.0,0.0,0.00044227007310837507
c05_replay_150_0128_sla1.5,c05_replay_150_0128,5,150,sla1.5,1.5,1.0,wspt,301,1,0.0,106.8648,4.384432,0.0,,,0.0,0.0,0.0034811249934136868
c05_replay_150_0128_sla1.5,c05_replay_150_0128,5,150,sla1.5,1.5,1.0,atc,301,1,0.0,106.8648,4.384432,0.0,,,0.0,0.0,0.0005160300061106682
c05_replay_150_0128_sla1.5,c05_replay_150_0128,5,150,sla1.5,1.5,1.0,pfifo,301,1,0.0,106.8648,4.384432,0.0,,,0.0,0.0,0.00039589195512235165
c05_replay_150_0128_sla1.5,c05_replay_150_0128,5,150,sla1.5,1.5,1.0,lpt,301,1,0.0,106.8648,4.387765333333333,0.0,,,0.0,0.0,0.0003800269914790988
c05_replay_150_0128_sla1.5,c05_replay_150_0128,5,150,sla1.5,1.5,1.0,random,301,1,0.0,106.8648,4.384432,0.0,,,0.0,0.0,0.00036013603676110506
c05_replay_150_0128_sla1.5,c05_replay_150_0128,5,150,sla1.5,1.5,1.0,rl301,301,1,0.0,106.8648,4.384432,0.0,,,0.0,0.0,0.050862576928921044
c05_replay_150_0128_sla1.5,c05_replay_150_0128,5,150,sla1.5,1.5,1.0,rl302,302,1,0.0,106.8648,4.387765333333333,0.0,,,0.0,0.0,0.05484700098168105
c05_replay_150_0128_sla1.5,c05_replay_150_0128,5,150,sla1.5,1.5,1.0,rl303,303,1,0.0,106.8648,4.384432,0.0,,,0.0,0.0,0.05539711401797831
c05_replay_150_0128_m0.75,c05_replay_150_0128,5,150,crew0.75,1.0,0.75,edd,301,1,21.729600000000005,106.8648,4.423092,0.006666666666666667,,,0.006711409395973154,0.0,0.0004131500609219074
c05_replay_150_0128_m0.75,c05_replay_150_0128,5,150,crew0.75,1.0,0.75,wspt,301,1,21.729600000000005,106.8648,4.413092,0.006666666666666667,,,0.006711409395973154,0.0,0.0004218880785629153
c05_replay_150_0128_m0.75,c05_replay_150_0128,5,150,crew0.75,1.0,0.75,atc,301,1,21.729600000000005,106.8648,4.416425333333334,0.006666666666666667,,,0.006711409395973154,0.0,0.0005232760449871421
c05_replay_150_0128_m0.75,c05_replay_150_0128,5,150,crew0.75,1.0,0.75,pfifo,301,1,21.729600000000005,106.8648,4.423092,0.006666666666666667,,,0.006711409395973154,0.0,0.00040148606058210135
c05_replay_150_0128_m0.75,c05_replay_150_0128,5,150,crew0.75,1.0,0.75,lpt,301,1,21.729600000000005,106.8648,4.426425333333333,0.006666666666666667,,,0.006711409395973154,0.0,0.00036582606844604015
c05_replay_150_0128_m0.75,c05_replay_150_0128,5,150,crew0.75,1.0,0.75,random,301,1,21.729600000000005,106.8648,4.419758666666667,0.006666666666666667,,,0.006711409395973154,0.0,0.0003435370745137334
c05_replay_150_0128_m0.75,c05_replay_150_0128,5,150,crew0.75,1.0,0.75,rl301,301,1,21.729600000000005,106.8648,4.413092,0.006666666666666667,,,0.006711409395973154,0.0,0.06208266702014953
c05_replay_150_0128_m0.75,c05_replay_150_0128,5,150,crew0.75,1.0,0.75,rl302,302,1,21.729600000000005,106.8648,4.423092,0.006666666666666667,,,0.006711409395973154,0.0,0.05099552311003208
c05_replay_150_0128_m0.75,c05_replay_150_0128,5,150,crew0.75,1.0,0.75,rl303,303,1,21.729600000000005,106.8648,4.426425333333333,0.006666666666666667,,,0.006711409395973154,0.0,0.05186233704444021
c05_replay_150_0128_m1.25,c05_replay_150_0128,5,150,crew1.25,1.0,1.25,edd,301,1,21.729600000000005,106.8648,4.3810986666666665,0.006666666666666667,,,0.006711409395973154,0.0,0.00044782599434256554
c05_replay_150_0128_m1.25,c05_replay_150_0128,5,150,crew1.25,1.0,1.25,wspt,301,1,21.729600000000005,106.8648,4.3810986666666665,0.006666666666666667,,,0.006711409395973154,0.0,0.00043052295222878456
c05_replay_150_0128_m1.25,c05_replay_150_0128,5,150,crew1.25,1.0,1.25,atc,301,1,21.729600000000005,106.8648,4.3810986666666665,0.006666666666666667,,,0.006711409395973154,0.0,0.0005116109969094396
c05_replay_150_0128_m1.25,c05_replay_150_0128,5,150,crew1.25,1.0,1.25,pfifo,301,1,21.729600000000005,106.8648,4.3810986666666665,0.006666666666666667,,,0.006711409395973154,0.0,0.0004206220619380474
c05_replay_150_0128_m1.25,c05_replay_150_0128,5,150,crew1.25,1.0,1.25,lpt,301,1,21.729600000000005,106.8648,4.3810986666666665,0.006666666666666667,,,0.006711409395973154,0.0,0.00039650092367082834
c05_replay_150_0128_m1.25,c05_replay_150_0128,5,150,crew1.25,1.0,1.25,random,301,1,21.729600000000005,106.8648,4.3810986666666665,0.006666666666666667,,,0.006711409395973154,0.0,0.003427100949920714
c05_replay_150_0128_m1.25,c05_replay_150_0128,5,150,crew1.25,1.0,1.25,rl301,301,1,21.729600000000005,106.8648,4.3810986666666665,0.006666666666666667,,,0.006711409395973154,0.0,0.03252066601999104
c05_replay_150_0128_m1.25,c05_replay_150_0128,5,150,crew1.25,1.0,1.25,rl302,302,1,21.729600000000005,106.8648,4.3810986666666665,0.006666666666666667,,,0.006711409395973154,0.0,0.028443871065974236
c05_replay_150_0128_m1.25,c05_replay_150_0128,5,150,crew1.25,1.0,1.25,rl303,303,1,21.729600000000005,106.8648,4.3810986666666665,0.006666666666666667,,,0.006711409395973154,0.0,0.05340927396900952
c05_replay_150_0129,c05_replay_150_0129,5,150,baseline,1.0,1.0,edd,301,1,0.0,59.2106,7.443133333333334,0.0,,,0.0,0.0,0.0004884640220552683
c05_replay_150_0129,c05_replay_150_0129,5,150,baseline,1.0,1.0,wspt,301,1,0.0,59.2106,6.966468666666667,0.0,,,0.0,0.0,0.0035648130578920245
c05_replay_150_0129,c05_replay_150_0129,5,150,baseline,1.0,1.0,atc,301,1,0.0,59.2106,6.966468666666667,0.0,,,0.0,0.0,0.0007570610614493489
c05_replay_150_0129,c05_replay_150_0129,5,150,baseline,1.0,1.0,pfifo,301,1,0.0,59.2106,7.443133333333334,0.0,,,0.0,0.0,0.0004641941050067544
c05_replay_150_0129,c05_replay_150_0129,5,150,baseline,1.0,1.0,lpt,301,1,0.0,59.2106,8.179802,0.0,,,0.0,0.0,0.00045407202560454607
c05_replay_150_0129,c05_replay_150_0129,5,150,baseline,1.0,1.0,random,301,1,0.0,59.2106,7.586468666666667,0.0,,,0.0,0.0,0.00040400202851742506
c05_replay_150_0129,c05_replay_150_0129,5,150,baseline,1.0,1.0,rl301,301,1,0.0,59.2106,6.966468666666667,0.0,,,0.0,0.0,0.08944384509231895
c05_replay_150_0129,c05_replay_150_0129,5,150,baseline,1.0,1.0,rl302,302,1,0.0,59.2106,7.876465333333334,0.0,,,0.0,0.0,0.05792334501165897
c05_replay_150_0129,c05_replay_150_0129,5,150,baseline,1.0,1.0,rl303,303,1,0.0,59.2106,7.909798666666665,0.0,,,0.0,0.0,0.059611966018565
c05_replay_150_0129_sla0.5,c05_replay_150_0129,5,150,sla0.5,0.5,1.0,edd,301,1,46.0,59.2106,7.443133333333334,0.02,,,0.030303030303030304,0.0,0.00048342393711209297
c05_replay_150_0129_sla0.5,c05_replay_150_0129,5,150,sla0.5,0.5,1.0,wspt,301,1,46.0,59.2106,6.966468666666667,0.02,,,0.030303030303030304,0.0,0.0005202660104259849
c05_replay_150_0129_sla0.5,c05_replay_150_0129,5,150,sla0.5,0.5,1.0,atc,301,1,46.0,59.2106,6.966468666666667,0.02,,,0.030303030303030304,0.0,0.0007807989604771137
c05_replay_150_0129_sla0.5,c05_replay_150_0129,5,150,sla0.5,0.5,1.0,pfifo,301,1,46.0,59.2106,7.443133333333334,0.02,,,0.030303030303030304,0.0,0.00045516807585954666
c05_replay_150_0129_sla0.5,c05_replay_150_0129,5,150,sla0.5,0.5,1.0,lpt,301,1,46.0,59.2106,8.179802,0.02,,,0.030303030303030304,0.0,0.00045334105379879475
c05_replay_150_0129_sla0.5,c05_replay_150_0129,5,150,sla0.5,0.5,1.0,random,301,1,46.0,59.2106,7.586468666666667,0.02,,,0.030303030303030304,0.0,0.0003620180068537593
c05_replay_150_0129_sla0.5,c05_replay_150_0129,5,150,sla0.5,0.5,1.0,rl301,301,1,46.0,59.2106,6.966468666666667,0.02,,,0.030303030303030304,0.0,0.05036008695606142
c05_replay_150_0129_sla0.5,c05_replay_150_0129,5,150,sla0.5,0.5,1.0,rl302,302,1,46.0,59.2106,7.5745999999999984,0.02,,,0.030303030303030304,0.0,0.0354788179975003
c05_replay_150_0129_sla0.5,c05_replay_150_0129,5,150,sla0.5,0.5,1.0,rl303,303,1,46.0,59.2106,7.986468666666666,0.02,,,0.030303030303030304,0.0,0.044869153993204236
c05_replay_150_0129_sla1.5,c05_replay_150_0129,5,150,sla1.5,1.5,1.0,edd,301,1,0.0,59.2106,7.443133333333334,0.0,,,0.0,0.0,0.0004906899994239211
c05_replay_150_0129_sla1.5,c05_replay_150_0129,5,150,sla1.5,1.5,1.0,wspt,301,1,0.0,59.2106,6.966468666666667,0.0,,,0.0,0.0,0.0005170939257368445
c05_replay_150_0129_sla1.5,c05_replay_150_0129,5,150,sla1.5,1.5,1.0,atc,301,1,0.0,59.2106,6.966468666666667,0.0,,,0.0,0.0,0.000861976994201541
c05_replay_150_0129_sla1.5,c05_replay_150_0129,5,150,sla1.5,1.5,1.0,pfifo,301,1,0.0,59.2106,7.443133333333334,0.0,,,0.0,0.0,0.0004665479063987732
c05_replay_150_0129_sla1.5,c05_replay_150_0129,5,150,sla1.5,1.5,1.0,lpt,301,1,0.0,59.2106,8.179802,0.0,,,0.0,0.0,0.0004626360023394227
c05_replay_150_0129_sla1.5,c05_replay_150_0129,5,150,sla1.5,1.5,1.0,random,301,1,0.0,59.2106,7.586468666666667,0.0,,,0.0,0.0,0.00038568791933357716
c05_replay_150_0129_sla1.5,c05_replay_150_0129,5,150,sla1.5,1.5,1.0,rl301,301,1,0.0,59.2106,6.966468666666667,0.0,,,0.0,0.0,0.02941881096921861
c05_replay_150_0129_sla1.5,c05_replay_150_0129,5,150,sla1.5,1.5,1.0,rl302,302,1,0.0,59.2106,7.253131333333334,0.0,,,0.0,0.0,0.028826646972447634
c05_replay_150_0129_sla1.5,c05_replay_150_0129,5,150,sla1.5,1.5,1.0,rl303,303,1,0.0,59.2106,7.986468666666666,0.0,,,0.0,0.0,0.02843463106546551
c05_replay_150_0129_m0.75,c05_replay_150_0129,5,150,crew0.75,1.0,0.75,edd,301,1,0.0,59.2106,8.922169333333335,0.0,,,0.0,0.0,0.0004806889919564128
c05_replay_150_0129_m0.75,c05_replay_150_0129,5,150,crew0.75,1.0,0.75,wspt,301,1,0.0,59.2106,8.233631333333333,0.0,,,0.0,0.0,0.0005386749980971217
c05_replay_150_0129_m0.75,c05_replay_150_0129,5,150,crew0.75,1.0,0.75,atc,301,1,0.0,59.2106,8.233631333333333,0.0,,,0.0,0.0,0.0038332960102707148
c05_replay_150_0129_m0.75,c05_replay_150_0129,5,150,crew0.75,1.0,0.75,pfifo,301,1,0.0,59.2106,8.922169333333335,0.0,,,0.0,0.0,0.00045679998584091663
c05_replay_150_0129_m0.75,c05_replay_150_0129,5,150,crew0.75,1.0,0.75,lpt,301,1,0.0,59.2106,10.055496000000002,0.0,,,0.0,0.0,0.0004431609995663166
c05_replay_150_0129_m0.75,c05_replay_150_0129,5,150,crew0.75,1.0,0.75,random,301,1,0.0,59.2106,8.973629333333335,0.0,,,0.0,0.0,0.0003661790397018194
c05_replay_150_0129_m0.75,c05_replay_150_0129,5,150,crew0.75,1.0,0.75,rl301,301,1,0.0,59.2106,8.233631333333333,0.0,,,0.0,0.0,0.09249262302182615
c05_replay_150_0129_m0.75,c05_replay_150_0129,5,150,crew0.75,1.0,0.75,rl302,302,1,0.0,59.2106,9.722161333333334,0.0,,,0.0,0.0,0.05784205603413284
c05_replay_150_0129_m0.75,c05_replay_150_0129,5,150,crew0.75,1.0,0.75,rl303,303,1,0.0,59.2106,9.775494666666665,0.0,,,0.0,0.0,0.054234337992966175
c05_replay_150_0129_m1.25,c05_replay_150_0129,5,150,crew1.25,1.0,1.25,edd,301,1,0.0,59.2106,6.657273333333334,0.0,,,0.0,0.0,0.0005608199862763286
c05_replay_150_0129_m1.25,c05_replay_150_0129,5,150,crew1.25,1.0,1.25,wspt,301,1,0.0,59.2106,6.353947333333334,0.0,,,0.0,0.0,0.0005612290697172284
c05_replay_150_0129_m1.25,c05_replay_150_0129,5,150,crew1.25,1.0,1.25,atc,301,1,0.0,59.2106,6.353947333333334,0.0,,,0.0,0.0,0.0008136179530993104
c05_replay_150_0129_m1.25,c05_replay_150_0129,5,150,crew1.25,1.0,1.25,pfifo,301,1,0.0,59.2106,6.657273333333334,0.0,,,0.0,0.0,0.0005019530653953552
c05_replay_150_0129_m1.25,c05_replay_150_0129,5,150,crew1.25,1.0,1.25,lpt,301,1,0.0,59.2106,7.192478666666666,0.0,,,0.0,0.0,0.00048698403406888247
c05_replay_150_0129_m1.25,c05_replay_150_0129,5,150,crew1.25,1.0,1.25,random,301,1,0.0,59.2106,6.7391473333333325,0.0,,,0.0,0.0,0.00039507600013166666
c05_replay_150_0129_m1.25,c05_replay_150_0129,5,150,crew1.25,1.0,1.25,rl301,301,1,0.0,59.2106,6.353947333333334,0.0,,,0.0,0.0,0.05779443692881614
c05_replay_150_0129_m1.25,c05_replay_150_0129,5,150,crew1.25,1.0,1.25,rl302,302,1,0.0,59.2106,6.982475333333333,0.0,,,0.0,0.0,0.055359508958645165
c05_replay_150_0129_m1.25,c05_replay_150_0129,5,150,crew1.25,1.0,1.25,rl303,303,1,0.0,59.2106,6.987278666666666,0.0,,,0.0,0.0,0.03465768997557461
c05_replay_400_0100,c05_replay_400_0100,5,400,baseline,1.0,1.0,edd,301,1,0.0,112.73,4.246133500000001,0.0,,,0.0,0.0,0.004060489009134471
c05_replay_400_0100,c05_replay_400_0100,5,400,baseline,1.0,1.0,wspt,301,1,0.0,112.73,4.2423835,0.0,,,0.0,0.0,0.001546403975225985
c05_replay_400_0100,c05_replay_400_0100,5,400,baseline,1.0,1.0,atc,301,1,0.0,112.73,4.2423835,0.0,,,0.0,0.0,0.004387326072901487
c05_replay_400_0100,c05_replay_400_0100,5,400,baseline,1.0,1.0,pfifo,301,1,0.0,112.73,4.246133500000001,0.0,,,0.0,0.0,0.0009584029903635383
c05_replay_400_0100,c05_replay_400_0100,5,400,baseline,1.0,1.0,lpt,301,1,0.0,112.73,4.258633499999999,0.0,,,0.0,0.0,0.001018019043840468
c05_replay_400_0100,c05_replay_400_0100,5,400,baseline,1.0,1.0,random,301,1,0.0,112.73,4.2461335,0.0,,,0.0,0.0,0.00089602405205369
c05_replay_400_0100,c05_replay_400_0100,5,400,baseline,1.0,1.0,rl301,301,1,0.0,112.73,4.2423835,0.0,,,0.0,0.0,0.19973481900524348
c05_replay_400_0100,c05_replay_400_0100,5,400,baseline,1.0,1.0,rl302,302,1,0.0,112.73,4.258633499999999,0.0,,,0.0,0.0,0.13916233798954636
c05_replay_400_0100,c05_replay_400_0100,5,400,baseline,1.0,1.0,rl303,303,1,0.0,112.73,4.249883499999999,0.0,,,0.0,0.0,0.14272750704549253
c05_replay_400_0100_sla0.5,c05_replay_400_0100,5,400,sla0.5,0.5,1.0,edd,301,1,62.400000000000006,112.73,4.246133500000001,0.0025,,,0.0026246719160104987,0.0,0.0010402870830148458
c05_replay_400_0100_sla0.5,c05_replay_400_0100,5,400,sla0.5,0.5,1.0,wspt,301,1,62.400000000000006,112.73,4.2423835,0.0025,,,0.0026246719160104987,0.0,0.000999746029265225
c05_replay_400_0100_sla0.5,c05_replay_400_0100,5,400,sla0.5,0.5,1.0,atc,301,1,62.400000000000006,112.73,4.2423835,0.0025,,,0.0026246719160104987,0.0,0.001404309063218534
c05_replay_400_0100_sla0.5,c05_replay_400_0100,5,400,sla0.5,0.5,1.0,pfifo,301,1,62.400000000000006,112.73,4.246133500000001,0.0025,,,0.0026246719160104987,0.0,0.0009741850662976503
c05_replay_400_0100_sla0.5,c05_replay_400_0100,5,400,sla0.5,0.5,1.0,lpt,301,1,62.400000000000006,112.73,4.258633499999999,0.0025,,,0.0026246719160104987,0.0,0.0009244190296158195
c05_replay_400_0100_sla0.5,c05_replay_400_0100,5,400,sla0.5,0.5,1.0,random,301,1,62.400000000000006,112.73,4.2461335,0.0025,,,0.0026246719160104987,0.0,0.000862609944306314
c05_replay_400_0100_sla0.5,c05_replay_400_0100,5,400,sla0.5,0.5,1.0,rl301,301,1,62.400000000000006,112.73,4.2423835,0.0025,,,0.0026246719160104987,0.0,0.08118244295474142
c05_replay_400_0100_sla0.5,c05_replay_400_0100,5,400,sla0.5,0.5,1.0,rl302,302,1,62.400000000000006,112.73,4.258633499999999,0.0025,,,0.0026246719160104987,0.0,0.06918002793099731
c05_replay_400_0100_sla0.5,c05_replay_400_0100,5,400,sla0.5,0.5,1.0,rl303,303,1,62.400000000000006,112.73,4.249883499999999,0.0025,,,0.0026246719160104987,0.0,0.06898829794954509
c05_replay_400_0100_sla1.5,c05_replay_400_0100,5,400,sla1.5,1.5,1.0,edd,301,1,0.0,112.73,4.246133500000001,0.0,,,0.0,0.0,0.001070857048034668
c05_replay_400_0100_sla1.5,c05_replay_400_0100,5,400,sla1.5,1.5,1.0,wspt,301,1,0.0,112.73,4.2423835,0.0,,,0.0,0.0,0.004071751027368009
c05_replay_400_0100_sla1.5,c05_replay_400_0100,5,400,sla1.5,1.5,1.0,atc,301,1,0.0,112.73,4.2423835,0.0,,,0.0,0.0,0.0013231890043243766
c05_replay_400_0100_sla1.5,c05_replay_400_0100,5,400,sla1.5,1.5,1.0,pfifo,301,1,0.0,112.73,4.246133500000001,0.0,,,0.0,0.0,0.0040392030496150255
c05_replay_400_0100_sla1.5,c05_replay_400_0100,5,400,sla1.5,1.5,1.0,lpt,301,1,0.0,112.73,4.258633499999999,0.0,,,0.0,0.0,0.0009744450217112899
c05_replay_400_0100_sla1.5,c05_replay_400_0100,5,400,sla1.5,1.5,1.0,random,301,1,0.0,112.73,4.2461335,0.0,,,0.0,0.0,0.0039765359833836555
c05_replay_400_0100_sla1.5,c05_replay_400_0100,5,400,sla1.5,1.5,1.0,rl301,301,1,0.0,112.73,4.2423835,0.0,,,0.0,0.0,0.2799604100873694
c05_replay_400_0100_sla1.5,c05_replay_400_0100,5,400,sla1.5,1.5,1.0,rl302,302,1,0.0,112.73,4.258633499999999,0.0,,,0.0,0.0,0.16886971204075962
c05_replay_400_0100_sla1.5,c05_replay_400_0100,5,400,sla1.5,1.5,1.0,rl303,303,1,0.0,112.73,4.249883499999999,0.0,,,0.0,0.0,0.2556237810058519
c05_replay_400_0100_m0.75,c05_replay_400_0100,5,400,crew0.75,1.0,0.75,edd,301,1,0.0,112.73,4.33216325,0.0,,,0.0,0.0,0.000996869057416916
c05_replay_400_0100_m0.75,c05_replay_400_0100,5,400,crew0.75,1.0,0.75,wspt,301,1,0.0,112.73,4.3116305,0.0,,,0.0,0.0,0.0009985920041799545
c05_replay_400_0100_m0.75,c05_replay_400_0100,5,400,crew0.75,1.0,0.75,atc,301,1,0.0,112.73,4.31868525,0.0,,,0.0,0.0,0.0012666230322793126
c05_replay_400_0100_m0.75,c05_replay_400_0100,5,400,crew0.75,1.0,0.75,pfifo,301,1,0.0,112.73,4.33216325,0.0,,,0.0,0.0,0.0009297680808231235
c05_replay_400_0100_m0.75,c05_replay_400_0100,5,400,crew0.75,1.0,0.75,lpt,301,1,0.0,112.73,4.36453925,0.0,,,0.0,0.0,0.0009092990076169372
c05_replay_400_0100_m0.75,c05_replay_400_0100,5,400,crew0.75,1.0,0.75,random,301,1,0.0,112.73,4.3271155,0.0,,,0.0,0.0,0.0008266720687970519
c05_replay_400_0100_m0.75,c05_replay_400_0100,5,400,crew0.75,1.0,0.75,rl301,301,1,0.0,112.73,4.3227477499999996,0.0,,,0.0,0.0,0.08764131099451333
c05_replay_400_0100_m0.75,c05_replay_400_0100,5,400,crew0.75,1.0,0.75,rl302,302,1,0.0,112.73,4.3632415,0.0,,,0.0,0.0,0.13417482294607908
c05_replay_400_0100_m0.75,c05_replay_400_0100,5,400,crew0.75,1.0,0.75,rl303,303,1,0.0,112.73,4.3473025,0.0,,,0.0,0.0,0.11169354594312608
c05_replay_400_0100_m1.25,c05_replay_400_0100,5,400,crew1.25,1.0,1.25,edd,301,1,0.0,112.73,4.230776500000001,0.0,,,0.0,0.0,0.004116517957299948
c05_replay_400_0100_m1.25,c05_replay_400_0100,5,400,crew1.25,1.0,1.25,wspt,301,1,0.0,112.73,4.230776500000001,0.0,,,0.0,0.0,0.0010648280149325728
c05_replay_400_0100_m1.25,c05_replay_400_0100,5,400,crew1.25,1.0,1.25,atc,301,1,0.0,112.73,4.230776500000001,0.0,,,0.0,0.0,0.004399596014991403
c05_replay_400_0100_m1.25,c05_replay_400_0100,5,400,crew1.25,1.0,1.25,pfifo,301,1,0.0,112.73,4.230776500000001,0.0,,,0.0,0.0,0.0009715639753267169
c05_replay_400_0100_m1.25,c05_replay_400_0100,5,400,crew1.25,1.0,1.25,lpt,301,1,0.0,112.73,4.2361495,0.0,,,0.0,0.0,0.003987545031122863
c05_replay_400_0100_m1.25,c05_replay_400_0100,5,400,crew1.25,1.0,1.25,random,301,1,0.0,112.73,4.230776500000001,0.0,,,0.0,0.0,0.0009031140943989158
c05_replay_400_0100_m1.25,c05_replay_400_0100,5,400,crew1.25,1.0,1.25,rl301,301,1,0.0,112.73,4.230776500000001,0.0,,,0.0,0.0,0.23568974994122982
c05_replay_400_0100_m1.25,c05_replay_400_0100,5,400,crew1.25,1.0,1.25,rl302,302,1,0.0,112.73,4.2361495,0.0,,,0.0,0.0,0.13601090502925217
c05_replay_400_0100_m1.25,c05_replay_400_0100,5,400,crew1.25,1.0,1.25,rl303,303,1,0.0,112.73,4.230776500000001,0.0,,,0.0,0.0,0.14242927299346775
c05_replay_400_0101,c05_replay_400_0101,5,400,baseline,1.0,1.0,edd,301,1,0.0,29.4328,4.249320750000001,0.0,,,0.0,0.0,0.00827418698463589
c05_replay_400_0101,c05_replay_400_0101,5,400,baseline,1.0,1.0,wspt,301,1,0.0,29.4331,3.782235499999999,0.0,,,0.0,0.0,0.05276947596576065
