arm,rule,dropped,n_configs,n_clusters,mean_edd,mean_family,mean_diff,ci_lo,ci_hi,margin,verdict,full_mean_diff,full_ci_lo,full_ci_hi,full_margin,full_verdict,delta_vs_full,verdict_changed
q0.75,wmdd,c02_final_150_0003,16,16,5968.9845374999995,3126.0110000000004,-2842.9735375,-4481.8005871875,-1364.4099481250003,59.689845375,better,-2675.0009764705883,-4251.406788823529,-1226.6205364705884,56.29988752941176,better,-167.97256102941174,0
q0.75,wmdd,c02_final_150_0004,16,16,5934.365487499999,3091.98945,-2842.3760374999997,-4506.111966562499,-1351.3561084375003,59.34365487499999,better,-2675.0009764705883,-4251.406788823529,-1226.6205364705884,56.29988752941176,better,-167.37506102941143,0
q0.75,wmdd,c02_final_150_0005,16,16,5972.5463500000005,3130.4911625000004,-2842.0551874999996,-4484.539283437501,-1341.9640396875002,59.725463500000004,better,-2675.0009764705883,-4251.406788823529,-1226.6205364705884,56.29988752941176,better,-167.05421102941136,0
q0.75,wmdd,c02_final_150_0006,16,16,5448.149275,2730.0646875,-2718.0845875,-4410.2639996875,-1191.8567900000003,54.48149275,better,-2675.0009764705883,-4251.406788823529,-1226.6205364705884,56.29988752941176,better,-43.08361102941171,0
q0.75,wmdd,c02_final_150_0007,16,16,5073.3582625,2758.6940125,-2314.66425,-3826.0885549999994,-953.5941209375,50.733582625,better,-2675.0009764705883,-4251.406788823529,-1226.6205364705884,56.29988752941176,better,360.3367264705885,0
q0.75,wmdd,c02_final_150_0008,16,16,5910.8593,3065.3263625000004,-2845.5329374999997,-4481.695209062501,-1350.0885815625002,59.108593,better,-2675.0009764705883,-4251.406788823529,-1226.6205364705884,56.29988752941176,better,-170.53196102941138,0
q0.75,wmdd,c02_final_150_0009,16,16,5537.658837499999,2867.7842250000003,-2669.8746125,-4343.329124687501,-1140.7380356249996,55.37658837499999,better,-2675.0009764705883,-4251.406788823529,-1226.6205364705884,56.29988752941176,better,5.1263639705885,0
q0.75,wmdd,c02_final_150_0010,16,16,5944.752725,3101.3416625000004,-2843.4110625,-4496.543522187498,-1358.4318693750001,59.44752725000001,better,-2675.0009764705883,-4251.406788823529,-1226.6205364705884,56.29988752941176,better,-168.41008602941156,0
q0.75,wmdd,c02_final_150_0011,16,16,5352.875137499999,2859.70845,-2493.1666874999996,-4182.650491562499,-1018.9925965624994,53.52875137499999,better,-2675.0009764705883,-4251.406788823529,-1226.6205364705884,56.29988752941176,better,181.83428897058866,0
q0.75,wmdd,c02_final_150_0012,16,16,5772.2864125,2993.7599625000003,-2778.52645,-4378.47127125,-1261.9750656249998,57.722864125,better,-2675.0009764705883,-4251.406788823529,-1226.6205364705884,56.29988752941176,better,-103.52547352941156,0
q0.75,wmdd,c02_final_150_0013,16,16,5275.980949999999,2897.4796875,-2378.5012625,-4011.656154999998,-981.9570665624997,52.759809499999996,better,-2675.0009764705883,-4251.406788823529,-1226.6205364705884,56.29988752941176,better,296.49971397058835,0
q0.75,wmdd,c02_final_150_0014,16,16,5126.6359,2748.0116375,-2378.6242625000004,-3965.519365,-983.6261356250001,51.266359,better,-2675.0009764705883,-4251.406788823529,-1226.6205364705884,56.29988752941176,better,296.37671397058784,0
q0.75,wmdd,c02_final_150_0015,16,16,5933.917025,3090.8976625,-2843.0193624999997,-4538.9620953124995,-1320.7780578125012,59.339170249999995,better,-2675.0009764705883,-4251.406788823529,-1226.6205364705884,56.29988752941176,better,-168.01838602941143,0
q0.75,wmdd,c02_final_150_0016,16,16,5053.082937499999,2731.5039,-2321.5790374999997,-3839.411340625,-975.7070481250003,50.530829374999996,better,-2675.0009764705883,-4251.406788823529,-1226.6205364705884,56.29988752941176,better,353.4219389705886,0
q0.75,atc,c02_final_150_0000,16,16,5782.1384,2857.66929375,-2924.4691062500006,-4560.160501718751,-1382.2987379687506,57.821384,better,-2799.934005882353,-4362.563167058824,-1345.9627617647066,56.29988752941176,better,-124.53510036764737,0
q0.75,atc,c02_final_150_0001,16,16,5783.8704124999995,2879.76999375,-2904.1004187500002,-4553.924076406251,-1357.3265604687501,57.83870412499999,better,-2799.934005882353,-4362.563167058824,-1345.9627617647066,56.29988752941176,better,-104.16641286764707,0
q0.75,atc,c02_final_150_0002,16,16,5838.34685,2905.02864375,-2933.31820625,-4573.251678125001,-1386.384175781251,58.3834685,better,-2799.934005882353,-4362.563167058824,-1345.9627617647066,56.29988752941176,better,-133.38420036764683,0
q0.75,atc,c02_final_150_0003,16,16,5968.9845374999995,2991.3196562499998,-2977.6648812500002,-4576.655091406251,-1466.86592890625,59.689845375,better,-2799.934005882353,-4362.563167058824,-1345.9627617647066,56.29988752941176,better,-177.73087536764706,0
q0.75,atc,c02_final_150_0004,16,16,5934.365487499999,2959.24810625,-2975.11738125,-4620.007876875002,-1469.9257750000006,59.34365487499999,better,-2799.934005882353,-4362.563167058824,-1345.9627617647066,56.29988752941176,better,-175.18337536764693,0
q0.75,atc,c02_final_150_0005,16,16,5972.5463500000005,2997.00316875,-2975.54318125,-4624.916399531251,-1464.1434357812511,59.725463500000004,better,-2799.934005882353,-4362.563167058824,-1345.9627617647066,56.29988752941176,better,-175.6091753676469,0
q0.75,atc,c02_final_150_0006,16,16,5448.149275,2816.9084187500002,-2631.2408562500004,-4264.24058515625,-1126.7593009375005,54.48149275,better,-2799.934005882353,-4362.563167058824,-1345.9627617647066,56.29988752941176,better,168.69314963235274,0
q0.75,atc,c02_final_150_0007,16,16,5073.3582625,2598.84725625,-2474.5110062500003,-4005.394403906251,-1072.33996078125,50.733582625,better,-2799.934005882353,-4362.563167058824,-1345.9627617647066,56.29988752941176,better,325.4229996323529,0
q0.75,atc,c02_final_150_0008,16,16,5910.8593,2927.91899375,-2982.94030625,-4561.070562968751,-1485.0985757812493,59.108593,better,-2799.934005882353,-4362.563167058824,-1345.9627617647066,56.29988752941176,better,-183.00630036764687,0
q0.75,atc,c02_final_150_0009,16,16,5537.658837499999,2732.73148125,-2804.9273562500002,-4462.9197215625,-1233.7849779687506,55.37658837499999,better,-2799.934005882353,-4362.563167058824,-1345.9627617647066,56.29988752941176,better,-4.993350367647054,0
q0.75,atc,c02_final_150_0010,16,16,5944.752725,2964.86279375,-2979.8899312500002,-4625.00292625,-1482.7263987500005,59.44752725000001,better,-2799.934005882353,-4362.563167058824,-1345.9627617647066,56.29988752941176,better,-179.95592536764707,0
q0.75,atc,c02_final_150_0011,16,16,5352.875137499999,2706.96290625,-2645.91223125,-4280.8873646875,-1135.2296721875,53.52875137499999,better,-2799.934005882353,-4362.563167058824,-1345.9627617647066,56.29988752941176,better,154.0217746323533,0
q0.75,atc,c02_final_150_0012,16,16,5772.2864125,2858.13489375,-2914.15151875,-4555.17123890625,-1380.9619034375,57.722864125,better,-2799.934005882353,-4362.563167058824,-1345.9627617647066,56.29988752941176,better,-114.21751286764675,0
q0.75,atc,c02_final_150_0013,16,16,5275.980949999999,2755.8135,-2520.16745,-4072.106907499999,-1082.4353903125004,52.759809499999996,better,-2799.934005882353,-4362.563167058824,-1345.9627617647066,56.29988752941176,better,279.76655588235326,0
q0.75,atc,c02_final_150_0014,16,16,5126.6359,2590.24758125,-2536.3883187500005,-4151.208276562501,-1104.561033125,51.266359,better,-2799.934005882353,-4362.563167058824,-1345.9627617647066,56.29988752941176,better,263.54568713235267,0
q0.75,atc,c02_final_150_0015,16,16,5933.917025,2958.30546875,-2975.61155625,-4634.707313593751,-1456.8131062500001,59.339170249999995,better,-2799.934005882353,-4362.563167058824,-1345.9627617647066,56.29988752941176,better,-175.67755036764675,0
q0.75,atc,c02_final_150_0016,16,16,5053.082937499999,2610.15854375,-2442.9243937499996,-3948.9438553124996,-1089.4550290625007,50.530829374999996,better,-2799.934005882353,-4362.563167058824,-1345.9627617647066,56.29988752941176,better,357.0096121323536,0
q0.75,wspt,c02_final_150_0000,16,16,5782.1384,2988.34506875,-2793.7933312500004,-4430.464004375001,-1225.9404384375,57.821384,better,-2663.7775941176474,-4241.119814411764,-1225.48826514706,56.29988752941176,better,-130.01573713235302,0
q0.75,wspt,c02_final_150_0001,16,16,5783.8704124999995,3019.1886812499997,-2764.68173125,-4419.261188437498,-1231.921645312501,57.83870412499999,better,-2663.7775941176474,-4241.119814411764,-1225.48826514706,56.29988752941176,better,-100.90413713235284,0
q0.75,wspt,c02_final_150_0002,16,16,5838.34685,3047.8164937499996,-2790.5303562500003,-4427.117126718751,-1282.1943284375006,58.3834685,better,-2663.7775941176474,-4241.119814411764,-1225.48826514706,56.29988752941176,better,-126.75276213235293,0
q0.75,wspt,c02_final_150_0003,16,16,5968.9845374999995,3135.9858437499997,-2832.9986937500003,-4439.145148750001,-1308.1063145312512,59.689845375,better,-2663.7775941176474,-4241.119814411764,-1225.48826514706,56.29988752941176,better,-169.2210996323529,0
q0.75,wspt,c02_final_150_0004,16,16,5934.365487499999,3103.91429375,-2830.45119375,-4472.579945,-1342.3635878125003,59.34365487499999,better,-2663.7775941176474,-4241.119814411764,-1225.48826514706,56.29988752941176,better,-166.67359963235276,0
q0.75,wspt,c02_final_150_0005,16,16,5972.5463500000005,3137.94935625,-2834.5969937500004,-4486.141445468751,-1336.8694835937506,59.725463500000004,better,-2663.7775941176474,-4241.119814411764,-1225.48826514706,56.29988752941176,better,-170.819399632353,0
q0.75,wspt,c02_final_150_0006,16,16,5448.149275,2958.18585625,-2489.96341875,-4163.68033078125,-1025.972351562501,54.48149275,better,-2663.7775941176474,-4241.119814411764,-1225.48826514706,56.29988752941176,better,173.8141753676473,0
q0.75,wspt,c02_final_150_0007,16,16,5073.3582625,2727.85178125,-2345.50648125,-3863.7146464062507,-945.3224857812496,50.733582625,better,-2663.7775941176474,-4241.119814411764,-1225.48826514706,56.29988752941176,better,318.2711128676474,0
q0.75,wspt,c02_final_150_0008,16,16,5910.8593,3069.08559375,-2841.77370625,-4451.893774062501,-1296.6756340625013,59.108593,better,-2663.7775941176474,-4241.119814411764,-1225.48826514706,56.29988752941176,better,-177.99611213235266,0
q0.75,wspt,c02_final_150_0009,16,16,5537.658837499999,2862.38018125,-2675.27865625,-4347.269938125,-1088.5473768750005,55.37658837499999,better,-2663.7775941176474,-4241.119814411764,-1225.48826514706,56.29988752941176,better,-11.501062132352672,0
q0.75,wspt,c02_final_150_0010,16,16,5944.752725,3097.36733125,-2847.38539375,-4486.476570937501,-1333.1523421875008,59.44752725000001,better,-2663.7775941176474,-4241.119814411764,-1225.48826514706,56.29988752941176,better,-183.60779963235245,0
q0.75,wspt,c02_final_150_0011,16,16,5352.875137499999,2856.02048125,-2496.8546562499996,-4118.391916093749,-982.2081412499998,53.52875137499999,better,-2663.7775941176474,-4241.119814411764,-1225.48826514706,56.29988752941176,better,166.92293786764776,0
q0.75,wspt,c02_final_150_0012,16,16,5772.2864125,2959.7130312500003,-2812.5733812500002,-4469.513390468749,-1280.2373220312506,57.722864125,better,-2663.7775941176474,-4241.119814411764,-1225.48826514706,56.29988752941176,better,-148.79578713235287,0
q0.75,wspt,c02_final_150_0013,16,16,5275.980949999999,2892.1776124999997,-2383.8033375,-3964.0045743749997,-945.0900440625007,52.759809499999996,better,-2663.7775941176474,-4241.119814411764,-1225.48826514706,56.29988752941176,better,279.97425661764737,0
q0.75,wspt,c02_final_150_0014,16,16,5126.6359,2718.91086875,-2407.7250312500005,-3981.846709062501,-979.8923778125011,51.266359,better,-2663.7775941176474,-4241.119814411764,-1225.48826514706,56.29988752941176,better,256.0525628676469,0
q0.75,wspt,c02_final_150_0015,16,16,5933.917025,3101.65915625,-2832.25786875,-4451.662620781251,-1285.1167581250013,59.339170249999995,better,-2663.7775941176474,-4241.119814411764,-1225.48826514706,56.29988752941176,better,-168.48027463235258,0
q0.75,wspt,c02_final_150_0016,16,16,5053.082937499999,2749.03806875,-2304.04486875,-3808.35102546875,-924.655553125,50.530829374999996,better,-2663.7775941176474,-4241.119814411764,-1225.48826514706,56.29988752941176,better,359.73272536764716,0
