arm,rule,dropped,n_configs,n_clusters,mean_edd,mean_family,mean_diff,ci_lo,ci_hi,margin,verdict,full_mean_diff,full_ci_lo,full_ci_hi,full_margin,full_verdict,delta_vs_full,verdict_changed
q0.90,wspt,c02_final_150_0003,16,16,1869.4081375000003,1603.1110125,-266.29712500000016,-672.0237149999999,29.969561874999926,18.694081375000003,inconclusive,-250.6325882352942,-627.4521052941177,28.57780911764699,17.701799882352944,inconclusive,-15.664536764705957,0
q0.90,wspt,c02_final_150_0004,16,16,1843.2678375000003,1576.9707125,-266.29712500000016,-673.8318774999997,27.95649156249983,18.432678375000002,inconclusive,-250.6325882352942,-627.4521052941177,28.57780911764699,17.701799882352944,inconclusive,-15.664536764705957,0
q0.90,wspt,c02_final_150_0005,16,16,1879.9162375000003,1612.9232875,-266.9929500000002,-668.7074356249997,28.25349812499992,18.799162375000005,inconclusive,-250.6325882352942,-627.4521052941177,28.57780911764699,17.701799882352944,inconclusive,-16.36036176470597,0
q0.90,wspt,c02_final_150_0006,16,16,1739.0354875000003,1508.9443125,-230.0911750000001,-641.9758859375,63.06018749999993,17.390354875000003,inconclusive,-250.6325882352942,-627.4521052941177,28.57780911764699,17.701799882352944,inconclusive,20.5414132352941,0
q0.90,wspt,c02_final_150_0007,16,16,1603.0686500000002,1412.3111125,-190.75753750000004,-578.5372674999999,63.388137187500035,16.0306865,inconclusive,-250.6325882352942,-627.4521052941177,28.57780911764699,17.701799882352944,inconclusive,59.87505073529417,0
q0.90,wspt,c02_final_150_0008,16,16,1814.8207875000003,1546.877,-267.9437875000001,-683.6377309375004,25.9362831249998,18.148207875000004,inconclusive,-250.6325882352942,-627.4521052941177,28.57780911764699,17.701799882352944,inconclusive,-17.31119926470589,0
q0.90,wspt,c02_final_150_0009,16,16,1802.3726375,1521.0730624999999,-281.2995750000001,-685.5537243750003,7.691762499999855,18.023726375000003,inconclusive,-250.6325882352942,-627.4521052941177,28.57780911764699,17.701799882352944,inconclusive,-30.66698676470591,0
q0.90,wspt,c02_final_150_0010,16,16,1851.2775375,1581.7695625,-269.5079750000001,-669.7565440624999,21.657829999999826,18.512775375,inconclusive,-250.6325882352942,-627.4521052941177,28.57780911764699,17.701799882352944,inconclusive,-18.875386764705894,0
q0.90,wspt,c02_final_150_0011,16,16,1713.7205375000003,1445.7519,-267.9686375000001,-669.110589375,30.396003749999977,17.137205375000004,inconclusive,-250.6325882352942,-627.4521052941177,28.57780911764699,17.701799882352944,inconclusive,-17.336049264705906,0
q0.90,wspt,c02_final_150_0012,16,16,1783.0689500000003,1506.5501749999999,-276.5187750000001,-677.5072821875003,14.834719062499865,17.830689500000002,inconclusive,-250.6325882352942,-627.4521052941177,28.57780911764699,17.701799882352944,inconclusive,-25.88618676470591,0
q0.90,wspt,c02_final_150_0013,16,16,1702.3535124999999,1476.5709124999998,-225.78260000000006,-632.273884375,59.28070968749993,17.023535125,inconclusive,-250.6325882352942,-627.4521052941177,28.57780911764699,17.701799882352944,inconclusive,24.84998823529415,0
q0.90,wspt,c02_final_150_0014,16,16,1674.478525,1402.7235125,-271.7550125000001,-667.4367709375001,23.730746249999967,16.74478525,inconclusive,-250.6325882352942,-627.4521052941177,28.57780911764699,17.701799882352944,inconclusive,-21.12242426470587,0
q0.90,wspt,c02_final_150_0015,16,16,1834.1881375000003,1567.5335125,-266.65462500000007,-667.5929109374997,31.169935312499888,18.341881375000003,inconclusive,-250.6325882352942,-627.4521052941177,28.57780911764699,17.701799882352944,inconclusive,-16.02203676470586,0
q0.90,wspt,c02_final_150_0016,16,16,1541.0048125000003,1444.5662125,-96.43860000000019,-300.9583412500005,59.58362000000002,15.410048125000003,inconclusive,-250.6325882352942,-627.4521052941177,28.57780911764699,17.701799882352944,inconclusive,154.193988235294,0
q0.75,wmdd,c02_final_150_0000,16,16,5782.1384,3005.7139750000006,-2776.424425,-4428.689304687498,-1242.1239731249998,57.821384,better,-2675.0009764705883,-4251.406788823529,-1226.6205364705884,56.29988752941176,better,-101.42344852941187,0
q0.75,wmdd,c02_final_150_0001,16,16,5783.8704124999995,2991.9664625000005,-2791.90395,-4461.12979125,-1257.3292831250003,57.83870412499999,better,-2675.0009764705883,-4251.406788823529,-1226.6205364705884,56.29988752941176,better,-116.90297352941161,0
q0.75,wmdd,c02_final_150_0002,16,16,5838.34685,3044.0479000000005,-2794.29895,-4473.375441875001,-1281.3755828125006,58.3834685,better,-2675.0009764705883,-4251.406788823529,-1226.6205364705884,56.29988752941176,better,-119.29797352941159,0
