check,arm,stratum,method,reference,reference_role,family,n_configs,n_clusters,mean_ref,mean_method,mean_diff,ci_lo,ci_hi,margin,wilcoxon_p,holm_p,verdict
pmodel,sum,verdict,v2rl309,v2rl302,baseline_best,policy-vs-policy,180,180,444.6810166666667,444.95305222222225,0.27203555555555725,0.022222222222222223,0.6236622222222274,4.446810166666667,0.043114446783075355,0.3880300210476782,equivalent
pmodel,sum,verdict,v2rl310,v2rl302,baseline_best,policy-vs-policy,180,180,444.6810166666667,444.7120755555556,0.031058888888890836,-0.003246666666665574,0.08201925000000329,4.446810166666667,0.27332167829229814,0.4352377201621827,equivalent
pmodel,sum,campus1,edd,atc,baseline_best,rule-vs-rule,30,30,80.41734666666666,80.41734666666666,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,sum,campus1,pfifo,atc,baseline_best,rule-vs-rule,30,30,80.41734666666666,80.41734666666666,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,sum,campus1,wspt,atc,baseline_best,rule-vs-rule,30,30,80.41734666666666,81.29713333333332,0.8797866666666664,0.0,2.292906666666666,1.0,0.17971249487899976,1.0,inconclusive
pmodel,sum,campus1,wmdd,atc,baseline_best,rule-vs-rule,30,30,80.41734666666666,80.41734666666666,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,sum,campus1,lpt,atc,baseline_best,rule-vs-rule,30,30,80.41734666666666,80.41734666666666,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,sum,campus1,random,atc,baseline_best,rule-vs-rule,30,30,80.41734666666666,81.12109333333335,0.7037466666666667,0.0,1.7748666666666664,1.0,0.17971249487899976,1.0,inconclusive
pmodel,sum,campus1,v2rl301,atc,baseline_best,policy-vs-rule,30,30,80.41734666666666,80.41734666666666,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,sum,campus1,v2rl302,atc,baseline_best,policy-vs-rule,30,30,80.41734666666666,80.41734666666666,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,sum,campus1,v2rl303,atc,baseline_best,policy-vs-rule,30,30,80.41734666666666,80.41734666666666,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,sum,campus1,v2rl304,atc,baseline_best,policy-vs-rule,30,30,80.41734666666666,80.41734666666666,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,sum,campus1,v2rl305,atc,baseline_best,policy-vs-rule,30,30,80.41734666666666,80.41734666666666,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,sum,campus1,v2rl306,atc,baseline_best,policy-vs-rule,30,30,80.41734666666666,80.41734666666666,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
