check,arm,stratum,method,reference,reference_role,family,n_configs,n_clusters,mean_ref,mean_method,mean_diff,ci_lo,ci_hi,margin,wilcoxon_p,holm_p,verdict
pmodel,sum,campus1,v2rl307,atc,baseline_best,policy-vs-rule,30,30,80.41734666666666,80.41734666666666,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,sum,campus1,v2rl308,atc,baseline_best,policy-vs-rule,30,30,80.41734666666666,80.41734666666666,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,sum,campus1,v2rl309,atc,baseline_best,policy-vs-rule,30,30,80.41734666666666,80.41734666666666,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,sum,campus1,v2rl310,atc,baseline_best,policy-vs-rule,30,30,80.41734666666666,80.41734666666666,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,sum,campus2,edd,wmdd,baseline_best,rule-vs-rule,17,17,1218.2288470588235,1311.322141176471,93.09329411764713,-15.486340588235247,237.02385647058827,12.182288470588235,0.8588630128278887,1.0,inconclusive
pmodel,sum,campus2,pfifo,wmdd,baseline_best,rule-vs-rule,17,17,1218.2288470588235,1311.322141176471,93.09329411764713,-15.460023529411789,237.43322000000006,12.182288470588235,0.8588630128278887,1.0,inconclusive
pmodel,sum,campus2,wspt,wmdd,baseline_best,rule-vs-rule,17,17,1218.2288470588235,1291.2388588235294,73.01001176470588,35.14708823529415,115.04566294117639,12.182288470588235,0.0014737808438751421,0.008842685063250852,worse
pmodel,sum,campus2,atc,wmdd,baseline_best,rule-vs-rule,17,17,1218.2288470588235,1252.115717647059,33.88687058823534,11.738473529411781,59.79874,12.182288470588235,0.004741768038406972,0.014225304115220917,inconclusive
pmodel,sum,campus2,lpt,wmdd,baseline_best,rule-vs-rule,17,17,1218.2288470588235,2615.1118352941176,1396.8829882352936,681.9465476470589,2231.971001764705,12.182288470588235,0.0018714329102470324,0.009357164551235163,worse
pmodel,sum,campus2,random,wmdd,baseline_best,rule-vs-rule,17,17,1218.2288470588235,1636.0305647058824,417.80171764705887,213.52469823529404,658.8469326470588,12.182288470588235,0.0018714329102470324,0.009357164551235163,worse
pmodel,sum,campus2,v2rl301,wmdd,baseline_best,policy-vs-rule,17,17,1218.2288470588235,1851.2520352941176,633.0231882352942,225.13817764705905,1113.6384788235289,12.182288470588235,0.012063323418854825,0.08444326393198377,worse
pmodel,sum,campus2,v2rl302,wmdd,baseline_best,policy-vs-rule,17,17,1218.2288470588235,1420.4514,202.22255294117647,65.79133352941177,368.73668176470596,12.182288470588235,0.012063323418854825,0.08444326393198377,worse
pmodel,sum,campus2,v2rl303,wmdd,baseline_best,policy-vs-rule,17,17,1218.2288470588235,2171.692823529412,953.4639764705884,458.24366970588244,1512.0385641176472,12.182288470588235,0.0028734139278525227,0.028734139278525226,worse
pmodel,sum,campus2,v2rl304,wmdd,baseline_best,policy-vs-rule,17,17,1218.2288470588235,1447.724082352941,229.49523529411763,30.898503235294303,532.2520517647057,12.182288470588235,0.08437944259396049,0.2531383277818815,worse
pmodel,sum,campus2,v2rl305,wmdd,baseline_best,policy-vs-rule,17,17,1218.2288470588235,1720.644105882353,502.4152588235294,182.9644885294118,909.478142941176,12.182288470588235,0.004741768038406972,0.04267591234566275,worse
pmodel,sum,campus2,v2rl306,wmdd,baseline_best,policy-vs-rule,17,17,1218.2288470588235,1863.508082352941,645.2792352941175,259.13737441176465,1109.68771617647,12.182288470588235,0.004741768038406972,0.04267591234566275,worse
pmodel,sum,campus2,v2rl307,wmdd,baseline_best,policy-vs-rule,17,17,1218.2288470588235,1751.246494117647,533.0176470588236,186.04625499999997,960.8644085294118,12.182288470588235,0.012063323418854825,0.08444326393198377,worse
pmodel,sum,campus2,v2rl308,wmdd,baseline_best,policy-vs-rule,17,17,1218.2288470588235,1494.214529411765,275.98568235294124,18.66795558823529,679.5203102941175,12.182288470588235,0.13609738111439368,0.27219476222878736,worse
pmodel,sum,campus2,v2rl309,wmdd,baseline_best,policy-vs-rule,17,17,1218.2288470588235,1453.0060823529411,234.7772352941176,55.18311529411767,522.4365744117644,12.182288470588235,0.012063323418854825,0.08444326393198377,worse
pmodel,sum,campus2,v2rl310,wmdd,baseline_best,policy-vs-rule,17,17,1218.2288470588235,1324.8887411764708,106.65989411764711,7.169874999999935,226.96513117647052,12.182288470588235,0.15793931050013033,0.27219476222878736,inconclusive
pmodel,max,verdict,edd,v2rl302,baseline_best,rule-vs-policy,180,180,66.44010666666667,66.35225777777778,-0.08784888888888902,-1.7577161111111117,1.3279272222222223,1.0,0.40730304289827934,0.8146060857965587,inconclusive
pmodel,max,verdict,pfifo,v2rl302,baseline_best,rule-vs-policy,180,180,66.44010666666667,66.35225777777778,-0.08784888888888902,-1.699076666666668,1.310686111111112,1.0,0.40730304289827934,0.8146060857965587,inconclusive
pmodel,max,verdict,wspt,v2rl302,baseline_best,rule-vs-policy,180,180,66.44010666666667,70.81071777777778,4.370611111111112,0.3522367777777773,9.03520777777778,1.0,8.174206500169267e-05,0.0004904523900101561,inconclusive
pmodel,max,verdict,atc,v2rl302,baseline_best,rule-vs-policy,180,180,66.44010666666667,66.84536666666668,0.4052599999999986,-2.4606224444444473,2.810993388888886,1.0,0.051520353375821656,0.20608141350328663,inconclusive
pmodel,max,verdict,wmdd,v2rl302,baseline_best,rule-vs-policy,180,180,66.44010666666667,66.90343111111112,0.4633244444444439,-2.111610000000002,2.7688894444444445,1.0,0.05931703963584296,0.20608141350328663,inconclusive
pmodel,max,verdict,lpt,v2rl302,baseline_best,rule-vs-policy,180,180,66.44010666666667,102.84803333333332,36.40792666666667,13.620204277777779,68.26311522222221,1.0,8.857457687863547e-05,0.0004904523900101561,worse
pmodel,max,verdict,random,v2rl302,baseline_best,rule-vs-policy,180,180,66.44010666666667,82.2112111111111,15.771104444444445,6.328539055555554,27.8426485,1.0,2.9908189033962768e-05,0.00020935732323773939,worse
pmodel,max,verdict,v2rl301,v2rl302,baseline_best,policy-vs-policy,180,180,66.44010666666667,65.87320888888891,-0.5668977777777785,-1.7748893333333342,0.32733033333333295,1.0,0.7554236504413918,1.0,inconclusive
pmodel,max,verdict,v2rl303,v2rl302,baseline_best,policy-vs-policy,180,180,66.44010666666667,66.1245288888889,-0.3155777777777778,-0.9890377777777779,0.1727163333333331,1.0,0.3139380937749148,1.0,equivalent
pmodel,max,verdict,v2rl304,v2rl302,baseline_best,policy-vs-policy,180,180,66.44010666666667,66.02777777777777,-0.4123288888888897,-2.9634418888888896,1.2503067777777748,1.0,0.19877824239117214,1.0,inconclusive
pmodel,max,verdict,v2rl305,v2rl302,baseline_best,policy-vs-policy,180,180,66.44010666666667,66.15268666666667,-0.28742000000000034,-0.9961190000000009,0.22564722222222175,1.0,0.6784023758521882,1.0,equivalent
pmodel,max,verdict,v2rl306,v2rl302,baseline_best,policy-vs-policy,180,180,66.44010666666667,67.50519999999999,1.065093333333333,-0.009591111111111338,2.6798766666666656,1.0,0.22491588401596185,1.0,inconclusive
pmodel,max,verdict,v2rl307,v2rl302,baseline_best,policy-vs-policy,180,180,66.44010666666667,66.23345111111111,-0.20665555555555576,-0.9315161666666669,0.4033651666666668,1.0,0.6784023758521882,1.0,equivalent
pmodel,max,verdict,v2rl308,v2rl302,baseline_best,policy-vs-policy,180,180,66.44010666666667,65.87542888888889,-0.5646777777777784,-3.6854460000000016,1.7838247777777774,1.0,0.4079658480830832,1.0,inconclusive
pmodel,max,verdict,v2rl309,v2rl302,baseline_best,policy-vs-policy,180,180,66.44010666666667,67.91842666666668,1.4783199999999994,0.11606044444444316,3.1628763333333336,1.0,0.011731486083919983,0.10558337475527985,inconclusive
pmodel,max,verdict,v2rl310,v2rl302,baseline_best,policy-vs-policy,180,180,66.44010666666667,64.92746666666666,-1.5126400000000009,-4.051941333333333,-0.018982222222223125,1.0,0.21299677467111144,1.0,inconclusive
pmodel,max,campus1,edd,atc,baseline_best,rule-vs-rule,30,30,40.504306666666665,40.504306666666665,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,max,campus1,pfifo,atc,baseline_best,rule-vs-rule,30,30,40.504306666666665,40.504306666666665,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,max,campus1,wspt,atc,baseline_best,rule-vs-rule,30,30,40.504306666666665,41.38409333333333,0.8797866666666673,0.0,2.2929066666666675,1.0,0.17971249487899976,1.0,inconclusive
pmodel,max,campus1,wmdd,atc,baseline_best,rule-vs-rule,30,30,40.504306666666665,40.504306666666665,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,max,campus1,lpt,atc,baseline_best,rule-vs-rule,30,30,40.504306666666665,40.504306666666665,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,max,campus1,random,atc,baseline_best,rule-vs-rule,30,30,40.504306666666665,40.785493333333335,0.2811866666666673,0.0,0.7071866666666681,1.0,0.17971249487899976,1.0,equivalent
pmodel,max,campus1,v2rl301,atc,baseline_best,policy-vs-rule,30,30,40.504306666666665,40.504306666666665,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,max,campus1,v2rl302,atc,baseline_best,policy-vs-rule,30,30,40.504306666666665,40.504306666666665,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,max,campus1,v2rl303,atc,baseline_best,policy-vs-rule,30,30,40.504306666666665,40.504306666666665,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,max,campus1,v2rl304,atc,baseline_best,policy-vs-rule,30,30,40.504306666666665,40.504306666666665,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,max,campus1,v2rl305,atc,baseline_best,policy-vs-rule,30,30,40.504306666666665,40.504306666666665,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,max,campus1,v2rl306,atc,baseline_best,policy-vs-rule,30,30,40.504306666666665,40.504306666666665,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,max,campus1,v2rl307,atc,baseline_best,policy-vs-rule,30,30,40.504306666666665,40.504306666666665,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,max,campus1,v2rl308,atc,baseline_best,policy-vs-rule,30,30,40.504306666666665,40.504306666666665,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,max,campus1,v2rl309,atc,baseline_best,policy-vs-rule,30,30,40.504306666666665,40.504306666666665,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,max,campus1,v2rl310,atc,baseline_best,policy-vs-rule,30,30,40.504306666666665,40.504306666666665,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,max,campus2,edd,wmdd,baseline_best,rule-vs-rule,17,17,444.20757647058826,530.6731058823528,86.46552941176469,-3.793505294117652,231.37958588235293,4.442075764705883,0.32806478170083675,0.6561295634016735,inconclusive
pmodel,max,campus2,pfifo,wmdd,baseline_best,rule-vs-rule,17,17,444.20757647058826,530.6731058823528,86.46552941176469,-3.5437829411764783,234.37146117647055,4.442075764705883,0.32806478170083675,0.6561295634016735,inconclusive
pmodel,max,campus2,wspt,wmdd,baseline_best,rule-vs-rule,17,17,444.20757647058826,575.9746470588234,131.76707058823527,60.905680882352904,210.799434117647,4.442075764705883,0.006318521553682498,0.025274086214729992,worse
pmodel,max,campus2,atc,wmdd,baseline_best,rule-vs-rule,17,17,444.20757647058826,479.0239176470588,34.81634117647058,5.8069252941176375,68.77241470588233,4.442075764705883,0.08437944259396049,0.2531383277818815,worse
pmodel,max,campus2,lpt,wmdd,baseline_best,rule-vs-rule,17,17,444.20757647058826,2158.5634823529413,1714.3559058823528,828.8161794117648,2759.1150132352936,4.442075764705883,0.0009815397525216685,0.004907698762608342,worse
pmodel,max,campus2,random,wmdd,baseline_best,rule-vs-rule,17,17,444.20757647058826,1004.7012705882354,560.4936941176471,310.42181999999997,842.6705335294121,4.442075764705883,0.0006549583433856954,0.003929750060314172,worse
pmodel,max,campus2,v2rl301,wmdd,baseline_best,policy-vs-rule,17,17,444.20757647058826,942.2667058823529,498.0591294117647,151.72660294117648,932.3454247058822,4.442075764705883,0.027707849358079864,0.16036369548049612,worse
pmodel,max,campus2,v2rl302,wmdd,baseline_best,policy-vs-rule,17,17,444.20757647058826,632.3971176470588,188.18954117647058,54.45303029411765,346.06863235294105,4.442075764705883,0.022909099354356588,0.16036369548049612,worse
pmodel,max,campus2,v2rl303,wmdd,baseline_best,policy-vs-rule,17,17,444.20757647058826,1410.8608588235293,966.653282352941,412.49868264705884,1613.3453561764702,4.442075764705883,0.0037017494066892425,0.033315744660203185,worse
pmodel,max,campus2,v2rl304,wmdd,baseline_best,policy-vs-rule,17,17,444.20757647058826,573.6614705882354,129.45389411764705,19.39276176470593,273.36786411764695,4.442075764705883,0.1005251728089838,0.3015755184269514,worse
pmodel,max,campus2,v2rl305,wmdd,baseline_best,policy-vs-rule,17,17,444.20757647058826,905.0962705882354,460.88869411764705,137.25074205882356,856.0733352941172,4.442075764705883,0.010746783005343858,0.08597426404275087,worse
pmodel,max,campus2,v2rl306,wmdd,baseline_best,policy-vs-rule,17,17,444.20757647058826,1031.4695411764706,587.2619647058823,170.7893397058823,1113.8358620588233,4.442075764705883,0.022909099354356588,0.16036369548049612,worse
pmodel,max,campus2,v2rl307,wmdd,baseline_best,policy-vs-rule,17,17,444.20757647058826,960.4692705882352,516.2616941176469,184.76131176470577,916.254954705882,4.442075764705883,0.027707849358079864,0.16036369548049612,worse
pmodel,max,campus2,v2rl308,wmdd,baseline_best,policy-vs-rule,17,17,444.20757647058826,511.77969411764707,67.57211764705883,1.4225558823529367,153.7078788235294,4.442075764705883,0.24886387493792206,0.364676708361537,inconclusive
pmodel,max,campus2,v2rl309,wmdd,baseline_best,policy-vs-rule,17,17,444.20757647058826,643.2289058823528,199.02132941176467,87.97686117647055,331.4172170588233,4.442075764705883,0.0014737808438751421,0.014737808438751422,worse
pmodel,max,campus2,v2rl310,wmdd,baseline_best,policy-vs-rule,17,17,444.20757647058826,523.6346352941176,79.42705882352939,5.931111176470581,172.91793941176473,4.442075764705883,0.1823383541807685,0.364676708361537,worse
pmodel,single,verdict,edd,v2rl302,baseline_best,rule-vs-policy,179,179,21.5481530726257,20.088206145251394,-1.4599469273743033,-6.125287150837994,1.8635072625698326,1.0,0.7348605992017886,1.0,inconclusive
pmodel,single,verdict,pfifo,v2rl302,baseline_best,rule-vs-policy,179,179,21.5481530726257,20.088206145251394,-1.4599469273743033,-6.134784357541905,1.8820911731843561,1.0,0.7348605992017886,1.0,inconclusive
pmodel,single,verdict,wspt,v2rl302,baseline_best,rule-vs-policy,179,179,21.5481530726257,19.775386033519553,-1.772767039106146,-8.185579594972069,1.966739734636872,1.0,0.00381879277297279,0.01909396386486395,inconclusive
pmodel,single,verdict,atc,v2rl302,baseline_best,rule-vs-policy,179,179,21.5481530726257,17.525782681564245,-4.022370391061453,-11.21289497206704,0.05380391061452528,1.0,0.23672357063785732,0.710170711913572,inconclusive
pmodel,single,verdict,wmdd,v2rl302,baseline_best,rule-vs-policy,179,179,21.5481530726257,17.193426815642457,-4.354726256983241,-12.487838212290507,0.11639329608938509,1.0,0.17629637444051116,0.7051854977620446,inconclusive
pmodel,single,verdict,lpt,v2rl302,baseline_best,rule-vs-policy,179,179,21.5481530726257,78.33846089385476,56.79030782122906,14.379053072625698,132.75232016759776,1.0,1.1735028812661596e-06,8.214520168863117e-06,worse
pmodel,single,verdict,random,v2rl302,baseline_best,rule-vs-policy,179,179,21.5481530726257,42.751170949720674,21.20301787709497,6.2629884916201135,47.26928787709497,1.0,2.040331161364445e-06,1.2241986968186669e-05,worse
pmodel,single,verdict,v2rl301,v2rl302,baseline_best,policy-vs-policy,179,179,21.5481530726257,23.784700558659218,2.236547486033518,-0.23431061452514265,6.960636871508378,1.0,0.6858304344516057,1.0,inconclusive
pmodel,single,verdict,v2rl303,v2rl302,baseline_best,policy-vs-policy,179,179,21.5481530726257,24.107385474860333,2.559232402234635,-3.3603888268156434,11.084915083798878,1.0,0.892738400944348,1.0,inconclusive
pmodel,single,verdict,v2rl304,v2rl302,baseline_best,policy-vs-policy,179,179,21.5481530726257,17.928955865921786,-3.6191972067039115,-10.889798184357545,0.4473050977653622,1.0,0.8589549227374824,1.0,inconclusive
pmodel,single,verdict,v2rl305,v2rl302,baseline_best,policy-vs-policy,179,179,21.5481530726257,23.0951156424581,1.5469625698324028,-2.1990358659217875,7.4659022346368715,1.0,0.892738400944348,1.0,inconclusive
pmodel,single,verdict,v2rl306,v2rl302,baseline_best,policy-vs-policy,179,179,21.5481530726257,24.5162843575419,2.9681312849162023,0.10562234636871536,8.570235977653631,1.0,0.07961580146011343,0.7165422131410208,inconclusive
pmodel,single,verdict,v2rl307,v2rl302,baseline_best,policy-vs-policy,179,179,21.5481530726257,23.355766480446928,1.8076134078212287,-0.200795530726259,5.573637988826817,1.0,0.5001842570707944,1.0,inconclusive
pmodel,single,verdict,v2rl308,v2rl302,baseline_best,policy-vs-policy,179,179,21.5481530726257,19.195717318435754,-2.352435754189945,-8.261027765363131,1.0595672625698305,1.0,0.6744240722352938,1.0,inconclusive
pmodel,single,verdict,v2rl309,v2rl302,baseline_best,policy-vs-policy,179,179,21.5481530726257,20.286721229050276,-1.2614318435754193,-9.800290237430168,6.314450167597764,1.0,0.6566419342620566,1.0,inconclusive
pmodel,single,verdict,v2rl310,v2rl302,baseline_best,policy-vs-policy,179,179,21.5481530726257,20.092146927374305,-1.4560061452513966,-4.101025139664804,0.13616815642458135,1.0,0.463071015014588,1.0,inconclusive
pmodel,single,campus1,edd,atc,baseline_best,rule-vs-rule,30,30,31.180439999999997,31.180439999999997,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,single,campus1,pfifo,atc,baseline_best,rule-vs-rule,30,30,31.180439999999997,31.180439999999997,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,single,campus1,wspt,atc,baseline_best,rule-vs-rule,30,30,31.180439999999997,32.348600000000005,1.1681600000000003,0.0,2.9371066666666676,1.0,0.17971249487899976,1.0,inconclusive
pmodel,single,campus1,wmdd,atc,baseline_best,rule-vs-rule,30,30,31.180439999999997,31.180439999999997,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,single,campus1,lpt,atc,baseline_best,rule-vs-rule,30,30,31.180439999999997,31.180439999999997,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,single,campus1,random,atc,baseline_best,rule-vs-rule,30,30,31.180439999999997,31.189293333333335,0.008853333333333543,0.0,0.026560000000000628,1.0,0.31731050786291415,1.0,equivalent
pmodel,single,campus1,v2rl301,atc,baseline_best,policy-vs-rule,30,30,31.180439999999997,31.180439999999997,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,single,campus1,v2rl302,atc,baseline_best,policy-vs-rule,30,30,31.180439999999997,31.180439999999997,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,single,campus1,v2rl303,atc,baseline_best,policy-vs-rule,30,30,31.180439999999997,31.180439999999997,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,single,campus1,v2rl304,atc,baseline_best,policy-vs-rule,30,30,31.180439999999997,31.180439999999997,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,single,campus1,v2rl305,atc,baseline_best,policy-vs-rule,30,30,31.180439999999997,31.180439999999997,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,single,campus1,v2rl306,atc,baseline_best,policy-vs-rule,30,30,31.180439999999997,31.180439999999997,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,single,campus1,v2rl307,atc,baseline_best,policy-vs-rule,30,30,31.180439999999997,31.180439999999997,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,single,campus1,v2rl308,atc,baseline_best,policy-vs-rule,30,30,31.180439999999997,31.180439999999997,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,single,campus1,v2rl309,atc,baseline_best,policy-vs-rule,30,30,31.180439999999997,31.180439999999997,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,single,campus1,v2rl310,atc,baseline_best,policy-vs-rule,30,30,31.180439999999997,31.180439999999997,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,single,campus2,edd,wmdd,baseline_best,rule-vs-rule,17,17,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,single,campus2,pfifo,wmdd,baseline_best,rule-vs-rule,17,17,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,single,campus2,wspt,wmdd,baseline_best,rule-vs-rule,17,17,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,single,campus2,atc,wmdd,baseline_best,rule-vs-rule,17,17,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,single,campus2,lpt,wmdd,baseline_best,rule-vs-rule,17,17,0.0,36.343905882352935,36.343905882352935,4.52310588235293,76.44899176470582,1.0,0.043114446783075355,0.25868668069845213,worse
pmodel,single,campus2,random,wmdd,baseline_best,rule-vs-rule,17,17,0.0,6.4117647058823595,6.4117647058823595,0.0,18.818023529411782,1.0,0.17971249487899976,0.8985624743949988,inconclusive
pmodel,single,campus2,v2rl301,wmdd,baseline_best,policy-vs-rule,17,17,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,single,campus2,v2rl302,wmdd,baseline_best,policy-vs-rule,17,17,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,single,campus2,v2rl303,wmdd,baseline_best,policy-vs-rule,17,17,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,single,campus2,v2rl304,wmdd,baseline_best,policy-vs-rule,17,17,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,single,campus2,v2rl305,wmdd,baseline_best,policy-vs-rule,17,17,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,single,campus2,v2rl306,wmdd,baseline_best,policy-vs-rule,17,17,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,single,campus2,v2rl307,wmdd,baseline_best,policy-vs-rule,17,17,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,single,campus2,v2rl308,wmdd,baseline_best,policy-vs-rule,17,17,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,single,campus2,v2rl309,wmdd,baseline_best,policy-vs-rule,17,17,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
pmodel,single,campus2,v2rl310,wmdd,baseline_best,policy-vs-rule,17,17,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
capacity,q0.95,verdict,edd,v2rl302,baseline_best,rule-vs-policy,180,180,444.6810166666667,444.8689277777778,0.1879111111111126,0.025004444444444593,0.39985900000000374,4.446810166666667,0.03546586462402558,0.07093172924805116,equivalent
capacity,q0.95,verdict,pfifo,v2rl302,baseline_best,rule-vs-policy,180,180,444.6810166666667,444.8689277777778,0.1879111111111126,0.02744361111111141,0.40414133333333724,4.446810166666667,0.03546586462402558,0.07093172924805116,equivalent
capacity,q0.95,verdict,wspt,v2rl302,baseline_best,rule-vs-policy,180,180,444.6810166666667,446.6459477777778,1.9649311111111145,0.8878169444444461,3.277776055555563,4.446810166666667,1.7564851371585654e-05,0.00012295395960109956,equivalent
capacity,q0.95,verdict,atc,v2rl302,baseline_best,rule-vs-policy,180,180,444.6810166666667,445.5551500000001,0.8741333333333341,0.25194588888888836,1.6294880000000072,4.446810166666667,0.012792160247732852,0.05116864099093141,equivalent
capacity,q0.95,verdict,wmdd,v2rl302,baseline_best,rule-vs-policy,180,180,444.6810166666667,445.3319900000001,0.6509733333333377,0.15555555555555556,1.2730892777777887,4.446810166666667,0.020879263166351643,0.06263778949905494,equivalent
capacity,q0.95,verdict,lpt,v2rl302,baseline_best,rule-vs-policy,180,180,444.6810166666667,445.5785988888889,0.8975822222222226,0.07870622222222157,2.42133688888889,4.446810166666667,0.007685794055213263,0.038428970276066315,equivalent
capacity,q0.95,verdict,random,v2rl302,baseline_best,rule-vs-policy,180,180,444.6810166666667,446.3160666666667,1.6350499999999972,0.5724774444444438,3.1644033055555547,4.446810166666667,0.0001318338889828333,0.0007910033338969998,equivalent
capacity,q0.95,verdict,v2rl301,v2rl302,baseline_best,policy-vs-policy,180,180,444.6810166666667,444.75599888888894,0.07498222222222037,0.013888888888888888,0.1566933333333294,4.446810166666667,0.043114446783075355,0.3880300210476782,equivalent
capacity,q0.95,verdict,v2rl303,v2rl302,baseline_best,policy-vs-policy,180,180,444.6810166666667,444.73146333333335,0.05044666666666823,0.0,0.12261333333333621,4.446810166666667,0.10880943004054568,0.4352377201621827,equivalent
capacity,q0.95,verdict,v2rl304,v2rl302,baseline_best,policy-vs-policy,180,180,444.6810166666667,444.7625444444445,0.08152777777777974,-0.002406666666666663,0.19521222222222528,4.446810166666667,0.14412703481601533,0.4352377201621827,equivalent
capacity,q0.95,verdict,v2rl305,v2rl302,baseline_best,policy-vs-policy,180,180,444.6810166666667,444.76037666666673,0.07935999999999695,0.011111111111111112,0.18461377777777083,4.446810166666667,0.043114446783075355,0.3880300210476782,equivalent
capacity,q0.95,verdict,v2rl306,v2rl302,baseline_best,policy-vs-policy,180,180,444.6810166666667,444.85855888888887,0.17754222222222324,0.007160000000000208,0.4846052222222231,4.446810166666667,0.06788915486182899,0.3880300210476782,equivalent
capacity,q0.95,verdict,v2rl307,v2rl302,baseline_best,policy-vs-policy,180,180,444.6810166666667,444.7699366666667,0.08892000000000182,0.013828888888889107,0.18627777777778284,4.446810166666667,0.046399461870904594,0.3880300210476782,equivalent
capacity,q0.95,verdict,v2rl308,v2rl302,baseline_best,policy-vs-policy,180,180,444.6810166666667,444.70772111111114,0.026704444444443552,0.0,0.06533111111111288,4.446810166666667,0.10880943004054568,0.4352377201621827,equivalent
capacity,q0.95,verdict,v2rl309,v2rl302,baseline_best,policy-vs-policy,180,180,444.6810166666667,444.95305222222225,0.27203555555555725,0.02955555555555551,0.6290404444444511,4.446810166666667,0.043114446783075355,0.3880300210476782,equivalent
capacity,q0.95,verdict,v2rl310,v2rl302,baseline_best,policy-vs-policy,180,180,444.6810166666667,444.7120755555556,0.031058888888890836,-0.003246666666665574,0.08201666666667001,4.446810166666667,0.27332167829229814,0.4352377201621827,equivalent
capacity,q0.95,campus1,edd,atc,baseline_best,rule-vs-rule,30,30,80.41734666666666,80.41734666666666,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
capacity,q0.95,campus1,pfifo,atc,baseline_best,rule-vs-rule,30,30,80.41734666666666,80.41734666666666,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
capacity,q0.95,campus1,wspt,atc,baseline_best,rule-vs-rule,30,30,80.41734666666666,81.29713333333332,0.8797866666666664,0.0,2.292906666666666,1.0,0.17971249487899976,1.0,inconclusive
capacity,q0.95,campus1,wmdd,atc,baseline_best,rule-vs-rule,30,30,80.41734666666666,80.41734666666666,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
capacity,q0.95,campus1,lpt,atc,baseline_best,rule-vs-rule,30,30,80.41734666666666,80.41734666666666,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
capacity,q0.95,campus1,random,atc,baseline_best,rule-vs-rule,30,30,80.41734666666666,81.12109333333335,0.7037466666666667,0.0,1.7748666666666664,1.0,0.17971249487899976,1.0,inconclusive
capacity,q0.95,campus1,v2rl301,atc,baseline_best,policy-vs-rule,30,30,80.41734666666666,80.41734666666666,0.0,0.0,0.0,1.0,1.0,1.0,equivalent
