check,arm,stratum,method,family,rank,n_rows,coverage,mean,best_method,mean_best,pct_from_best,abs_from_best,n_tied_with_best,n_configs,n_clusters,mean_diff,ci_lo,ci_hi,margin,wilcoxon_p,verdict,in_equivalence_set
pmodel,sum,campus1,v2rl307,policy,1,30,1.0,80.41734666666666,atc,80.41734666666666,0.0,0.0,15,30,30,0.0,0.0,0.0,1.0,1.0,equivalent,1
pmodel,sum,campus1,v2rl308,policy,1,30,1.0,80.41734666666666,atc,80.41734666666666,0.0,0.0,15,30,30,0.0,0.0,0.0,1.0,1.0,equivalent,1
pmodel,sum,campus1,v2rl309,policy,1,30,1.0,80.41734666666666,atc,80.41734666666666,0.0,0.0,15,30,30,0.0,0.0,0.0,1.0,1.0,equivalent,1
pmodel,sum,campus1,v2rl310,policy,1,30,1.0,80.41734666666666,atc,80.41734666666666,0.0,0.0,15,30,30,0.0,0.0,0.0,1.0,1.0,equivalent,1
pmodel,sum,campus1,wmdd,weighted,1,30,1.0,80.41734666666666,atc,80.41734666666666,0.0,0.0,15,30,30,0.0,0.0,0.0,1.0,1.0,equivalent,1
pmodel,sum,campus1,random,random,16,30,1.0,81.12109333333333,atc,80.41734666666666,0.8751179886396084,0.7037466666666745,15,30,30,0.7037466666666667,0.0,1.7748666666666664,1.0,0.17971249487899976,inconclusive,0
pmodel,sum,campus1,wspt,processing,17,30,1.0,81.29713333333332,atc,80.41734666666666,1.0940259821222578,0.8797866666666607,15,30,30,0.8797866666666664,0.0,2.292906666666666,1.0,0.17971249487899976,inconclusive,0
pmodel,sum,campus2,wmdd,weighted,1,17,1.0,1218.2288470588235,wmdd,1218.2288470588235,0.0,0.0,1,17,17,0.0,0.0,0.0,12.182288470588235,1.0,equivalent,1
pmodel,sum,campus2,atc,weighted,2,17,1.0,1252.1157176470588,wmdd,1218.2288470588235,2.7816506455292496,33.8868705882353,1,17,17,33.88687058823534,12.320760000000067,59.461952941176534,12.182288470588235,0.004741768038406972,worse,0
pmodel,sum,campus2,wspt,processing,3,17,1.0,1291.2388588235294,wmdd,1218.2288470588235,5.993127805253867,73.01001176470595,1,17,17,73.01001176470588,35.21711176470586,113.92594147058831,12.182288470588235,0.0014737808438751421,worse,0
pmodel,sum,campus2,edd,duedate,4,17,1.0,1311.3221411764705,wmdd,1218.2288470588235,7.641691816968763,93.09329411764702,1,17,17,93.09329411764713,-17.24791117647057,242.40648529411772,12.182288470588235,0.8588630128278887,inconclusive,0
pmodel,sum,campus2,pfifo,duedate,4,17,1.0,1311.3221411764705,wmdd,1218.2288470588235,7.641691816968763,93.09329411764702,1,17,17,93.09329411764713,-16.389175882352987,241.6933029411764,12.182288470588235,0.8588630128278887,inconclusive,0
pmodel,sum,campus2,v2rl310,policy,6,17,1.0,1324.8887411764706,wmdd,1218.2288470588235,8.755324943680055,106.65989411764713,1,17,17,106.65989411764711,9.845770294117656,226.40966617647067,12.182288470588235,0.15793931050013033,inconclusive,0
pmodel,sum,campus2,v2rl302,policy,7,17,1.0,1420.4514,wmdd,1218.2288470588235,16.599717978227446,202.22255294117645,1,17,17,202.22255294117647,67.39359117647068,367.7740394117647,12.182288470588235,0.012063323418854825,worse,0
pmodel,sum,campus2,v2rl304,policy,8,17,1.0,1447.7240823529412,wmdd,1218.2288470588235,18.8384338335272,229.49523529411772,1,17,17,229.49523529411763,33.03737205882359,520.3425738235293,12.182288470588235,0.08437944259396049,worse,0
