update,mean_train_return,dev_wwt_mean,dev_wwt_tight,entropy,value_loss,seconds
0,-1.835030,412.760413,436.428938,1.010799,1.069819,3.268
1,-2.651461,412.760413,436.428938,0.574802,0.774349,1.185
2,-3.716768,412.760413,436.428938,0.531985,0.740468,1.210
3,-2.296400,412.760413,436.428938,0.616146,1.609341,0.879
4,-2.525132,412.760413,436.428938,0.868676,0.758692,1.272
5,-3.080837,412.760413,436.428938,0.971829,0.852013,0.951
6,-1.878695,412.760413,436.428938,1.034948,0.413000,1.280
7,-1.548614,412.760413,436.428938,0.564343,0.497341,0.830
8,-3.589101,412.760413,436.428938,0.594342,1.741980,1.238
9,-3.309002,412.760413,436.428938,0.779566,1.044962,0.992
10,-3.019964,412.760413,436.428938,0.429798,1.504324,1.192
11,-5.249087,412.760413,436.428938,0.620988,2.159223,0.779
12,-1.775331,412.760413,436.428938,0.490025,1.006737,1.234
13,-2.343046,412.760413,436.428938,0.668938,0.996330,0.977
14,-2.046952,412.760413,436.428938,0.762726,1.889913,1.247
15,-3.123430,412.760413,436.428938,0.606630,1.194926,0.942
16,-2.946857,412.760413,436.428938,0.665107,1.025773,1.204
17,-2.956473,412.760413,436.428938,0.659083,1.165888,0.914
18,-2.962439,412.760413,436.428938,0.740902,1.377328,1.257
19,-2.115377,412.760413,436.428938,0.677157,0.689892,0.946
20,-2.425409,422.690638,507.698925,0.493327,1.137535,3.193
21,-3.296781,422.690638,507.698925,0.580471,1.965123,0.922
22,-3.339852,422.690638,507.698925,0.674769,1.814835,1.245
23,-1.756867,422.690638,507.698925,0.773956,1.055036,0.945
24,-2.637905,422.690638,507.698925,0.604193,0.684861,1.268
25,-3.582215,422.690638,507.698925,0.724557,2.190548,0.892
26,-3.849509,422.690638,507.698925,0.673800,1.462824,1.196
27,-2.703403,422.690638,507.698925,0.905643,1.688024,0.836
28,-4.367895,422.690638,507.698925,0.777952,1.187286,1.189
29,-1.960955,422.690638,507.698925,0.529299,2.861670,0.791
30,-5.766482,422.690638,507.698925,0.372467,1.552907,1.178
31,-2.206857,422.690638,507.698925,0.468797,1.250173,0.822
32,-2.007473,422.690638,507.698925,0.417990,1.354001,1.153
33,-2.528654,422.690638,507.698925,0.591278,1.110700,0.836
34,-2.224337,422.690638,507.698925,0.519176,0.521081,1.181
35,-1.630561,422.690638,507.698925,0.618059,0.727212,0.807
36,-1.335360,422.690638,507.698925,0.796111,0.524813,1.158
37,-1.493963,422.690638,507.698925,0.677180,0.653456,0.853
38,-1.930314,422.690638,507.698925,0.662200,0.271600,1.144
39,-3.072325,422.690638,507.698925,0.562887,0.845887,0.753
40,-1.668202,422.944088,494.166900,0.648507,0.277359,3.049
41,-1.766835,422.944088,494.166900,0.592604,0.954716,0.772
42,-3.082927,422.944088,494.166900,0.506158,0.804136,1.082
43,-1.382500,422.944088,494.166900,0.549934,0.405317,0.796
44,-3.031719,422.944088,494.166900,0.801428,0.782051,1.111
45,-2.134009,422.944088,494.166900,0.684981,1.091312,0.895
46,-2.930915,422.944088,494.166900,0.588903,0.827357,1.111
47,-3.063981,422.944088,494.166900,0.990534,1.322188,0.810
48,-4.022850,422.944088,494.166900,0.745638,1.491188,1.127
49,-2.235732,422.944088,494.166900,0.697357,1.039290,0.737
50,-2.907974,422.944088,494.166900,0.724324,0.684660,1.102
51,-2.023990,422.944088,494.166900,0.571357,0.949985,0.735
52,-2.390800,422.944088,494.166900,0.720689,1.181000,1.082
53,-3.667824,422.944088,494.166900,0.666411,1.325481,0.753
54,-4.070259,422.944088,494.166900,0.534351,1.934682,1.070
55,-3.943554,422.944088,494.166900,0.681575,1.782960,0.758
56,-2.706427,422.944088,494.166900,0.741673,1.021453,1.066
57,-2.134734,422.944088,494.166900,0.685521,0.571917,0.794
58,-1.477249,422.944088,494.166900,0.497571,1.152533,0.705
59,-4.324933,422.944088,494.166900,0.350711,0.901420,0.698
60,-2.233004,410.059388,442.203425,0.716733,1.281695,2.970
61,-1.423241,410.059388,442.203425,0.836789,0.863770,0.775
62,-3.241457,410.059388,442.203425,0.723826,1.604825,1.114
63,-5.601665,410.059388,442.203425,0.930926,4.458123,0.788
64,-3.420140,410.059388,442.203425,0.606777,1.303946,1.096
65,-1.007364,410.059388,442.203425,0.710976,1.199010,0.748
66,-3.135816,410.059388,442.203425,0.954022,0.956028,1.131
67,-4.032777,410.059388,442.203425,0.654829,1.483613,0.751
68,-1.293800,410.059388,442.203425,0.640657,0.471886,1.108
69,-2.869883,410.059388,442.203425,0.650328,0.630356,0.750
70,-1.857254,410.059388,442.203425,0.788897,1.163959,1.097
71,-3.595127,410.059388,442.203425,0.503228,1.573200,0.728
72,-1.330858,410.059388,442.203425,0.672171,0.637405,1.082
73,-4.366912,410.059388,442.203425,0.597457,1.861524,0.736
