check,arm,arm_label,stratum,stratum_label,family,reference,set_rankable,n_configs,n_clusters,mean_edd,mean_family,mean_diff,ci_lo,ci_hi,margin,wilcoxon_p,holm_p,verdict,mean_own,best_family,mean_best,pct_from_best,n_configs_vs_best,n_clusters_vs_best,diff_vs_best,ci_lo_vs_best,ci_hi_vs_best,margin_vs_best,wilcoxon_p_vs_best,verdict_vs_best,in_best_set,seed_n,seed_min_mean,seed_median_mean,seed_max_mean,seed_sd,seed_spread_pct,seed_best,seed_worst
capacity,q0.75,p75 of weekly trade hours,campus1,campus 1 (transfer),mlp_pool,edd,1,30,30,80.47793333333333,80.527312,0.04937866666666461,0.0,0.13609599999999583,1.0,0.17971249487899976,1.0,equivalent,80.527312,atc,80.47793333333334,0.0613567777171073,30.0,30.0,0.04937866666666461,0.0,0.13609599999999583,1.0,0.17971249487899976,equivalent,1.0,10.0,80.47734666666666,80.5446,80.63956,0.05160056280676979,0.20156396806323418,v2rl304,v2rl309
capacity,q0.75,p75 of weekly trade hours,campus1,campus 1 (transfer),edd,edd,1,30,30,80.47793333333333,80.47793333333333,0.0,0.0,0.0,1.0,1.0,1.0,reference,80.47793333333334,atc,80.47793333333334,0.0,30.0,30.0,0.0,0.0,0.0,1.0,1.0,equivalent,1.0,,,,,,,,
capacity,q0.75,p75 of weekly trade hours,campus2,campus 2 (nonstationary overload),pfifo,edd,1,17,17,5629.988752941176,5620.576094117649,-9.41265882352908,-29.90738823529329,1.6694117647060494,56.29988752941176,0.6547208460185769,0.6547208460185769,equivalent,5620.576094117648,atc,2830.0547470588235,98.60308709430144,17.0,17.0,2790.521347058824,1315.9882379411765,4343.3462148529425,28.300547470588235,0.00665283203125,worse,0.0,,,,,,,,
capacity,q0.75,p75 of weekly trade hours,campus2,campus 2 (nonstationary overload),wspt,edd,1,17,17,5629.988752941176,2966.21115882353,-2663.7775941176474,-4241.119814411764,-1225.48826514706,56.29988752941176,0.00665283203125,0.02227783203125,better,2966.2111588235293,atc,2830.0547470588235,4.811087556034327,17.0,17.0,136.15641176470584,67.28163470588206,225.1845394117647,28.300547470588235,0.002162232660801692,worse,0.0,,,,,,,,
capacity,q0.75,p75 of weekly trade hours,campus2,campus 2 (nonstationary overload),atc,edd,1,17,17,5629.988752941176,2830.0547470588235,-2799.934005882353,-4362.563167058824,-1345.9627617647066,56.29988752941176,0.00665283203125,0.02227783203125,better,2830.0547470588235,atc,2830.0547470588235,0.0,17.0,17.0,0.0,0.0,0.0,28.300547470588235,1.0,equivalent,1.0,,,,,,,,
capacity,q0.75,p75 of weekly trade hours,campus2,campus 2 (nonstationary overload),wmdd,edd,1,17,17,5629.988752941176,2954.9877764705884,-2675.0009764705883,-4251.406788823529,-1226.6205364705886,56.29988752941176,0.0055694580078125,0.02227783203125,better,2954.9877764705884,atc,2830.0547470588235,4.414509279073255,17.0,17.0,124.93302941176498,-155.24864705882308,590.8137442647062,28.300547470588235,0.1476602555616499,inconclusive,0.0,,,,,,,,
capacity,q0.75,p75 of weekly trade hours,campus2,campus 2 (nonstationary overload),lpt,edd,1,17,17,5629.988752941176,15682.74981764706,10052.761064705881,6137.993949411764,14260.540963529409,56.29988752941176,1.52587890625e-05,0.0001068115234375,worse,15682.749817647056,atc,2830.0547470588235,454.15005077006333,17.0,17.0,12852.695070588234,7719.903090294117,18434.98437,28.300547470588235,1.52587890625e-05,worse,0.0,,,,,,,,
capacity,q0.75,p75 of weekly trade hours,campus2,campus 2 (nonstationary overload),random,edd,1,17,17,5629.988752941176,7278.248682352942,1648.259929411765,835.77407235294,2453.3466588235287,56.29988752941176,0.0005035400390625,0.0025177001953125,worse,7278.248682352941,atc,2830.0547470588235,157.17695708597046,17.0,17.0,4448.193935294119,2678.3601980882354,6296.577506323529,28.300547470588235,3.0517578125e-05,worse,0.0,,,,,,,,
capacity,q0.75,p75 of weekly trade hours,campus2,campus 2 (nonstationary overload),mlp_pool,edd,1,17,17,5629.988752941176,8115.341002941178,2485.35225,1310.1833710294125,3860.1786519852935,56.29988752941176,4.57763671875e-05,0.000274658203125,worse,8115.341002941176,atc,2830.0547470588235,186.75561882239785,17.0,17.0,5285.286255882354,2796.38441357353,8075.190683970586,28.300547470588235,7.62939453125e-05,worse,0.0,10.0,4427.082776470588,8725.712720588235,11554.096964705883,3022.902983131485,160.98669367816018,v2rl310,v2rl306
capacity,q0.75,p75 of weekly trade hours,campus2,campus 2 (nonstationary overload),edd,edd,1,17,17,5629.988752941176,5629.988752941176,0.0,0.0,0.0,56.29988752941176,1.0,1.0,reference,5629.988752941176,atc,2830.0547470588235,98.93568344542543,17.0,17.0,2799.934005882353,1332.399712352941,4344.091892647057,28.300547470588235,0.00665283203125,worse,0.0,,,,,,,,
evalb,stress,"Eval-B empirical anchors, crew multiplier 1.0",campus2,campus 2 (nonstationary overload),pfifo,edd,1,17,17,1311.322141176471,1311.322141176471,0.0,0.0,0.0,13.11322141176471,1.0,1.0,equivalent,1311.3221411764705,wmdd,1218.2288470588235,7.641691816968763,17.0,17.0,93.09329411764713,-16.38864147058817,242.38037970588198,12.182288470588235,0.8588630128278887,inconclusive,0.0,,,,,,,,
evalb,stress,"Eval-B empirical anchors, crew multiplier 1.0",campus2,campus 2 (nonstationary overload),wspt,edd,1,17,17,1311.322141176471,1291.2388588235294,-20.083282352941236,-154.9587326470589,88.9992938235293,13.11322141176471,0.15195618574341052,0.6078247429736421,inconclusive,1291.2388588235294,wmdd,1218.2288470588235,5.993127805253867,17.0,17.0,73.01001176470588,35.37806764705879,115.08493941176476,12.182288470588235,0.0014737808438751421,worse,0.0,,,,,,,,
evalb,stress,"Eval-B empirical anchors, crew multiplier 1.0",campus2,campus 2 (nonstationary overload),atc,edd,1,17,17,1311.322141176471,1252.115717647059,-59.206423529411786,-196.25824735294125,40.42476411764708,13.11322141176471,0.5302845968336095,1.0,inconclusive,1252.1157176470588,wmdd,1218.2288470588235,2.7816506455292496,17.0,17.0,33.88687058823534,12.50560470588241,60.33192823529413,12.182288470588235,0.004741768038406972,worse,0.0,,,,,,,,
evalb,stress,"Eval-B empirical anchors, crew multiplier 1.0",campus2,campus 2 (nonstationary overload),wmdd,edd,1,17,17,1311.322141176471,1218.2288470588235,-93.09329411764713,-239.07439352941188,16.540296176470566,13.11322141176471,0.8588630128278887,1.0,inconclusive,1218.2288470588235,wmdd,1218.2288470588235,0.0,17.0,17.0,0.0,0.0,0.0,12.182288470588235,1.0,equivalent,1.0,,,,,,,,
evalb,stress,"Eval-B empirical anchors, crew multiplier 1.0",campus2,campus 2 (nonstationary overload),lpt,edd,1,17,17,1311.322141176471,2615.1118352941176,1303.7896941176468,628.0265744117646,2114.1120958823517,13.11322141176471,0.0014737808438751421,0.01326402759487628,worse,2615.111835294117,wmdd,1218.2288470588235,114.66507229801657,17.0,17.0,1396.8829882352936,685.336984117647,2235.4700841176464,12.182288470588235,0.0018714329102470324,worse,0.0,,,,,,,,
evalb,stress,"Eval-B empirical anchors, crew multiplier 1.0",campus2,campus 2 (nonstationary overload),random,edd,1,17,17,1311.322141176471,1636.0305647058824,324.70842352941173,120.31808911764692,566.1716647058826,13.11322141176471,0.0057715890441035304,0.03462953426462118,worse,1636.0305647058824,wmdd,1218.2288470588235,34.2958319084103,17.0,17.0,417.80171764705887,211.89454058823526,659.5493088235295,12.182288470588235,0.0018714329102470324,worse,0.0,,,,,,,,
evalb,stress,"Eval-B empirical anchors, crew multiplier 1.0",campus2,campus 2 (nonstationary overload),mlp_pool,edd,1,17,17,1311.322141176471,1649.8628376470588,338.5406964705882,134.8402090294118,591.3045620294115,13.11322141176471,0.0028734139278525227,0.02298731142282018,worse,1649.8628376470588,wmdd,1218.2288470588235,35.43127316598451,17.0,17.0,431.63399058823535,172.7221276176471,760.6700535882352,12.182288470588235,0.0028734139278525227,worse,0.0,10.0,1324.8887411764706,1607.4293176470587,2171.692823529412,265.80567105106036,63.91510894726142,v2rl310,v2rl303
evalb,stress,"Eval-B empirical anchors, crew multiplier 1.0",campus2,campus 2 (nonstationary overload),attn_pool,edd,1,17,17,1311.322141176471,1435.1030294117645,123.78088823529409,32.42847776470583,234.13841505882343,13.11322141176471,0.015906444101703374,0.07953222050851687,worse,1435.1030294117645,wmdd,1218.2288470588235,17.802417245047312,17.0,17.0,216.87418235294118,63.615256235294204,412.8160268529412,12.182288470588235,0.0057715890441035304,worse,0.0,10.0,1220.1060352941176,1367.1123764705883,1823.9573764705883,195.34442438405208,49.491710040669275,v2at309,v2at305
evalb,stress,"Eval-B empirical anchors, crew multiplier 1.0",campus2,campus 2 (nonstationary overload),v1_pool,edd,1,17,17,1311.322141176471,1593.991682352941,282.6695411764706,109.33180156862745,500.83602323529414,13.11322141176471,0.0028734139278525227,0.02298731142282018,worse,1593.9916823529413,wmdd,1218.2288470588235,30.84501210107806,17.0,17.0,375.7628352941178,121.47313039215699,684.2693675490196,12.182288470588235,0.0028734139278525227,worse,0.0,3.0,1365.711505882353,1573.1152235294119,1843.148317647059,239.4020618264799,34.958833524379344,rl302,rl303
evalb,stress,"Eval-B empirical anchors, crew multiplier 1.0",campus2,campus 2 (nonstationary overload),rollcp2,edd,0,8,8,1080.4252999999999,976.783175,-103.64212500000005,-280.4918237499999,33.90300250000001,10.804253,0.5625,0.5625,inconclusive,,,,,,,,,,,,,,,,,,,,,
evalb,stress,"Eval-B empirical anchors, crew multiplier 1.0",campus2,campus 2 (nonstationary overload),edd,edd,1,17,17,1311.322141176471,1311.322141176471,0.0,0.0,0.0,13.11322141176471,1.0,1.0,reference,1311.3221411764705,wmdd,1218.2288470588235,7.641691816968763,17.0,17.0,93.09329411764713,-16.21738705882354,238.09937176470578,12.182288470588235,0.8588630128278887,inconclusive,0.0,,,,,,,,
