check,arm,arm_label,stratum,stratum_label,family,reference,set_rankable,n_configs,n_clusters,mean_edd,mean_family,mean_diff,ci_lo,ci_hi,margin,wilcoxon_p,holm_p,verdict,mean_own,best_family,mean_best,pct_from_best,n_configs_vs_best,n_clusters_vs_best,diff_vs_best,ci_lo_vs_best,ci_hi_vs_best,margin_vs_best,wilcoxon_p_vs_best,verdict_vs_best,in_best_set,seed_n,seed_min_mean,seed_median_mean,seed_max_mean,seed_sd,seed_spread_pct,seed_best,seed_worst
capacity,q0.90,p90 of weekly trade hours,verdict,"verdict campuses (5, 9, 10, 12)",pfifo,edd,1,180,180,446.52333,446.52333,0.0,0.0,0.0,4.4652333,1.0,1.0,equivalent,446.52333,mlp_pool,446.2697978888889,0.0568113980176231,180.0,180.0,0.25353211111110807,0.04111167222221527,0.5237662472222195,4.462697978888889,0.22480861647072492,equivalent,1.0,,,,,,,,
capacity,q0.90,p90 of weekly trade hours,verdict,"verdict campuses (5, 9, 10, 12)",wspt,edd,1,180,180,446.52333,448.9091166666667,2.3857866666666645,1.269568027777766,3.7140177222222155,4.4652333,1.0557245560392223e-06,7.390071892274556e-06,equivalent,448.9091166666667,mlp_pool,446.2697978888889,0.5914177455573517,180.0,180.0,2.6393187777777722,1.3745358166666657,4.1478275833333225,4.462697978888889,4.532837704887769e-07,equivalent,1.0,,,,,,,,
capacity,q0.90,p90 of weekly trade hours,verdict,"verdict campuses (5, 9, 10, 12)",atc,edd,1,180,180,446.52333,447.4043866666667,0.8810566666666622,0.20089294444444614,1.787222611111112,4.4652333,0.007645761692991623,0.03822880846495812,equivalent,447.4043866666667,mlp_pool,446.2697978888889,0.25423830676982284,180.0,180.0,1.1345887777777703,0.3242639527777723,2.1902331055555453,4.462697978888889,0.03447680044796448,equivalent,1.0,,,,,,,,
capacity,q0.90,p90 of weekly trade hours,verdict,"verdict campuses (5, 9, 10, 12)",wmdd,edd,1,180,180,446.52333,446.9786177777778,0.45528777777777807,0.10245888888888935,0.903299472222225,4.4652333,0.017960477526078766,0.07184191010431507,equivalent,446.9786177777778,mlp_pool,446.2697978888889,0.15883214419663488,180.0,180.0,0.7088198888888861,0.19247366111110847,1.3832303361111105,4.462697978888889,0.06896094423635253,equivalent,1.0,,,,,,,,
capacity,q0.90,p90 of weekly trade hours,verdict,"verdict campuses (5, 9, 10, 12)",lpt,edd,1,180,180,446.52333,449.60809666666665,3.084766666666668,0.11668972222222247,7.444257555555561,4.4652333,0.07118923429208965,0.21356770287626894,inconclusive,449.60809666666665,mlp_pool,446.2697978888889,0.7480449704572942,180.0,180.0,3.3382987777777764,0.2719507833333326,7.904186333333337,4.462697978888889,0.21788862884948257,inconclusive,0.0,,,,,,,,
capacity,q0.90,p90 of weekly trade hours,verdict,"verdict campuses (5, 9, 10, 12)",random,edd,1,180,180,446.52333,448.9651344444445,2.4418044444444407,0.9060829444444458,4.403583222222222,4.4652333,7.19729361063638e-05,0.0004318376166381828,equivalent,448.9651344444444,mlp_pool,446.2697978888889,0.60397019209142,180.0,180.0,2.6953365555555493,1.0440305694444367,4.855116047222208,4.462697978888889,4.981720872003948e-05,inconclusive,0.0,,,,,,,,
capacity,q0.90,p90 of weekly trade hours,verdict,"verdict campuses (5, 9, 10, 12)",mlp_pool,edd,1,180,180,446.52333,446.2697978888889,-0.25353211111110807,-0.5323723611111121,-0.041817827777772855,4.4652333,0.22480861647072492,0.44961723294144984,equivalent,446.2697978888889,mlp_pool,446.2697978888889,0.0,180.0,180.0,0.0,0.0,0.0,4.462697978888889,1.0,equivalent,1.0,10.0,446.13819888888884,446.2071644444444,446.59578555555555,0.14440893045700395,0.10256612587900005,v2rl301,v2rl306
capacity,q0.90,p90 of weekly trade hours,verdict,"verdict campuses (5, 9, 10, 12)",edd,edd,1,180,180,446.52333,446.52333,0.0,0.0,0.0,4.4652333,1.0,1.0,reference,446.52333,mlp_pool,446.2697978888889,0.0568113980176231,180.0,180.0,0.25353211111110807,0.041836716666661486,0.5264113333333282,4.462697978888889,0.22480861647072492,equivalent,1.0,,,,,,,,
capacity,q0.90,p90 of weekly trade hours,campus1,campus 1 (transfer),pfifo,edd,1,30,30,80.41734666666666,80.41734666666666,0.0,0.0,0.0,1.0,1.0,1.0,equivalent,80.41734666666666,atc,80.41734666666666,0.0,30.0,30.0,0.0,0.0,0.0,1.0,1.0,equivalent,1.0,,,,,,,,
capacity,q0.90,p90 of weekly trade hours,campus1,campus 1 (transfer),wspt,edd,1,30,30,80.41734666666666,81.58550666666666,1.16816,0.0,2.937106666666667,1.0,0.17971249487899976,1.0,inconclusive,81.58550666666666,atc,80.41734666666666,1.4526219135805032,30.0,30.0,1.16816,0.0,2.937106666666667,1.0,0.17971249487899976,inconclusive,0.0,,,,,,,,
capacity,q0.90,p90 of weekly trade hours,campus1,campus 1 (transfer),atc,edd,1,30,30,80.41734666666666,80.41734666666666,0.0,0.0,0.0,1.0,1.0,1.0,equivalent,80.41734666666666,atc,80.41734666666666,0.0,30.0,30.0,0.0,0.0,0.0,1.0,1.0,equivalent,1.0,,,,,,,,
capacity,q0.90,p90 of weekly trade hours,campus1,campus 1 (transfer),wmdd,edd,1,30,30,80.41734666666666,80.41734666666666,0.0,0.0,0.0,1.0,1.0,1.0,equivalent,80.41734666666666,atc,80.41734666666666,0.0,30.0,30.0,0.0,0.0,0.0,1.0,1.0,equivalent,1.0,,,,,,,,
capacity,q0.90,p90 of weekly trade hours,campus1,campus 1 (transfer),lpt,edd,1,30,30,80.41734666666666,80.41734666666666,0.0,0.0,0.0,1.0,1.0,1.0,equivalent,80.41734666666666,atc,80.41734666666666,0.0,30.0,30.0,0.0,0.0,0.0,1.0,1.0,equivalent,1.0,,,,,,,,
capacity,q0.90,p90 of weekly trade hours,campus1,campus 1 (transfer),random,edd,1,30,30,80.41734666666666,80.88776,0.47041333333333457,0.0,1.4074933333333357,1.0,0.17971249487899976,1.0,inconclusive,80.88776,atc,80.41734666666666,0.5849650017467296,30.0,30.0,0.47041333333333457,0.0,1.4074933333333357,1.0,0.17971249487899976,inconclusive,0.0,,,,,,,,
capacity,q0.90,p90 of weekly trade hours,campus1,campus 1 (transfer),mlp_pool,edd,1,30,30,80.41734666666666,80.41734666666666,1.8947806286936005e-15,0.0,5.684341886080802e-15,1.0,0.31731050786291415,1.0,equivalent,80.41734666666666,atc,80.41734666666666,0.0,30.0,30.0,1.8947806286936005e-15,0.0,5.684341886080802e-15,1.0,0.31731050786291415,equivalent,1.0,10.0,80.41734666666666,80.41734666666666,80.41734666666666,1.4979556132593925e-14,0.0,v2rl301,v2rl310
capacity,q0.90,p90 of weekly trade hours,campus1,campus 1 (transfer),edd,edd,1,30,30,80.41734666666666,80.41734666666666,0.0,0.0,0.0,1.0,1.0,1.0,reference,80.41734666666666,atc,80.41734666666666,0.0,30.0,30.0,0.0,0.0,0.0,1.0,1.0,equivalent,1.0,,,,,,,,
capacity,q0.90,p90 of weekly trade hours,campus2,campus 2 (nonstationary overload),pfifo,edd,1,17,17,1770.1799882352943,1770.1799882352943,0.0,0.0,0.0,17.701799882352944,1.0,1.0,equivalent,1770.1799882352943,wmdd,1417.143705882353,24.911819520316826,17.0,17.0,353.03628235294116,58.43811441176477,748.0496664705879,14.17143705882353,0.30028987962532416,worse,0.0,,,,,,,,
capacity,q0.90,p90 of weekly trade hours,campus2,campus 2 (nonstationary overload),wspt,edd,1,17,17,1770.1799882352943,1519.5474,-250.6325882352942,-627.4521052941177,28.57780911764699,17.701799882352944,0.7332713908212207,1.0,inconclusive,1519.5474000000002,wmdd,1417.143705882353,7.226062797483739,17.0,17.0,102.40369411764696,50.42193058823521,161.96261235294097,14.17143705882353,0.001887179308509098,worse,0.0,,,,,,,,
capacity,q0.90,p90 of weekly trade hours,campus2,campus 2 (nonstationary overload),atc,edd,1,17,17,1770.1799882352943,1480.3090470588236,-289.87094117647064,-689.2603388235291,-9.212510588235434,17.701799882352944,0.7775646168566407,1.0,inconclusive,1480.3090470588236,wmdd,1417.143705882353,4.457229066768639,17.0,17.0,63.16534117647058,26.167381176470503,108.51592588235286,14.17143705882353,0.002610776740525937,worse,0.0,,,,,,,,
capacity,q0.90,p90 of weekly trade hours,campus2,campus 2 (nonstationary overload),wmdd,edd,1,17,17,1770.1799882352943,1417.143705882353,-353.03628235294116,-740.6530208823527,-59.857730882353145,17.701799882352944,0.30028987962532416,1.0,better,1417.143705882353,wmdd,1417.143705882353,0.0,17.0,17.0,0.0,0.0,0.0,14.17143705882353,1.0,equivalent,1.0,,,,,,,,
capacity,q0.90,p90 of weekly trade hours,campus2,campus 2 (nonstationary overload),lpt,edd,1,17,17,1770.1799882352943,4148.89562352941,2378.7156352941174,1136.8611335294117,3869.216303823528,17.701799882352944,0.0009815397525216685,0.00687077826765168,worse,4148.895623529411,wmdd,1417.143705882353,192.76463680486043,17.0,17.0,2731.7519176470582,1275.6451052941175,4399.806606470584,14.17143705882353,0.0008052762369668134,worse,0.0,,,,,,,,
capacity,q0.90,p90 of weekly trade hours,campus2,campus 2 (nonstationary overload),random,edd,1,17,17,1770.1799882352943,2333.274188235295,563.0942,127.00824941176471,1125.9488370588224,17.701799882352944,0.014596605678345812,0.07298302839172906,worse,2333.2741882352943,wmdd,1417.143705882353,64.64626548106729,17.0,17.0,916.1304823529413,400.6712282352942,1548.1312929411763,14.17143705882353,0.0012250235420688657,worse,0.0,,,,,,,,
capacity,q0.90,p90 of weekly trade hours,campus2,campus 2 (nonstationary overload),mlp_pool,edd,1,17,17,1770.1799882352943,2470.8760576470586,700.6960694117644,306.6625491764704,1184.8989247058823,17.701799882352944,0.0014697736899423487,0.008818642139654092,worse,2470.8760576470586,wmdd,1417.143705882353,74.35606899927079,17.0,17.0,1053.7323517647058,462.39928899999984,1717.6096325294113,14.17143705882353,0.004514052854917141,worse,0.0,10.0,1752.254105882353,2395.214670588235,3341.883294117647,614.5915979133127,90.7191019212839,v2rl310,v2rl303
capacity,q0.90,p90 of weekly trade hours,campus2,campus 2 (nonstationary overload),edd,edd,1,17,17,1770.1799882352943,1770.1799882352943,0.0,0.0,0.0,17.701799882352944,1.0,1.0,reference,1770.1799882352943,wmdd,1417.143705882353,24.911819520316826,17.0,17.0,353.03628235294116,58.938567352941256,748.5258967647057,14.17143705882353,0.30028987962532416,worse,0.0,,,,,,,,
capacity,q0.75,p75 of weekly trade hours,verdict,"verdict campuses (5, 9, 10, 12)",pfifo,edd,1,180,180,462.1728811111112,462.1728811111112,0.0,0.0,0.0,4.621728811111113,1.0,1.0,equivalent,462.1728811111111,atc,457.55915666666664,1.0083339776337565,180.0,180.0,4.613724444444443,-2.245873722222221,13.99249455555555,4.575591566666667,0.14107379165886602,inconclusive,0.0,,,,,,,,
capacity,q0.75,p75 of weekly trade hours,verdict,"verdict campuses (5, 9, 10, 12)",wspt,edd,1,180,180,462.1728811111112,462.05569222222215,-0.1171888888888876,-9.414085138888888,6.386894361111113,4.621728811111113,2.7070066278884788e-06,1.6242039767330872e-05,inconclusive,462.05569222222226,atc,457.55915666666664,0.9827222316591875,180.0,180.0,4.496535555555555,2.1250504999999995,8.346762944444436,4.575591566666667,2.3748366084530263e-09,inconclusive,0.0,,,,,,,,
capacity,q0.75,p75 of weekly trade hours,verdict,"verdict campuses (5, 9, 10, 12)",atc,edd,1,180,180,462.1728811111112,457.55915666666664,-4.613724444444443,-14.212529277777774,2.271069333333332,4.621728811111113,0.14107379165886602,0.42322137497659806,inconclusive,457.55915666666664,atc,457.55915666666664,0.0,180.0,180.0,0.0,0.0,0.0,4.575591566666667,1.0,equivalent,1.0,,,,,,,,
capacity,q0.75,p75 of weekly trade hours,verdict,"verdict campuses (5, 9, 10, 12)",wmdd,edd,1,180,180,462.1728811111112,458.1362966666667,-4.036584444444442,-13.414871305555558,2.005776999999999,4.621728811111113,0.0701485914890446,0.2805943659561784,inconclusive,458.1362966666667,atc,457.55915666666664,0.12613450995157136,180.0,180.0,0.5771400000000018,-1.5237163333333295,3.7808024999999987,4.575591566666667,0.2598350470503199,equivalent,1.0,,,,,,,,
capacity,q0.75,p75 of weekly trade hours,verdict,"verdict campuses (5, 9, 10, 12)",lpt,edd,1,180,180,462.1728811111112,489.48092999999994,27.30804888888889,11.044205166666668,47.590316972222205,4.621728811111113,2.3064033115894915e-05,0.00011532016557947458,worse,489.48093,atc,457.55915666666664,6.976534699006905,180.0,180.0,31.921773333333324,12.224069527777775,57.06814177777776,4.575591566666667,0.00017739343772669945,worse,0.0,,,,,,,,
capacity,q0.75,p75 of weekly trade hours,verdict,"verdict campuses (5, 9, 10, 12)",random,edd,1,180,180,462.1728811111112,473.20494444444444,11.032063333333333,2.3031131666666678,21.289063444444437,4.621728811111113,1.177148094550267e-06,8.24003666185187e-06,inconclusive,473.20494444444444,atc,457.55915666666664,3.4194021799843046,180.0,180.0,15.645787777777777,5.341561472222222,32.32817291666667,4.575591566666667,1.3237683764333984e-06,worse,0.0,,,,,,,,
capacity,q0.75,p75 of weekly trade hours,verdict,"verdict campuses (5, 9, 10, 12)",mlp_pool,edd,1,180,180,462.1728811111112,461.32757211111107,-0.8453089999999944,-2.9307005027777753,0.8156537527777823,4.621728811111113,0.8307607644677827,1.0,equivalent,461.32757211111107,atc,457.55915666666664,0.823590871155865,180.0,180.0,3.7684154444444493,-2.309745533333337,12.471577097222225,4.575591566666667,0.4283103350991634,inconclusive,0.0,10.0,456.3031544444445,461.46961722222227,466.62907333333334,4.6859994985289655,2.2629514585453148,v2rl310,v2rl309
capacity,q0.75,p75 of weekly trade hours,verdict,"verdict campuses (5, 9, 10, 12)",edd,edd,1,180,180,462.1728811111112,462.1728811111112,0.0,0.0,0.0,4.621728811111113,1.0,1.0,reference,462.1728811111111,atc,457.55915666666664,1.0083339776337565,180.0,180.0,4.613724444444443,-2.2644996944444444,13.869621916666665,4.575591566666667,0.14107379165886602,inconclusive,0.0,,,,,,,,
capacity,q0.75,p75 of weekly trade hours,campus1,campus 1 (transfer),pfifo,edd,1,30,30,80.47793333333333,80.47793333333333,0.0,0.0,0.0,1.0,1.0,1.0,equivalent,80.47793333333334,atc,80.47793333333334,0.0,30.0,30.0,0.0,0.0,0.0,1.0,1.0,equivalent,1.0,,,,,,,,
capacity,q0.75,p75 of weekly trade hours,campus1,campus 1 (transfer),wspt,edd,1,30,30,80.47793333333333,82.63201333333333,2.1540799999999987,-0.0005866666666667204,5.156533333333331,1.0,0.14412703481601533,1.0,inconclusive,82.63201333333333,atc,80.47793333333334,2.676609488812246,30.0,30.0,2.1540799999999987,-0.0005866666666667204,5.155946666666665,1.0,0.14412703481601533,inconclusive,0.0,,,,,,,,
capacity,q0.75,p75 of weekly trade hours,campus1,campus 1 (transfer),atc,edd,1,30,30,80.47793333333333,80.47793333333333,0.0,0.0,0.0,1.0,1.0,1.0,equivalent,80.47793333333334,atc,80.47793333333334,0.0,30.0,30.0,0.0,0.0,0.0,1.0,1.0,equivalent,1.0,,,,,,,,
capacity,q0.75,p75 of weekly trade hours,campus1,campus 1 (transfer),wmdd,edd,1,30,30,80.47793333333333,80.47793333333333,0.0,0.0,0.0,1.0,1.0,1.0,equivalent,80.47793333333334,atc,80.47793333333334,0.0,30.0,30.0,0.0,0.0,0.0,1.0,1.0,equivalent,1.0,,,,,,,,
capacity,q0.75,p75 of weekly trade hours,campus1,campus 1 (transfer),lpt,edd,1,30,30,80.47793333333333,81.11370666666667,0.6357733333333333,0.0,1.90732,1.0,0.31731050786291415,1.0,inconclusive,81.11370666666667,atc,80.47793333333334,0.7899970923706616,30.0,30.0,0.6357733333333333,0.0,1.90732,1.0,0.31731050786291415,inconclusive,0.0,,,,,,,,
capacity,q0.75,p75 of weekly trade hours,campus1,campus 1 (transfer),random,edd,1,30,30,80.47793333333333,81.39338666666666,0.9154533333333333,-0.0011733333333334409,2.413613333333333,1.0,0.28504940740261275,1.0,inconclusive,81.39338666666666,atc,80.47793333333334,1.13752092706156,30.0,30.0,0.9154533333333333,-0.0011733333333334409,2.4136279999999997,1.0,0.28504940740261275,inconclusive,0.0,,,,,,,,
