id,cluster,source,arm,campus,track,regime,size,crew_multiplier,crew_q,n_technicians,window_bh,n_trades,n_trades_active,n_trades_no_crew,n_fallback_trades,total_p_bh,u_realized,u_recomputed,u_bin,overload_share,ov_band,overload_share_even,overload_excess,max_u_trade,cv_u_weighted,share_trades_over,wwt_edd,wwt_wmdd,wwt_atc,wwt_min_common,argmin_method,d_wmdd,d_atc,rel_d_wmdd,rel_d_atc
c12_final_400_0014_q75,c12_final_400_0014,cap_q75,q75,12,replay,cap-empirical,400,1.0,0.75,133,24.0,13,13,0,0,2428.8795999999998,0.760927,0.760927192982456,0.5-0.8,0.32744101436728273,0.25-0.5,0.3274410143672828,-5.551115123125783e-17,1.7939814814814814,0.489364892628459,0.23076923076923078,1466.0,1478.0,1494.0,1462.0,v2rl301,-12.0,-28.0,-0.008185538881309686,-0.019099590723055934
c12_final_400_0015_q75,c12_final_400_0015,cap_q75,q75,12,replay,cap-empirical,400,1.0,0.75,133,24.88,13,13,0,0,3500.848,1.057965,1.0579648478108454,1.0-1.2,0.74568173196894,0.5-0.75,0.6480053975493938,0.09767633441954626,3.6260530546623797,0.5682327176627919,0.38461538461538464,6506.3844,6482.3844,6248.0908,6248.0908,atc,24.0,258.29359999999997,0.003688684609535213,0.03969848446089352
c12_final_400_0016_q75,c12_final_400_0016,cap_q75,q75,12,replay,cap-empirical,400,1.0,0.75,133,32.0,13,13,0,0,2260.0944,0.531037,0.5310372180451127,0.5-0.8,0.11751721521012574,<0.25,0.0,0.11751721521012574,1.140625,0.3476478975855969,0.15384615384615385,1456.0,1456.0,1456.0,1456.0,edd,0.0,0.0,0.0,0.0
c12_final_400_0017_q75,c12_final_400_0017,cap_q75,q75,12,replay,cap-empirical,400,1.0,0.75,133,26.13,13,13,0,0,2630.3592,0.756875,0.756874735633573,0.5-0.8,0.5470714418015609,0.5-0.75,0.5470714418015609,0.0,4.034917719096824,0.7985226776680853,0.23076923076923078,2614.3528,1970.1402,2007.4666,1970.1402,wmdd,644.2126000000001,606.8862000000001,0.2464137969443145,0.2321363053984145
c12_final_400_0018_q75,c12_final_400_0018,cap_q75,q75,12,replay,cap-empirical,400,1.0,0.75,133,17.4172,13,13,0,0,3043.825799999999,1.313983,1.3139832045723012,>=1.2,0.7030826139919046,0.5-0.75,0.8852923843407858,-0.1822097703488812,4.8261680025109275,0.760472583689392,0.6153846153846154,778.3916,784.2484,789.9972,738.7744,v2rl301,-5.856799999999907,-11.605599999999981,-0.00752423330364807,-0.014909718964079239
c12_final_400_0019_q75,c12_final_400_0019,cap_q75,q75,12,replay,cap-empirical,400,1.0,0.75,133,20.1333,13,12,0,0,2160.6092000000003,0.806881,0.8068812343176341,0.8-1.0,0.628910401751506,0.5-0.75,0.4412944275160913,0.1876159742354147,2.05050008360941,0.4213554818926324,0.25,2759.8368,2765.0368000000003,2767.8368,2759.8368,edd,-5.200000000000273,-8.0,-0.0018841693827693989,-0.0028987221273373844
c12_final_400_0020_q75,c12_final_400_0020,cap_q75,q75,12,replay,cap-empirical,400,1.0,0.75,133,24.0,13,13,0,0,2414.2629,0.756348,0.7563480263157896,0.5-0.8,0.34733015198966105,0.25-0.5,0.34733015198966116,-1.1102230246251565e-16,1.454597149122807,0.40912282062867966,0.15384615384615385,182.00000000000003,182.00000000000003,182.00000000000003,182.00000000000003,edd,0.0,0.0,0.0,0.0
c12_final_400_0021_q75,c12_final_400_0021,cap_q75,q75,12,replay,cap-empirical,400,1.0,0.75,133,16.375,13,13,0,0,1760.2629,0.808248,0.8082479021982437,0.8-1.0,0.36072157176067277,0.25-0.5,0.36072157176067277,0.0,2.791829007633588,0.6267198539725714,0.3076923076923077,190.2,190.2,190.2,190.2,edd,0.0,0.0,0.0,0.0
c12_final_400_0022_q75,c12_final_400_0022,cap_q75,q75,12,replay,cap-empirical,400,1.0,0.75,133,22.0997,13,12,0,0,2343.1258000000003,0.797182,0.7971821888100343,0.5-0.8,0.4836890959930534,0.25-0.5,0.4427181844013667,0.0409709115916867,1.9272297813997477,0.44537788703087366,0.4166666666666667,286.062,286.062,286.062,283.7296,lpt,0.0,0.0,0.0,0.0
c12_final_400_0023_q75,c12_final_400_0023,cap_q75,q75,12,replay,cap-empirical,400,1.0,0.75,133,24.0,13,13,0,0,2924.0888,0.916068,0.9160679197994988,0.8-1.0,0.47785634964300683,0.25-0.5,0.7118779703270297,-0.23402162068402288,1.6574404761904762,0.30586195521584125,0.38461538461538464,2151.5776,2151.5776,2151.5776,2151.5776,edd,0.0,0.0,0.0,0.0
c12_final_400_0024_q75,c12_final_400_0024,cap_q75,q75,12,replay,cap-empirical,400,1.0,0.75,133,16.0,13,13,0,0,1157.3815,0.543882,0.5438822838345865,0.5-0.8,0.1887882258356471,<0.25,0.0,0.1887882258356471,1.0625,0.3264274959130948,0.15384615384615385,1208.9184,1208.9184,1208.9184,1208.9184,edd,0.0,0.0,0.0,0.0
c12_final_400_0025_q75,c12_final_400_0025,cap_q75,q75,12,replay,cap-empirical,400,1.0,0.75,133,33.6069,13,13,0,0,2690.0444,0.601838,0.6018376507312755,0.5-0.8,0.1927718367771179,<0.25,0.16191732746121218,0.03085450931590572,1.3647990938368804,0.4113285011319339,0.23076923076923078,1753.4592,1753.4592,1753.4592,1753.4592,edd,0.0,0.0,0.0,0.0
c12_final_400_0026_q75,c12_final_400_0026,cap_q75,q75,12,replay,cap-empirical,400,1.0,0.75,133,29.9678,13,12,0,0,3496.4036,0.877233,0.8772331926995125,0.8-1.0,0.6045322685287248,0.5-0.75,0.6045322685287248,0.0,1.887932262981875,0.4474847352270725,0.16666666666666666,5905.5876,5937.6712,5934.9104,5887.7428,v2rl301,-32.08359999999993,-29.322799999999916,-0.005432753211551706,-0.004965263744457862
c12_final_400_0027_q75,c12_final_400_0027,cap_q75,q75,12,replay,cap-empirical,400,1.0,0.75,133,15.2428,13,13,0,0,2607.1591999999996,1.28603,1.2860301750255658,>=1.2,0.6265418697868544,0.5-0.75,0.7877383168622767,-0.16119644707542224,3.9619492481696272,0.623315439063079,0.5384615384615384,1305.0992,1353.0992,1393.61,1293.7324,v2rl301,-48.0,-88.51079999999979,-0.03677881344192074,-0.06781921251656563
c12_final_400_0028_q75,c12_final_400_0028,cap_q75,q75,12,replay,cap-empirical,400,1.0,0.75,133,32.0,13,13,0,0,2141.5648,0.503187,0.5031872180451128,0.5-0.8,0.0,<0.25,0.0,0.0,0.8268518382352942,0.33735431621311196,0.0,3264.3972,3295.2920000000004,3292.4184,3254.4184,v2rl302,-30.894800000000487,-28.021200000000135,-0.009464166921844097,-0.008583881887902654
c12_final_400_0029_q75,c12_final_400_0029,cap_q75,q75,12,replay,cap-empirical,400,1.0,0.75,133,32.2964,13,13,0,0,3007.3202,0.700122,0.7001223069812107,0.5-0.8,0.4859272384763019,0.25-0.5,0.4859272384763019,0.0,2.0400354219046086,0.566554405542836,0.38461538461538464,883.5668000000001,910.484,904.184,883.5668000000001,edd,-26.91719999999998,-20.61719999999991,-0.03046425012800388,-0.02333405917922664
c01_final_150_0000_q90,c01_final_150_0000,cap_q90,q90,1,replay,cap-empirical,150,1.0,0.9,80,13.8719,11,10,0,0,787.7296,0.709825,0.7098248978150073,0.5-0.8,0.6312186313679212,0.5-0.75,0.6312186313679211,1.1102230246251565e-16,1.386073044548091,0.37114047308667714,0.4,422.4592,422.4592,422.4592,422.4592,edd,0.0,0.0,0.0,0.0
c01_final_150_0001_q90,c01_final_150_0001,cap_q90,q90,1,replay,cap-empirical,150,1.0,0.9,80,3.1106,11,7,0,0,368.8648,1.48229,1.482289590432714,>=1.2,0.9444240816689475,>=0.75,0.9444240816689475,0.0,4.239353608092759,0.39965207399097474,0.42857142857142855,0.0,0.0,0.0,0.0,edd,0.0,0.0,,
c01_final_150_0002_q90,c01_final_150_0002,cap_q90,q90,1,replay,cap-empirical,150,1.0,0.9,80,16.0,11,9,0,0,403.75,0.31543,0.3154296875,<0.5,0.0,<0.25,0.0,0.0,0.734375,0.27867389374626594,0.0,8.0,8.0,8.0,8.0,edd,0.0,0.0,0.0,0.0
c01_final_150_0003_q90,c01_final_150_0003,cap_q90,q90,1,replay,cap-empirical,150,1.0,0.9,80,8.2836,11,8,0,0,299.0,0.451193,0.4511927181418707,<0.5,0.0,<0.25,0.0,0.0,0.8953434094677033,0.34858346306688065,0.0,0.0,0.0,0.0,0.0,edd,0.0,0.0,,
c01_final_150_0004_q90,c01_final_150_0004,cap_q90,q90,1,replay,cap-empirical,150,1.0,0.9,80,1.0,11,7,0,0,283.0,3.5375,3.5375,>=1.2,0.9823321554770318,>=0.75,0.9823321554770318,0.0,20.0,0.8326111726390933,0.8571428571428571,0.0,0.0,0.0,0.0,edd,0.0,0.0,,
c01_final_150_0005_q90,c01_final_150_0005,cap_q90,q90,1,replay,cap-empirical,150,1.0,0.9,80,16.0,11,11,0,0,482.8648,0.377238,0.377238125,<0.5,0.2699819908181338,0.25-0.5,0.2699819908181338,0.0,1.6295600000000001,0.6715677744965748,0.09090909090909091,41.90400000000001,41.90400000000001,41.90400000000001,41.90400000000001,edd,0.0,0.0,0.0,0.0
c01_final_150_0006_q90,c01_final_150_0006,cap_q90,q90,1,replay,cap-empirical,150,1.0,0.9,80,15.3353,11,8,0,0,634.1148000000001,0.516875,0.5168751181913624,0.5-0.8,0.46105973240176695,0.25-0.5,0.0,0.46105973240176695,1.0591569052375167,0.3269354602546012,0.125,292.0,292.0,292.0,292.0,edd,0.0,0.0,0.0,0.0
c01_final_150_0007_q90,c01_final_150_0007,cap_q90,q90,1,replay,cap-empirical,150,1.0,0.9,80,17.2303,11,10,0,0,717.9796,0.52087,0.5208699210112419,0.5-0.8,0.0,<0.25,0.0,0.0,0.8790231936375649,0.26905322582425706,0.0,36.0,36.0,36.0,36.0,edd,0.0,0.0,0.0,0.0
c01_final_150_0008_q90,c01_final_150_0008,cap_q90,q90,1,replay,cap-empirical,150,1.0,0.9,80,15.1819,11,9,0,0,426.75,0.351364,0.35136412438495834,<0.5,0.0,<0.25,0.0,0.0,0.7574809477074674,0.2909671310656588,0.0,26.0,26.0,26.0,26.0,edd,0.0,0.0,0.0,0.0
c01_final_150_0009_q90,c01_final_150_0009,cap_q90,q90,1,replay,cap-empirical,150,1.0,0.9,80,8.2975,11,7,0,0,403.5,0.607864,0.6078638144019284,0.5-0.8,0.0,<0.25,0.265179677819083,-0.265179677819083,0.9919577259137369,0.16614647407740535,0.0,0.0,0.0,0.0,0.0,edd,0.0,0.0,,
c01_final_150_0010_q90,c01_final_150_0010,cap_q90,q90,1,replay,cap-empirical,150,1.0,0.9,80,4.8317,11,9,0,0,462.8648,1.197469,1.1974687998013123,1.0-1.2,0.7342636553913799,0.5-0.75,0.7342636553913799,0.0,5.6445888610633945,0.8009249502764509,0.4444444444444444,21.729600000000005,21.729600000000005,21.729600000000005,21.729600000000005,edd,0.0,0.0,0.0,0.0
c01_final_150_0011_q90,c01_final_150_0011,cap_q90,q90,1,replay,cap-empirical,150,1.0,0.9,80,8.0,11,8,0,0,547.0,0.854688,0.8546875,0.8-1.0,0.7938756855575868,>=0.75,0.7938756855575868,0.0,2.1979166666666665,0.4007205671456706,0.25,48.0,48.0,48.0,48.0,edd,0.0,0.0,0.0,0.0
c01_final_150_0012_q90,c01_final_150_0012,cap_q90,q90,1,replay,cap-empirical,150,1.0,0.9,80,7.1936,11,10,0,0,468.7296,0.814491,0.8144906583629893,0.8-1.0,0.5775816163519436,0.5-0.75,0.5775816163519436,0.0,4.210446322657177,0.7398789010856288,0.2,0.0,0.0,0.0,0.0,edd,0.0,0.0,,
c01_final_150_0013_q90,c01_final_150_0013,cap_q90,q90,1,replay,cap-empirical,150,1.0,0.9,80,5.0236,11,9,0,0,464.5,1.155795,1.1557946492555138,1.0-1.2,0.9171151776103337,>=0.75,0.9171151776103337,0.0,4.4290946731427665,0.518997752964325,0.5555555555555556,282.0,282.0,282.0,282.0,edd,0.0,0.0,0.0,0.0
c01_final_150_0014_q90,c01_final_150_0014,cap_q90,q90,1,replay,cap-empirical,150,1.0,0.9,80,13.1739,11,7,0,0,430.75,0.408715,0.40871533866205145,<0.5,0.4689495066744051,0.25-0.5,0.4689495066744051,0.0,1.1794883472974245,0.5028405062200278,0.14285714285714285,152.0,152.0,152.0,152.0,edd,0.0,0.0,0.0,0.0
c01_final_150_0015_q90,c01_final_150_0015,cap_q90,q90,1,replay,cap-empirical,150,1.0,0.9,80,12.6453,11,8,0,0,464.6148,0.459276,0.45927617375625723,<0.5,0.30533852989616345,0.25-0.5,0.1955701798565177,0.10976835003964575,1.1976096520709933,0.4312338674179448,0.25,0.0,0.0,0.0,0.0,edd,0.0,0.0,,
c01_final_150_0016_q90,c01_final_150_0016,cap_q90,q90,1,replay,cap-empirical,150,1.0,0.9,80,25.0833,11,7,0,0,633.2296,0.315563,0.3155633429413195,<0.5,0.286988479376201,0.25-0.5,0.286988479376201,0.0,1.2075072525013324,0.6533287025276958,0.14285714285714285,4.0,4.0,4.0,4.0,edd,0.0,0.0,0.0,0.0
c01_final_150_0017_q90,c01_final_150_0017,cap_q90,q90,1,replay,cap-empirical,150,1.0,0.9,80,16.4069,11,9,0,0,621.3648000000001,0.473402,0.47340204426186544,<0.5,0.5043169487553849,0.5-0.75,0.0,0.5043169487553849,1.0610874422075807,0.4517677151368632,0.1111111111111111,220.0,220.0,220.0,220.0,edd,0.0,0.0,0.0,0.0
c01_final_150_0018_q90,c01_final_150_0018,cap_q90,q90,1,replay,cap-empirical,150,1.0,0.9,80,8.0,11,9,0,0,559.25,0.873828,0.873828125,0.8-1.0,0.4801072865444792,0.25-0.5,0.4801072865444792,0.0,2.4375,0.5029825705281876,0.2222222222222222,175.2388,175.2388,175.2388,175.2388,edd,0.0,0.0,0.0,0.0
c01_final_150_0019_q90,c01_final_150_0019,cap_q90,q90,1,replay,cap-empirical,150,1.0,0.9,80,1.0,11,6,0,0,274.5,3.43125,3.43125,>=1.2,0.9854280510018215,>=0.75,0.9854280510018215,0.0,9.833333333333334,0.45936692310593596,0.8333333333333334,0.0,0.0,0.0,0.0,edd,0.0,0.0,,
c01_final_150_0020_q90,c01_final_150_0020,cap_q90,q90,1,replay,cap-empirical,150,1.0,0.9,80,8.0,11,10,0,0,495.1148,0.773617,0.773616875,0.5-0.8,0.23630883181031956,<0.25,0.42616379070066174,-0.18985495889034218,1.625,0.33888555168075973,0.1,267.4592,267.4592,267.4592,267.4592,edd,0.0,0.0,0.0,0.0
c01_final_150_0021_q90,c01_final_150_0021,cap_q90,q90,1,replay,cap-empirical,150,1.0,0.9,80,19.2869,11,9,0,0,382.5,0.247901,0.24790142531977663,<0.5,0.0,<0.25,0.0,0.0,0.5404226144728767,0.4583787020857496,0.0,0.0,0.0,0.0,0.0,edd,0.0,0.0,,
c01_final_150_0022_q90,c01_final_150_0022,cap_q90,q90,1,replay,cap-empirical,150,1.0,0.9,80,16.0233,11,9,0,0,449.6148,0.350751,0.35075078167418694,<0.5,0.27660299438541613,0.25-0.5,0.27660299438541613,0.0,1.293582886588073,0.6473670580003419,0.1111111111111111,21.729599999999976,21.729599999999976,21.729599999999976,21.729599999999976,edd,0.0,0.0,0.0,0.0
c01_final_150_0023_q90,c01_final_150_0023,cap_q90,q90,1,replay,cap-empirical,150,1.0,0.9,80,30.1781,11,8,0,0,450.25,0.186497,0.18649699616609394,<0.5,0.0,<0.25,0.0,0.0,0.5011912612126012,0.42588045518435025,0.0,125.99999999999996,125.99999999999996,125.99999999999996,125.99999999999996,edd,0.0,0.0,0.0,0.0
c01_final_150_0024_q90,c01_final_150_0024,cap_q90,q90,1,replay,cap-empirical,150,1.0,0.9,80,8.0,11,11,0,0,418.75,0.654297,0.654296875,0.5-0.8,0.09313432835820895,<0.25,0.3534328358208955,-0.26029850746268657,1.625,0.4045185442091117,0.09090909090909091,114.0,114.0,114.0,114.0,edd,0.0,0.0,0.0,0.0
c01_final_150_0025_q90,c01_final_150_0025,cap_q90,q90,1,replay,cap-empirical,150,1.0,0.9,80,12.7486,11,8,0,0,695.3648000000001,0.681805,0.6818050609478689,0.5-0.8,0.27036168641265707,0.25-0.5,0.27036168641265707,0.0,1.6385241429560022,0.4038909654516619,0.125,0.0,0.0,0.0,0.0,edd,0.0,0.0,,
c01_final_150_0026_q90,c01_final_150_0026,cap_q90,q90,1,replay,cap-empirical,150,1.0,0.9,80,13.5761,11,7,0,0,469.0,0.431825,0.4318250454843438,<0.5,0.0,<0.25,0.0,0.0,0.8286621341917045,0.2641319509489178,0.0,0.0,0.0,0.0,0.0,edd,0.0,0.0,,
c01_final_150_0027_q90,c01_final_150_0027,cap_q90,q90,1,replay,cap-empirical,150,1.0,0.9,80,8.0,11,9,0,0,361.0,0.564063,0.5640625,0.5-0.8,0.07756232686980609,<0.25,0.07756232686980609,0.0,1.1666666666666667,0.3442524986687348,0.1111111111111111,0.0,0.0,0.0,0.0,edd,0.0,0.0,,
c01_final_150_0028_q90,c01_final_150_0028,cap_q90,q90,1,replay,cap-empirical,150,1.0,0.9,80,8.0,11,10,0,0,545.2296,0.851921,0.85192125,0.8-1.0,0.7945819522637803,>=0.75,0.7945819522637803,0.0,3.7860333333333336,0.7231285026366971,0.4,0.0,0.0,0.0,0.0,edd,0.0,0.0,,
c01_final_150_0029_q90,c01_final_150_0029,cap_q90,q90,1,replay,cap-empirical,150,1.0,0.9,80,11.2108,11,11,0,0,570.8648000000001,0.636512,0.6365121133192992,0.5-0.8,0.5103919527005343,0.5-0.75,0.4315641812211928,0.0788277714793415,1.4400518547591012,0.3639571597426036,0.2727272727272727,154.0,154.0,154.0,154.0,edd,0.0,0.0,0.0,0.0
c02_final_150_0000_q90,c02_final_150_0000,cap_q90,q90,2,replay,cap-empirical,150,1.0,0.9,30,27.7333,7,7,0,0,1018.3796,1.224015,1.2240154134800643,>=1.2,0.701113415861826,0.5-0.75,0.7737582331774912,-0.07264481731566519,2.4396952400183176,0.4063572540553106,0.2857142857142857,1480.555,1489.755,1500.1222,1477.535,v2rl307,-9.200000000000045,-19.567199999999957,-0.006213886008962885,-0.013216125034193229
c02_final_150_0001_q90,c02_final_150_0001,cap_q90,q90,2,replay,cap-empirical,150,1.0,0.9,30,31.9333,7,7,0,0,1378.3840000000002,1.438816,1.4388156981374722,>=1.2,0.7659035508247339,>=0.75,0.7659035508247338,1.1102230246251565e-16,3.271606755330642,0.46445376487018447,0.5714285714285714,876.5706,992.2506,981.9038,876.5706,edd,-115.67999999999995,-105.33320000000003,-0.13196883399922374,-0.12016510706610516
c02_final_150_0002_q90,c02_final_150_0002,cap_q90,q90,2,replay,cap-empirical,150,1.0,0.9,30,32.2833,7,7,0,0,963.1547999999997,0.994482,0.9944819767495886,0.8-1.0,0.5493974592661532,0.5-0.75,0.6343682240902502,-0.08497076482409693,1.9938585377992137,0.46005539957186836,0.2857142857142857,864.8056,912.5524,940.0192000000002,864.8056,edd,-47.74680000000001,-75.21360000000016,-0.05521102083520274,-0.08697168473469662
c02_final_150_0003_q90,c02_final_150_0003,cap_q90,q90,2,replay,cap-empirical,150,1.0,0.9,30,6.7,7,7,0,0,584.2396,2.906665,2.9066646766169155,>=1.2,0.912347605331785,>=0.75,0.912347605331785,0.0,6.749059701492539,0.33489674403652414,0.5714285714285714,182.5296,182.5296,182.5296,182.5296,edd,0.0,0.0,0.0,0.0
c02_final_150_0004_q90,c02_final_150_0004,cap_q90,q90,2,replay,cap-empirical,150,1.0,0.9,30,6.05,7,7,0,0,667.3243999999999,3.676718,3.6767184573002747,>=1.2,0.9488554592039494,>=0.75,0.9951298049344517,-0.046274345730502264,8.95687052341598,0.45621628492232,0.5714285714285714,600.7744000000001,600.7744000000001,600.7744000000001,600.7744000000001,edd,0.0,0.0,0.0,0.0
c02_final_150_0005_q90,c02_final_150_0005,cap_q90,q90,2,replay,cap-empirical,150,1.0,0.9,30,13.4833,7,7,0,0,486.46,1.202623,1.2026234922706853,>=1.2,0.680528717674629,0.5-0.75,0.680528717674629,0.0,2.3051972934420113,0.4490583025860966,0.42857142857142855,14.399999999999991,17.279999999999987,14.399999999999991,6.040000000000006,v2rl302,-2.8799999999999955,0.0,-0.1999999999999998,0.0
c02_final_150_0006_q90,c02_final_150_0006,cap_q90,q90,2,replay,cap-empirical,150,1.0,0.9,30,28.6,7,7,0,0,1391.4088000000004,1.621689,1.6216885780885786,>=1.2,0.8252993656501239,>=0.75,0.8252993656501239,0.0,3.8650885780885775,0.499876511175091,0.42857142857142855,2268.492,1643.77,1691.3436000000002,1643.77,wmdd,624.7220000000002,577.1484,0.2753908764060002,0.2544194116620204
c02_final_150_0007_q90,c02_final_150_0007,cap_q90,q90,2,replay,cap-empirical,150,1.0,0.9,30,28.4,7,7,0,0,1405.9743999999992,1.650205,1.6502046948356797,>=1.2,0.8386172607410207,>=0.75,0.8386172607410207,0.0,4.162910798122065,0.41872750039627166,0.2857142857142857,4443.961400000001,2952.1416,3129.0484,2952.1416,wmdd,1491.8198000000011,1314.913000000001,0.3356959401132514,0.2958875835420174
c02_final_150_0008_q90,c02_final_150_0008,cap_q90,q90,2,replay,cap-empirical,150,1.0,0.9,30,31.2167,7,7,0,0,1462.4840000000002,1.561647,1.5616470244025369,>=1.2,0.9373463231050732,>=0.75,0.9373463231050734,-2.220446049250313e-16,4.00981525914014,0.5769395374383262,0.7142857142857143,1055.9272,1076.5442000000005,1082.2738000000002,1055.9272,edd,-20.617000000000417,-26.34660000000008,-0.01952502028548977,-0.024951151935474414
c02_final_150_0009_q90,c02_final_150_0009,cap_q90,q90,2,replay,cap-empirical,150,1.0,0.9,30,38.9,7,7,0,0,1515.6291999999996,1.29874,1.2987396743787487,>=1.2,0.870842551727032,>=0.75,0.870842551727032,0.0,2.7813179091688096,0.38517102133768955,0.5714285714285714,1255.0976,1314.8908,1428.9504000000002,1210.4368,v2rl310,-59.79319999999984,-173.85280000000012,-0.04764027913048343,-0.13851735514433308
c02_final_150_0010_q90,c02_final_150_0010,cap_q90,q90,2,replay,cap-empirical,150,1.0,0.9,30,27.0,7,7,0,0,830.8347999999996,1.025722,1.0257219753086415,1.0-1.2,0.6894328451335932,0.5-0.75,0.6894328451335933,-1.1102230246251565e-16,2.4879012345679015,0.5104956309768403,0.42857142857142855,472.6192000000001,472.6192000000001,500.00640000000016,472.6192000000001,edd,0.0,-27.387200000000064,0.0,-0.057947709276305444
c02_final_150_0011_q90,c02_final_150_0011,cap_q90,q90,2,replay,cap-empirical,150,1.0,0.9,30,27.5,7,7,0,0,1616.3988000000006,1.959271,1.9592712727272734,>=1.2,0.9277777241606465,>=0.75,0.9277777241606465,0.0,4.0624824242424245,0.3734260712842924,0.5714285714285714,2673.5312,2462.7954000000004,2678.0554,2462.7954000000004,wmdd,210.73579999999947,-4.524200000000292,0.07882301878504334,-0.0016922188901331288
c02_final_150_0012_q90,c02_final_150_0012,cap_q90,q90,2,replay,cap-empirical,150,1.0,0.9,30,26.35,7,7,0,0,1206.5540000000005,1.526318,1.5263175205566104,>=1.2,0.8541548907052648,>=0.75,0.8541548907052645,3.3306690738754696e-16,3.385639468690702,0.40656673135211957,0.42857142857142855,1563.9566,1589.8766,1607.2362,1559.897,v2rl308,-25.920000000000073,-43.27960000000007,-0.016573349925439154,-0.027673146428743658
c02_final_150_0013_q90,c02_final_150_0013,cap_q90,q90,2,replay,cap-empirical,150,1.0,0.9,30,29.7,7,7,0,0,1340.474,1.50446,1.5044601571268237,>=1.2,0.9392975917473967,>=0.75,0.9392975917473967,0.0,3.5596206509539843,0.4360080098843673,0.5714285714285714,2855.403600000001,2077.2248,2144.7048,2077.2248,wmdd,778.178800000001,710.698800000001,0.2725284789862984,0.24889609300765775
c02_final_150_0014_q90,c02_final_150_0014,cap_q90,q90,2,replay,cap-empirical,150,1.0,0.9,30,25.2,7,7,0,0,1629.7291999999998,2.155726,2.1557264550264548,>=1.2,0.904821733573897,>=0.75,0.904821733573897,0.0,5.300526455026456,0.5095456093383657,0.5714285714285714,3301.4034000000006,2949.45,3239.7896,2949.45,wmdd,351.9534000000008,61.61380000000054,0.10660720831631806,0.018662911657509204
c02_final_150_0015_q90,c02_final_150_0015,cap_q90,q90,2,replay,cap-empirical,150,1.0,0.9,30,14.1,7,7,0,0,701.8947999999998,1.659326,1.6593257683215126,>=1.2,0.9835018011246129,>=0.75,0.9431966157891467,0.04030518533546623,4.68321513002364,0.630425225222793,0.8571428571428571,746.0496,751.7696,751.4496,743.7696,v2rl301,-5.719999999999914,-5.399999999999977,-0.007667050555351699,-0.007238124650157277
c02_final_150_0016_q90,c02_final_150_0016,cap_q90,q90,2,replay,cap-empirical,150,1.0,0.9,30,25.0833,7,7,0,0,1343.7591999999997,1.785729,1.7857288846895474,>=1.2,0.8778352550069982,>=0.75,0.8778352550069982,0.0,5.008740210950446,0.5105885004671965,0.5714285714285714,5436.982799999999,2605.218800000001,2692.6464,2605.218800000001,wmdd,2831.763999999998,2744.336399999999,0.5208337241751065,0.5047535555933705
c05_final_150_0000_q90,c05_final_150_0000,cap_q90,q90,5,replay,cap-empirical,150,1.0,0.9,70,8.0,11,6,0,0,602.0,1.075,1.075,1.0-1.2,0.6486710963455149,0.5-0.75,0.6669435215946844,-0.0182724252491695,3.254166666666667,0.499289308797043,0.16666666666666666,0.0,0.0,0.0,0.0,edd,0.0,0.0,,
c05_final_150_0001_q90,c05_final_150_0001,cap_q90,q90,5,replay,cap-empirical,150,1.0,0.9,70,10.6764,11,9,0,0,369.0,0.493746,0.4937458854509546,<0.5,0.11788617886178862,<0.25,0.11788617886178862,0.0,1.35813570117268,0.4023071601825631,0.1111111111111111,0.0,0.0,0.0,0.0,edd,0.0,0.0,,
c05_final_150_0002_q90,c05_final_150_0002,cap_q90,q90,5,replay,cap-empirical,150,1.0,0.9,70,15.3025,11,9,0,0,480.89999999999986,0.448946,0.44894625061264487,<0.5,0.15595757953836556,<0.25,0.15595757953836556,0.0,1.8297663780428035,0.6526670951924467,0.2222222222222222,0.0,0.0,0.0,0.0,edd,0.0,0.0,,
c05_final_150_0003_q90,c05_final_150_0003,cap_q90,q90,5,replay,cap-empirical,150,1.0,0.9,70,11.0142,11,8,0,0,601.5,0.780162,0.7801617133207263,0.5-0.8,0.42726517040731504,0.25-0.5,0.3865336658354115,0.040731504571903554,3.1096221241669846,0.7013144766331524,0.375,0.0,0.0,0.0,0.0,edd,0.0,0.0,,
c05_final_150_0004_q90,c05_final_150_0004,cap_q90,q90,5,replay,cap-empirical,150,1.0,0.9,70,16.0,11,9,0,0,572.0,0.510714,0.5107142857142857,0.5-0.8,0.32167832167832167,0.25-0.5,0.32167832167832167,0.0,5.96875,1.329762971996369,0.3333333333333333,30.9554,30.9554,30.9554,30.9554,edd,0.0,0.0,0.0,0.0
c05_final_150_0005_q90,c05_final_150_0005,cap_q90,q90,5,replay,cap-empirical,150,1.0,0.9,70,16.0,11,9,0,0,685.5648,0.612111,0.6121114285714285,0.5-0.8,0.23318700143297902,<0.25,0.23318700143297902,0.0,1.4375,0.43420246162026677,0.2222222222222222,21.729600000000005,21.729600000000005,21.729600000000005,21.729600000000005,edd,0.0,0.0,0.0,0.0
c05_final_150_0006_q90,c05_final_150_0006,cap_q90,q90,5,replay,cap-empirical,150,1.0,0.9,70,18.5356,11,9,0,0,358.6,0.276379,0.2763793533987108,<0.5,0.0,<0.25,0.0,0.0,0.593452599322385,0.3052320442116307,0.0,0.0,0.0,0.0,0.0,edd,0.0,0.0,,
