scope_type,scope,method,reference,family,n_configs,n_clusters,mean_ref,mean_method,mean_diff,ci_lo,ci_hi,margin,wilcoxon_p,holm_p,verdict
emp_m,m=0.6,rl303,edd,policy-vs-rule,180,180,451.7136088888889,451.66047777777777,-0.053131111111101526,-1.9991615277777763,2.239734194444448,4.517136088888889,0.26513225086229597,1.0,equivalent
emp_m,m=0.6,pfifo,edd,rule-vs-rule,180,180,451.7136088888889,451.7136088888889,0.0,0.0,0.0,4.517136088888889,1.0,1.0,equivalent
emp_m,m=0.6,v2rl309,edd,policy-vs-rule,180,180,451.7136088888889,453.4443677777777,1.7307588888888956,0.1752413611111068,3.735110722222236,4.517136088888889,0.07155485678840796,1.0,equivalent
emp_m,m=0.6,v2rl306,edd,policy-vs-rule,180,180,451.7136088888889,453.91020555555554,2.1965966666666636,-0.9945493888888883,6.416387249999979,4.517136088888889,0.25281290101640796,1.0,inconclusive
emp_m,m=0.6,v2at309,edd,policy-vs-rule,180,180,451.7136088888889,454.16026777777773,2.4466588888888947,0.8800269722222274,4.280691944444473,4.517136088888889,0.0032159320975066147,0.10612575921771829,equivalent
emp_m,m=0.6,v2at308,edd,policy-vs-rule,180,180,451.7136088888889,454.7867177777777,3.073108888888886,0.25704147222222046,6.223868888888884,4.517136088888889,0.00662912155778059,0.2055027682911983,inconclusive
emp_m,m=0.6,v2at306,edd,policy-vs-rule,180,180,451.7136088888889,455.0103877777778,3.2967788888888867,1.3487141666666649,5.617865999999999,4.517136088888889,0.0003759604749680436,0.01541437947368979,inconclusive
emp_m,m=0.6,wmdd,edd,rule-vs-rule,180,180,451.7136088888889,455.0836822222222,3.3700733333333304,1.6959803611111073,5.341586583333323,4.517136088888889,1.821529714896801e-05,0.00020036826863864811,inconclusive
emp_m,m=0.6,v2at307,edd,policy-vs-rule,180,180,451.7136088888889,455.959341111111,4.24573222222222,1.1857433333333323,7.517520166666662,4.517136088888889,0.00012622926971487844,0.0068163805646034355,inconclusive
emp_m,m=0.6,atc,edd,rule-vs-rule,180,180,451.7136088888889,456.44054111111114,4.726932222222232,1.8405593333333345,8.070829722222243,4.517136088888889,0.00011890609974290849,0.0009512487979432679,inconclusive
emp_m,m=0.6,v2at304,edd,policy-vs-rule,180,180,451.7136088888889,456.7358433333334,5.0222344444444555,2.3448164166666916,8.15314372222222,4.517136088888889,0.00016891209875471262,0.008445604937735631,inconclusive
emp_m,m=0.6,v2at303,edd,policy-vs-rule,180,180,451.7136088888889,457.78533888888893,6.07173,2.2667003055555526,10.374058999999994,4.517136088888889,1.166196997404656e-05,0.0007930139582351661,inconclusive
emp_m,m=0.6,v2at305,edd,policy-vs-rule,180,180,451.7136088888889,458.3245488888889,6.6109399999999985,0.29017952777778455,15.501686694444432,4.517136088888889,0.9090071978307225,1.0,inconclusive
emp_m,m=0.6,v2at301,edd,policy-vs-rule,180,180,451.7136088888889,460.80076,9.087151111111107,2.603558027777778,17.5844640555555,4.517136088888889,5.7915441569540844e-05,0.0035907573773115323,inconclusive
emp_m,m=0.6,wspt,edd,rule-vs-rule,180,180,451.7136088888889,463.7768022222222,12.063193333333338,6.457269861111109,18.99051905555556,4.517136088888889,1.3715752508367479e-09,2.3316779264224714e-08,worse
emp_m,m=0.6,random,edd,rule-vs-rule,180,180,451.7136088888889,479.31515777777776,27.60154888888888,7.746442999999997,64.16067377777777,4.517136088888889,1.1957750927807627e-08,1.793662639171144e-07,worse
