scope_type,scope,method,reference,is_scope_best_ref,family,n_configs,n_clusters,mean_ref,mean_method,mean_diff,ci_lo,ci_hi,margin,wilcoxon_p,holm_p,verdict
emp_m,m=0.8,v2attnpool,rl301,1,policy-vs-policy,180,180,446.21380777777773,447.6883984444445,1.4745906666666675,0.6060452694444436,2.550096047222224,4.4621380777777775,1.4687604817125122e-06,2.9375209634250244e-06,equivalent
emp_m,m=0.8,v2attnpool,wmdd,0,policy-vs-rule,180,180,447.546668888889,447.6883984444445,0.1417295555555561,-0.29887937222222294,0.5618492666666668,4.47546668888889,0.013940969288819317,0.05576387715527727,equivalent
emp_m,m=0.8,v2pool,atc,0,policy-vs-rule,180,180,448.1663633333332,446.48986288888887,-1.6765004444444334,-3.0750044333333233,-0.5593537888888913,4.481663633333333,0.0043321257257642855,0.021660628628821427,equivalent
emp_m,m=0.8,v2pool,edd,0,policy-vs-rule,180,180,446.6359855555555,446.48986288888887,-0.1461226666666645,-0.5080279944444414,0.27441538888889094,4.466359855555555,0.2667702324557396,0.5335404649114792,equivalent
emp_m,m=0.8,v2pool,rl301,1,policy-vs-policy,180,180,446.21380777777773,446.48986288888887,0.27605511111111114,-0.16616667222221757,0.9032608499999951,4.4621380777777775,0.16424474857085447,0.16424474857085447,equivalent
emp_m,m=0.8,v2pool,wmdd,0,policy-vs-rule,180,180,447.546668888889,446.48986288888887,-1.0568060000000001,-1.9745236666666799,-0.3034422000000023,4.47546668888889,0.035789657990953856,0.10736897397286158,equivalent
emp_m,m=1.0,v2attnpool,atc,0,policy-vs-rule,180,180,445.5551500000001,445.26791222222226,-0.2872377777777732,-0.5991987166666631,-0.036513005555552154,4.455551500000001,0.7896502468253829,1.0,equivalent
emp_m,m=1.0,v2attnpool,edd,0,policy-vs-rule,180,180,444.8689277777778,445.26791222222226,0.39898444444444825,0.06656556111111486,0.8345761055555554,4.4486892777777785,0.005402904847771946,0.03241742908663167,equivalent
emp_m,m=1.0,v2attnpool,v2rl302,1,policy-vs-policy,180,180,444.6810166666667,445.26791222222226,0.5868955555555608,0.17295832222222948,1.1363507166666813,4.446810166666667,7.793601769306628e-05,0.00015587203538613257,equivalent
emp_m,m=1.0,v2attnpool,wmdd,0,policy-vs-rule,180,180,445.3319900000001,445.26791222222226,-0.06407777777777686,-0.33692084444443465,0.1834750500000002,4.453319900000001,0.06928737014654646,0.3464368507327323,equivalent
emp_m,m=1.0,v2pool,atc,0,policy-vs-rule,180,180,445.5551500000001,444.76927444444453,-0.7858755555555516,-1.4884151444444365,-0.209930905555552,4.455551500000001,0.3388634843676721,1.0,equivalent
emp_m,m=1.0,v2pool,edd,0,policy-vs-rule,180,180,444.8689277777778,444.76927444444453,-0.09965333333333001,-0.26032747777777454,0.024417238888889668,4.4486892777777785,0.6009589593685324,1.0,equivalent
emp_m,m=1.0,v2pool,v2rl302,1,policy-vs-policy,180,180,444.6810166666667,444.76927444444453,0.08825777777778258,0.021393400000005086,0.18448377222222698,4.446810166666667,0.0023454452584356434,0.0023454452584356434,equivalent
emp_m,m=1.0,v2pool,wmdd,0,policy-vs-rule,180,180,445.3319900000001,444.76927444444453,-0.5627155555555551,-1.108641733333348,-0.12605677222221875,4.453319900000001,0.5253644261147148,1.0,equivalent
emp_m_ubin,m=0.6|u_bin=0.5-0.8,v2attnpool,atc,0,policy-vs-rule,48,48,428.50320000000005,428.2763058333333,-0.22689416666667625,-2.0737388750000334,1.1984692916666613,4.285032,0.39672623294506304,0.5438952479894708,equivalent
emp_m_ubin,m=0.6|u_bin=0.5-0.8,v2attnpool,edd,0,policy-vs-rule,48,48,424.7407166666667,428.2763058333333,3.5355891666666692,0.20910264583333282,9.421396583333333,4.247407166666667,0.005213241256099401,0.03127944753659641,inconclusive
emp_m_ubin,m=0.6|u_bin=0.5-0.8,v2attnpool,v2rl303,1,policy-vs-policy,48,48,422.37986666666666,428.2763058333333,5.896439166666674,0.3524075416666651,14.971101729166675,4.223798666666666,0.0009815397525216685,0.001963079505043337,inconclusive
