scope_type,scope,method,family,n_configs,n_clusters,mean,mean_method,mean_edd,mean_diff_vs_edd,ci_lo,ci_hi,margin,wilcoxon_p,holm_p,verdict,in_set_vs_edd,in_equivalence_set,membership,best_method,pct_from_best
emp_ubin,u_bin=0.5-0.8,v2at302,policy-vs-rule,152,103,686.6463539473684,686.6463539473683,687.4565263157896,-0.8101723684210578,-1.8468304649991665,0.02337732277120189,6.874565263157896,0.02221539887260256,0.2888001853438333,equivalent,1,1,in both,v2rl303,0.0256115564617562
emp_ubin,u_bin=0.5-0.8,v2rl305,policy-vs-rule,152,103,686.7131302631578,686.7131302631578,687.4565263157896,-0.7433960526315836,-1.6525247862112646,0.06265352146117692,6.874565263157896,0.032867374098865816,0.36154111508752396,equivalent,1,1,in both,v2rl303,0.0353390410481453
emp_ubin,u_bin=0.5-0.8,v2rl306,policy-vs-rule,152,103,686.7175013157895,686.7175013157894,687.4565263157896,-0.7390250000000024,-1.662900404312673,0.02679515542210676,6.874565263157896,0.01293336967877969,0.20849580868042492,equivalent,1,1,in both,v2rl303,0.0359757839800975
emp_ubin,u_bin=0.5-0.8,v2rl310,policy-vs-rule,152,103,686.7226328947369,686.7226328947368,687.4565263157896,-0.7338934210526328,-1.6934234359083316,0.08275707645564728,6.874565263157896,0.024460321084768356,0.2935238530172203,equivalent,1,1,in both,v2rl303,0.0367233148153108
emp_ubin,u_bin=0.5-0.8,v2rl301,policy-vs-rule,152,103,686.7666539473685,686.7666539473685,687.4565263157896,-0.6898723684210583,-1.589413861290332,0.07756415284787029,6.874565263157896,0.03292049815056434,0.36154111508752396,equivalent,1,1,in both,v2rl303,0.0431359793339834
emp_ubin,u_bin=0.5-0.8,v2rl302,policy-vs-rule,152,103,686.8481539473684,686.8481539473684,687.4565263157896,-0.6083723684210528,-1.4427516475079019,0.08826119264507334,6.874565263157896,0.012895434145475297,0.20849580868042492,equivalent,1,1,in both,v2rl303,0.0550083023937016
emp_ubin,u_bin=0.5-0.8,v2rl308,policy-vs-rule,152,103,686.8531697368421,686.8531697368421,687.4565263157896,-0.6033565789473742,-1.440589305104624,0.1342736566558406,6.874565263157896,0.039363924349644745,0.36154111508752396,equivalent,1,1,in both,v2rl303,0.055738965866488
emp_ubin,u_bin=0.5-0.8,v2rl307,policy-vs-rule,152,103,686.9368407894736,686.9368407894736,687.4565263157896,-0.5196855263157889,-1.3177838994816777,0.1841101144907685,6.874565263157896,0.049436621878748865,0.36154111508752396,equivalent,1,1,in both,v2rl303,0.067927551971881
emp_ubin,u_bin=0.5-0.8,rl302,policy-vs-rule,152,103,687.0469842105264,687.0469842105263,687.4565263157896,-0.4095421052631578,-1.3026677887413096,0.35969293317327045,6.874565263157896,0.06631697597474191,0.3979018558484515,equivalent,1,1,in both,v2rl303,0.0839724388141175
emp_ubin,u_bin=0.5-0.8,v2at310,policy-vs-rule,152,103,687.4182500000001,687.4182500000001,687.4565263157896,-0.03827631578947208,-0.8874185000000009,0.8424462879330975,6.874565263157896,0.8201374695011017,1.0,equivalent,1,1,in both,v2rl303,0.1380557197179059
emp_ubin,u_bin=0.5-0.8,pfifo,rule-vs-rule,152,103,687.4565263157896,687.4565263157896,687.4565263157896,0.0,0.0,0.0,6.874565263157896,1.0,1.0,equivalent,1,1,in both,v2rl303,0.1436315330502929
emp_ubin,u_bin=0.5-0.8,edd,rule-vs-rule,152,103,687.4565263157896,687.4565263157896,687.4565263157896,0.0,0.0,0.0,6.874565263157896,1.0,1.0,equivalent,1,1,in both,v2rl303,0.1436315330502929
emp_ubin,u_bin=0.5-0.8,rl303,policy-vs-rule,152,103,687.5163828947368,687.5163828947368,687.4565263157896,0.059856578947365,-1.0455750000000028,1.7682483716049264,6.874565263157896,0.1022419711196503,0.5112098555982515,equivalent,1,1,in both,v2rl303,0.1523510010565755
emp_ubin,u_bin=0.5-0.8,v2rl304,policy-vs-rule,152,103,687.5180828947368,687.5180828947368,687.4565263157896,0.06155657894736908,-0.6257763585434256,0.8293353779444624,6.874565263157896,0.6872428648621585,1.0,equivalent,1,1,in both,v2rl303,0.1525986446050648
emp_ubin,u_bin=0.5-0.8,v2rl309,policy-vs-rule,152,103,688.0116223684211,688.0116223684211,687.4565263157896,0.5550960526315798,-0.3325793936473336,1.8107964391233808,6.874565263157896,0.5348569507731826,1.0,equivalent,1,1,in both,v2rl303,0.2244938602407727
emp_ubin,u_bin=0.5-0.8,v2at305,policy-vs-rule,152,103,688.2782644736842,688.2782644736842,687.4565263157896,0.8217381578947351,-1.1561022037430526,3.837791527586198,6.874565263157896,0.3758830998648378,1.0,equivalent,1,1,in both,v2rl303,0.2633363291366213
emp_ubin,u_bin=0.5-0.8,v2at309,policy-vs-rule,152,103,689.1565118421053,689.1565118421054,687.4565263157896,1.6999855263157893,0.17219448707482862,3.915475752765143,6.874565263157896,0.03924327615032667,0.36154111508752396,equivalent,1,1,in both,v2rl303,0.391272973115223
emp_ubin,u_bin=0.5-0.8,wmdd,rule-vs-rule,152,103,689.2394947368421,689.2394947368421,687.4565263157896,1.782968421052634,0.3486058753246747,3.7247250980392135,6.874565263157896,0.0033456181158508813,0.010036854347552644,equivalent,1,1,in both,v2rl303,0.4033613134188697
emp_ubin,u_bin=0.5-0.8,v2at306,policy-vs-rule,152,103,689.4324039473684,689.4324039473685,687.4565263157896,1.9758776315789461,0.23415345161880227,4.503326611266765,6.874565263157896,0.010796814335247871,0.19434265803446168,equivalent,1,1,in both,v2rl303,0.4314629142601756
emp_ubin,u_bin=0.5-0.8,v2at308,policy-vs-rule,152,103,689.9338065789474,689.9338065789474,687.4565263157896,2.4772802631578963,0.38252558155383976,5.3987616411564705,6.874565263157896,0.013150364234284668,0.20849580868042492,equivalent,1,0,joins,v2rl303,0.504503577144924
