scope_type,scope,family,reference,set_rankable,n_configs,n_clusters,mean_edd,mean_family,mean_diff,ci_lo,ci_hi,margin,wilcoxon_p,holm_p,verdict,mean_own,best_family,mean_best,pct_from_best,n_configs_vs_best,n_clusters_vs_best,diff_vs_best,ci_lo_vs_best,ci_hi_vs_best,margin_vs_best,wilcoxon_p_vs_best,verdict_vs_best,in_best_set,seed_n,seed_min_mean,seed_median_mean,seed_max_mean,seed_sd,seed_spread_pct,seed_best,seed_worst
emp_m,m=1.0,atc,edd,1,180,180,444.8689277777778,445.5551500000001,0.6862222222222215,0.17484000000000038,1.3405241666666643,4.4486892777777785,0.017290280592906253,0.10374168355743751,equivalent,445.55514999999997,mlp_pool,444.7692744444445,0.17669286093044964,180.0,180.0,0.7858755555555516,0.206786938888885,1.5070274333333293,4.447692744444446,0.3388634843676721,equivalent,1.0,,,,,,,,
emp_m,m=1.0,wmdd,edd,1,180,180,444.8689277777778,445.3319900000001,0.4630622222222251,0.10517333333333327,0.9378005555555572,4.4486892777777785,0.043114446783075355,0.21557223391537678,equivalent,445.33198999999996,mlp_pool,444.7692744444445,0.12651853171700445,180.0,180.0,0.5627155555555551,0.1273572111111153,1.1178766666666662,4.447692744444446,0.5253644261147148,equivalent,1.0,,,,,,,,
emp_m,m=1.0,lpt,edd,1,180,180,444.8689277777778,445.5785988888889,0.70967111111111,-0.07620227777778207,2.107501388888894,4.4486892777777785,0.1823383541807685,0.729353416723074,equivalent,445.5785988888889,mlp_pool,444.7692744444445,0.1819650076897386,180.0,180.0,0.8093244444444401,0.03471349444443984,2.2498342388888926,4.447692744444446,0.10395918339133761,equivalent,1.0,,,,,,,,
emp_m,m=1.0,random,edd,1,180,180,444.8689277777778,446.3160666666667,1.4471388888888845,0.4718036388888853,2.8144874166666654,4.4486892777777785,0.00025021619831076065,0.0020017295864860852,equivalent,446.3160666666667,mlp_pool,444.7692744444445,0.34777407323253184,180.0,180.0,1.5467922222222146,0.5338108222222169,2.964390427777775,4.447692744444446,8.492017308270738e-05,equivalent,1.0,,,,,,,,
emp_m,m=1.0,mlp_pool,edd,1,180,180,444.8689277777778,444.76927444444453,-0.09965333333333001,-0.26032747777777454,0.024417238888889668,4.4486892777777785,0.6009589593685324,1.0,equivalent,444.7692744444445,mlp_pool,444.7692744444445,0.0,180.0,180.0,0.0,0.0,0.0,4.447692744444445,1.0,equivalent,1.0,10.0,444.68101666666666,444.75818777777783,444.95305222222225,0.08050311731987342,0.06117543707955253,v2rl302,v2rl309
emp_m,m=1.0,attn_pool,edd,1,180,180,444.8689277777778,445.26791222222226,0.39898444444444825,0.06656556111111486,0.8345761055555554,4.4486892777777785,0.005402904847771946,0.03782033393440362,equivalent,445.2679122222222,mlp_pool,444.7692744444445,0.11211156130345844,180.0,180.0,0.4986377777777782,0.12881139444443956,1.0022526833333396,4.447692744444446,0.0008918026969621409,equivalent,1.0,10.0,444.71602444444443,445.25160944444445,445.8835966666666,0.3954489245220185,0.26254332159061367,v2at302,v2at301
emp_m,m=1.0,v1_pool,edd,1,180,180,444.8689277777778,444.80985370370377,-0.05907407407407703,-0.20152188888889727,0.07346279629629461,4.4486892777777785,0.20917434878385366,0.729353416723074,equivalent,444.80985370370365,mlp_pool,444.7692744444445,0.009123665142980523,180.0,180.0,0.04057925925925299,-0.03008466666666777,0.1332612574073971,4.447692744444446,0.22916285462135044,equivalent,1.0,3.0,444.7627211111111,444.76439444444446,444.9024455555555,0.08019126064057144,0.03141550265168824,rl301,rl303
emp_m,m=1.0,rollcp2,edd,0,48,48,505.82771249999996,505.80811666666676,-0.019595833333321266,-0.1450474999999873,0.05329395833337911,5.058277125,0.0006916092756661167,0.0006916092756661167,equivalent,,,,,,,,,,,,,,,,,,,,,
emp_m,m=1.0,edd,edd,1,180,180,444.8689277777778,444.8689277777778,0.0,0.0,0.0,4.4486892777777785,1.0,1.0,reference,444.8689277777778,mlp_pool,444.7692744444445,0.02240562445726439,180.0,180.0,0.09965333333333001,-0.022876288888900278,0.25212089999999976,4.447692744444446,0.6009589593685324,equivalent,1.0,,,,,,,,
emp_m,m=0.8,pfifo,edd,1,180,180,446.6359855555555,446.6359855555555,0.0,0.0,0.0,4.466359855555555,1.0,1.0,equivalent,446.6359855555556,v1_pool,446.3757633333334,0.058296673699073646,180.0,180.0,0.2602222222222278,0.003320407407424874,0.5547296666666691,4.463757633333334,0.01438819879662623,equivalent,1.0,,,,,,,,
