scope_type,scope,method,reference,family,n_configs,n_clusters,mean_ref,mean_method,mean_diff,ci_lo,ci_hi,margin,wilcoxon_p,holm_p,verdict,regime,crew_multiplier,u_bin
overall,ALL,edd,atc,rule-vs-rule,887,527,1436.440227395716,1428.0960668545658,-8.34416054115001,-14.179401866372745,-1.8821424482292695,14.36440227395716,7.35902745760126e-20,5.887221966081008e-19,equivalent,,,
overall,ALL,lpt,atc,rule-vs-rule,887,527,1436.440227395716,14898.353685907554,13461.91345851184,11087.575434933524,16220.2595029823,14.36440227395716,8.510576400953854e-60,9.36163404104924e-59,worse,,,
overall,ALL,pfifo,atc,rule-vs-rule,887,527,1436.440227395716,1428.029585005637,-8.410642390079,-14.399771509294142,-2.0314754725865116,14.36440227395716,6.147712102592474e-20,5.532940892333227e-19,inconclusive,,,
overall,ALL,random,atc,rule-vs-rule,887,527,1436.440227395716,4790.174193686584,3353.733966290867,2676.4475085296494,4090.0097437713885,14.36440227395716,7.4375009051156714e-62,1.041250126716194e-60,worse,,,
overall,ALL,wmdd,atc,rule-vs-rule,887,527,1436.440227395716,1434.3142735062006,-2.125953889515324,-3.904676115147177,-0.4488908031647781,14.36440227395716,3.155106726196667e-05,9.465320178590002e-05,equivalent,,,
overall,ALL,wspt,atc,rule-vs-rule,887,527,1436.440227395716,1678.3710122886132,241.93078489289738,196.58999542125753,291.12297053826063,14.36440227395716,2.2000912048811309e-66,3.960164168786035e-65,worse,,,
overall,ALL,rollcp2,atc,optimizer-vs-rule,160,64,513.86338,510.40927375,-3.454106249999994,-8.230957927350438,0.4209151395827302,5.1386338,0.031600493046739175,0.031600493046739175,inconclusive,,,
overall,ALL,v2rl301,atc,policy-vs-rule,887,527,1436.440227395716,1462.6223954904174,26.18216809470126,9.773118977445565,45.4838141604246,14.36440227395716,0.0009131476956353786,0.010044624651989164,inconclusive,,,
overall,ALL,v2rl302,atc,policy-vs-rule,887,527,1436.440227395716,1443.6361540022547,7.195926606538876,-2.5776455054287557,18.810338360942012,14.36440227395716,3.992310406387732e-06,5.988465609581597e-05,inconclusive,,,
overall,ALL,v2rl303,atc,policy-vs-rule,887,527,1436.440227395716,1662.1289125140925,225.68868511837647,167.0182150383605,294.7399330024826,14.36440227395716,8.355645866809296e-17,2.088911466702324e-15,worse,,,
overall,ALL,v2rl304,atc,policy-vs-rule,887,527,1436.440227395716,1428.31673416009,-8.123493235625705,-14.73465826855765,-0.5292013205530331,14.36440227395716,2.3265985135409157e-12,5.351176581144106e-11,inconclusive,,,
overall,ALL,v2rl305,atc,policy-vs-rule,887,527,1436.440227395716,1440.476807666291,4.036580270574884,-6.548126659871654,16.39451728063453,14.36440227395716,2.5938118638684158e-09,4.92824254134999e-08,inconclusive,,,
overall,ALL,v2rl306,atc,policy-vs-rule,887,527,1436.440227395716,1457.7295161217587,21.28928872604282,5.826140653607839,40.101317719221754,14.36440227395716,0.0018807319370453654,0.018807319370453653,inconclusive,,,
overall,ALL,v2rl307,atc,policy-vs-rule,887,527,1436.440227395716,1451.1049799323562,14.66475253664036,1.5759385020032088,30.820529611019474,14.36440227395716,1.1039238249670196e-06,1.7662781199472313e-05,inconclusive,,,
overall,ALL,v2rl308,atc,policy-vs-rule,887,527,1436.440227395716,1429.4361591882753,-7.004068207440793,-15.060618026270427,2.440347666619365,14.36440227395716,9.653074267607774e-11,2.0271455961976325e-09,inconclusive,,,
overall,ALL,v2rl309,atc,policy-vs-rule,887,527,1436.440227395716,1629.2521087936868,192.81188139797075,140.56692708004107,254.16264784020996,14.36440227395716,4.014930933056909e-23,1.0840313519253654e-21,worse,,,
overall,ALL,v2rl310,atc,policy-vs-rule,887,527,1436.440227395716,1425.73302367531,-10.707203720405875,-16.404784787893718,-5.31116712017003,14.36440227395716,8.263180567203367e-14,1.983163336128808e-12,inconclusive,,,
overall,ALL,atc,wmdd,rule-vs-rule,887,527,1434.3142735062006,1436.440227395716,2.125953889515324,0.4440730774531318,3.9646626918267773,14.343142735062006,3.155106726196667e-05,9.465320178590002e-05,equivalent,,,
overall,ALL,edd,wmdd,rule-vs-rule,887,527,1434.3142735062006,1428.0960668545658,-6.218206651634689,-11.899805122026095,0.2655890470802055,14.343142735062006,1.24992440898752e-18,6.2496220449376e-18,equivalent,,,
overall,ALL,lpt,wmdd,rule-vs-rule,887,527,1434.3142735062006,14898.353685907554,13464.039412401353,11033.050784461206,16101.665272689253,14.343142735062006,1.2428383158463783e-59,1.2428383158463783e-58,worse,,,
