scope_type,scope,method,n_rows,coverage,mean,best_method,mean_best,n_configs,n_clusters,mean_diff,ci_lo,ci_hi,margin,wilcoxon_p,verdict,in_equivalence_set,regime,crew_multiplier,u_bin
u_bin,u_bin=0.8-1.0,v2rl305,166,1.0,2007.2344542168676,rollcp2,836.5752799999999,15,15,0.2492933333333042,-0.6390869999999773,1.507912999999923,8.3657528,0.16142946236708333,equivalent,1,,,0.8-1.0
u_bin,u_bin=0.8-1.0,v2rl306,166,1.0,2011.4546915662654,rollcp2,836.5752799999999,15,15,-0.03961333333338833,-0.6161386666666865,0.5393613333331891,8.3657528,0.5754030229127536,equivalent,1,,,0.8-1.0
u_bin,u_bin=0.8-1.0,v2rl307,166,1.0,2009.596577108434,rollcp2,836.5752799999999,15,15,0.5117999999999692,-0.3890106666666789,1.642421999999957,8.3657528,0.779434528427275,equivalent,1,,,0.8-1.0
u_bin,u_bin=0.8-1.0,v2rl308,166,1.0,2010.338708433735,rollcp2,836.5752799999999,15,15,2.417399999999943,-0.23697766666667988,7.218398666666544,8.3657528,0.6744240722352938,equivalent,1,,,0.8-1.0
u_bin,u_bin=0.8-1.0,v2rl309,166,1.0,2060.9106493975905,rollcp2,836.5752799999999,15,15,3.829079999999982,-0.23403233333334636,11.424311999999999,8.3657528,0.6744240722352938,inconclusive,0,,,0.8-1.0
u_bin,u_bin=0.8-1.0,v2rl310,166,1.0,2007.328791566265,rollcp2,836.5752799999999,15,15,1.0868799999999414,-0.4030399999999948,3.44178999999993,8.3657528,0.8886378608950078,equivalent,1,,,0.8-1.0
u_bin,u_bin=0.8-1.0,wmdd,166,1.0,2023.4577361445783,rollcp2,836.5752799999999,15,15,6.7713333333333345,-0.18465333333334494,17.465084333333337,8.3657528,0.6744240722352938,inconclusive,0,,,0.8-1.0
u_bin,u_bin=0.8-1.0,wspt,166,1.0,2185.894281927711,rollcp2,836.5752799999999,15,15,19.937159999999963,4.40359999999996,42.17349733333328,8.3657528,0.050612432239184685,inconclusive,0,,,0.8-1.0
u_bin,u_bin=1.0-1.2,atc,124,1.0,2744.5611225806456,rollcp2,631.8921750000001,8,8,-11.965650000000053,-43.95222500000007,6.742674999999949,6.318921750000001,1.0,inconclusive,0,,,1.0-1.2
u_bin,u_bin=1.0-1.2,edd,124,1.0,2718.3111629032255,rollcp2,631.8921750000001,8,8,-16.220650000000035,-51.69749999999999,2.9960999999998705,6.318921750000001,1.0,inconclusive,0,,,1.0-1.2
u_bin,u_bin=1.0-1.2,lpt,124,1.0,33111.38951935484,rollcp2,631.8921750000001,8,8,114.81097499999989,11.74164999999995,275.1676749999998,6.318921750000001,0.25,worse,0,,,1.0-1.2
u_bin,u_bin=1.0-1.2,pfifo,124,1.0,2717.8240274193545,rollcp2,631.8921750000001,8,8,-16.220650000000035,-51.69749999999999,2.9960999999998705,6.318921750000001,1.0,inconclusive,0,,,1.0-1.2
u_bin,u_bin=1.0-1.2,random,124,1.0,9413.30588064516,rollcp2,631.8921750000001,8,8,24.912499999999923,4.4515224999999825,53.198299999999875,6.318921750000001,0.25,inconclusive,0,,,1.0-1.2
u_bin,u_bin=1.0-1.2,rollcp2,8,0.06451612903225806,631.8921750000001,rollcp2,631.8921750000001,8,8,0.0,0.0,0.0,6.318921750000001,1.0,equivalent,1,,,1.0-1.2
u_bin,u_bin=1.0-1.2,v2rl301,124,1.0,2745.1159725806456,rollcp2,631.8921750000001,8,8,52.45949999999992,1.2595499999999475,119.89492499999994,6.318921750000001,0.25,inconclusive,0,,,1.0-1.2
u_bin,u_bin=1.0-1.2,v2rl302,124,1.0,2732.26220483871,rollcp2,631.8921750000001,8,8,17.254049999999935,0.7527499999999492,39.89522499999997,6.318921750000001,0.25,inconclusive,0,,,1.0-1.2
u_bin,u_bin=1.0-1.2,v2rl303,124,1.0,3000.9193612903223,rollcp2,631.8921750000001,8,8,53.304974999999885,0.7527499999999492,141.02707499999977,6.318921750000001,0.25,inconclusive,0,,,1.0-1.2
u_bin,u_bin=1.0-1.2,v2rl304,124,1.0,2716.4676000000004,rollcp2,631.8921750000001,8,8,5.336725000000001,0.26612500000007344,14.707724999999996,6.318921750000001,0.25,inconclusive,0,,,1.0-1.2
u_bin,u_bin=1.0-1.2,v2rl305,124,1.0,2723.2500306451607,rollcp2,631.8921750000001,8,8,24.261749999999893,0.8691499999999479,59.29069999999989,6.318921750000001,0.25,inconclusive,0,,,1.0-1.2
u_bin,u_bin=1.0-1.2,v2rl306,124,1.0,2747.906727419355,rollcp2,631.8921750000001,8,8,52.36459999999995,0.7606474999999483,120.90562500000004,6.318921750000001,0.25,inconclusive,0,,,1.0-1.2
u_bin,u_bin=1.0-1.2,v2rl307,124,1.0,2735.236406451613,rollcp2,631.8921750000001,8,8,51.54814999999998,0.8689474999999481,119.91255000000004,6.318921750000001,0.25,inconclusive,0,,,1.0-1.2
u_bin,u_bin=1.0-1.2,v2rl308,124,1.0,2718.4116758064515,rollcp2,631.8921750000001,8,8,1.7211499999999518,0.0,4.663299999999964,6.318921750000001,0.25,equivalent,1,,,1.0-1.2
u_bin,u_bin=1.0-1.2,v2rl309,124,1.0,2995.1958661290323,rollcp2,631.8921750000001,8,8,-15.71870000000007,-49.488150000000005,2.276399999999782,6.318921750000001,1.0,inconclusive,0,,,1.0-1.2
u_bin,u_bin=1.0-1.2,v2rl310,124,1.0,2713.436914516129,rollcp2,631.8921750000001,8,8,4.582699999999932,-0.02647500000000491,13.311074999999931,6.318921750000001,0.625,inconclusive,0,,,1.0-1.2
u_bin,u_bin=1.0-1.2,wmdd,124,1.0,2741.982572580645,rollcp2,631.8921750000001,8,8,-14.183975000000075,-46.00142500000001,3.1904999999997727,6.318921750000001,1.0,inconclusive,0,,,1.0-1.2
u_bin,u_bin=1.0-1.2,wspt,124,1.0,3219.568345967742,rollcp2,631.8921750000001,8,8,-4.271725000000018,-41.989975000000086,24.916049999999927,6.318921750000001,1.0,inconclusive,0,,,1.0-1.2
u_bin,u_bin=<0.5,atc,195,1.0,235.1378512820513,v2rl302,234.5710287179487,195,100,0.566822564102564,0.03703377777777778,1.2723213350333753,2.3457102871794873,0.017960477526078766,equivalent,1,,,<0.5
u_bin,u_bin=<0.5,edd,195,1.0,234.65056307692308,v2rl302,234.5710287179487,195,100,0.0795343589743582,0.0010144329896907016,0.21195851906158195,2.3457102871794873,0.06788915486182899,equivalent,1,,,<0.5
u_bin,u_bin=<0.5,lpt,195,1.0,234.88159282051282,v2rl302,234.5710287179487,195,100,0.3105641025641014,0.020334020618555458,0.7628349514563093,2.3457102871794873,0.043114446783075355,equivalent,1,,,<0.5
u_bin,u_bin=<0.5,pfifo,195,1.0,234.65056307692308,v2rl302,234.5710287179487,195,100,0.0795343589743582,0.0010092307692307493,0.21131658065753786,2.3457102871794873,0.06788915486182899,equivalent,1,,,<0.5
u_bin,u_bin=<0.5,random,195,1.0,235.4442676923077,v2rl302,234.5710287179487,195,100,0.8732389743589738,0.27170984693877553,1.669148195756058,2.3457102871794873,0.0014688499662158375,equivalent,1,,,<0.5
u_bin,u_bin=<0.5,rollcp2,59,0.30256410256410254,300.3870508474576,v2rl302,234.5710287179487,59,32,0.08906779661016605,0.004378779408044663,0.2344232496251881,3.0029798305084747,2.7788879871039243e-05,equivalent,1,,,<0.5
u_bin,u_bin=<0.5,v2rl301,195,1.0,234.6283415384615,v2rl302,234.5710287179487,195,100,0.05731282051282016,0.0,0.14957068062827097,2.3457102871794873,0.10880943004054568,equivalent,1,,,<0.5
u_bin,u_bin=<0.5,v2rl302,195,1.0,234.5710287179487,v2rl302,234.5710287179487,195,100,0.0,0.0,0.0,2.3457102871794873,1.0,equivalent,1,,,<0.5
u_bin,u_bin=<0.5,v2rl303,195,1.0,234.60509641025638,v2rl302,234.5710287179487,195,100,0.034067692307691036,0.0,0.10014874371858921,2.3457102871794873,0.17971249487899976,equivalent,1,,,<0.5
u_bin,u_bin=<0.5,v2rl304,195,1.0,234.68398358974358,v2rl302,234.5710287179487,195,100,0.11295487179487101,0.0,0.2685807516686882,2.3457102871794873,0.10880943004054568,equivalent,1,,,<0.5
u_bin,u_bin=<0.5,v2rl305,195,1.0,234.60575282051283,v2rl302,234.5710287179487,195,100,0.03472410256410326,0.0,0.09741389125295721,2.3457102871794873,0.10880943004054568,equivalent,1,,,<0.5
u_bin,u_bin=<0.5,v2rl306,195,1.0,234.8055476923077,v2rl302,234.5710287179487,195,100,0.23451897435897523,0.0,0.6550930481283439,2.3457102871794873,0.06788915486182899,equivalent,1,,,<0.5
u_bin,u_bin=<0.5,v2rl307,195,1.0,234.6209323076923,v2rl302,234.5710287179487,195,100,0.049903589743590625,0.0,0.129971891891895,2.3457102871794873,0.10880943004054568,equivalent,1,,,<0.5
u_bin,u_bin=<0.5,v2rl308,195,1.0,234.6484646153846,v2rl302,234.5710287179487,195,100,0.0774358974358961,0.0,0.22679775346779055,2.3457102871794873,0.10880943004054568,equivalent,1,,,<0.5
u_bin,u_bin=<0.5,v2rl309,195,1.0,234.7815169230769,v2rl302,234.5710287179487,195,100,0.21048820512820438,0.042440425531914176,0.43426552036776767,2.3457102871794873,0.04216819709715596,equivalent,1,,,<0.5
u_bin,u_bin=<0.5,v2rl310,195,1.0,234.5759507692308,v2rl302,234.5710287179487,195,100,0.00492205128205056,-0.0072749999999985,0.02234226804123339,2.3457102871794873,0.6547208460185769,equivalent,1,,,<0.5
u_bin,u_bin=<0.5,wmdd,195,1.0,235.12146564102565,v2rl302,234.5710287179487,195,100,0.5504369230769247,0.042034871794871774,1.2632750343222874,2.3457102871794873,0.017960477526078766,equivalent,1,,,<0.5
u_bin,u_bin=<0.5,wspt,195,1.0,235.98889128205127,v2rl302,234.5710287179487,195,100,1.4178625641025644,0.4879287734487737,2.593423293788531,2.3457102871794873,0.00013121408685711018,inconclusive,0,,,<0.5
u_bin,u_bin=>=1.2,atc,179,1.0,1729.3418407821232,rollcp2,264.21858620689653,29,16,10.77022758620691,-0.0103172413793059,35.28062952380953,2.6421858620689656,0.9162824413291019,inconclusive,0,,,>=1.2
u_bin,u_bin=>=1.2,edd,179,1.0,1718.143169273743,rollcp2,264.21858620689653,29,16,33.178551724137954,-0.010239999999996599,94.89297525000008,2.6421858620689656,0.9162824413291019,inconclusive,0,,,>=1.2
u_bin,u_bin=>=1.2,lpt,179,1.0,37639.08770837989,rollcp2,264.21858620689653,29,16,303.39353103448275,-0.010401739130428446,879.8179142857142,2.6421858620689656,0.9162824413291019,inconclusive,0,,,>=1.2
u_bin,u_bin=>=1.2,pfifo,179,1.0,1718.1511882681561,rollcp2,264.21858620689653,29,16,33.178551724137954,-0.010348387096771163,98.38907615384619,2.6421858620689656,0.9162824413291019,inconclusive,0,,,>=1.2
u_bin,u_bin=>=1.2,random,179,1.0,12140.416125139662,rollcp2,264.21858620689653,29,16,88.20735862068966,0.5337325925925958,266.8522270604396,2.6421858620689656,0.03569190011680441,inconclusive,0,,,>=1.2
u_bin,u_bin=>=1.2,rollcp2,29,0.16201117318435754,264.21858620689653,rollcp2,264.21858620689653,29,16,0.0,0.0,0.0,2.6421858620689656,1.0,equivalent,1,,,>=1.2
u_bin,u_bin=>=1.2,v2rl301,179,1.0,1875.660994413408,rollcp2,264.21858620689653,29,16,182.06171034482762,-0.010586666666661889,527.99028,2.6421858620689656,0.9162824413291019,inconclusive,0,,,>=1.2
u_bin,u_bin=>=1.2,v2rl302,179,1.0,1790.351717318436,rollcp2,264.21858620689653,29,16,33.29986206896554,-0.00996768253968034,111.42686480000006,2.6421858620689656,0.9162824413291019,inconclusive,0,,,>=1.2
u_bin,u_bin=>=1.2,v2rl303,179,1.0,2622.6831966480445,rollcp2,264.21858620689653,29,16,220.66684137931043,-0.01004444444443893,638.6274375595236,2.6421858620689656,0.9162824413291019,inconclusive,0,,,>=1.2
u_bin,u_bin=>=1.2,v2rl304,179,1.0,1722.4802782122906,rollcp2,264.21858620689653,29,16,99.38821379310346,-0.010586666666661889,299.00916083333334,2.6421858620689656,0.9162824413291019,inconclusive,0,,,>=1.2
u_bin,u_bin=>=1.2,v2rl305,179,1.0,1783.4350558659219,rollcp2,264.21858620689653,29,16,158.50993793103444,-0.01007999999999735,475.6056838859407,2.6421858620689656,0.9162824413291019,inconclusive,0,,,>=1.2
u_bin,u_bin=>=1.2,v2rl306,179,1.0,1847.712661452514,rollcp2,264.21858620689653,29,16,190.21239999999997,-0.010586666666661889,539.6069436363634,2.6421858620689656,0.9162824413291019,inconclusive,0,,,>=1.2
u_bin,u_bin=>=1.2,v2rl307,179,1.0,1825.5029229050278,rollcp2,264.21858620689653,29,16,167.1550551724138,-0.01034285714285131,480.08208195652094,2.6421858620689656,0.9162824413291019,inconclusive,0,,,>=1.2
u_bin,u_bin=>=1.2,v2rl308,179,1.0,1729.0298290502797,rollcp2,264.21858620689653,29,16,120.31030344827587,-0.010348387096771163,397.74993,2.6421858620689656,0.9162824413291019,inconclusive,0,,,>=1.2
u_bin,u_bin=>=1.2,v2rl309,179,1.0,2479.1456843575425,rollcp2,264.21858620689653,29,16,91.92617241379308,-0.010218181818174799,302.80570833333326,2.6421858620689656,0.9162824413291019,inconclusive,0,,,>=1.2
u_bin,u_bin=>=1.2,v2rl310,179,1.0,1717.1265318435755,rollcp2,264.21858620689653,29,16,39.70924137931035,-0.010064516129030806,110.79073769230772,2.6421858620689656,0.9162824413291019,inconclusive,0,,,>=1.2
u_bin,u_bin=>=1.2,wmdd,179,1.0,1721.7309944134079,rollcp2,264.21858620689653,29,16,3.520558620689671,-0.010607407407399528,11.675925000000063,2.6421858620689656,0.9162824413291019,inconclusive,0,,,>=1.2
u_bin,u_bin=>=1.2,wspt,179,1.0,2442.178861452514,rollcp2,264.21858620689653,29,16,16.232565517241397,1.341917241379311,48.471766865942094,2.6421858620689656,0.009632975772588674,inconclusive,0,,,>=1.2
