update,mean_train_return,dev_wwt_mean,entropy,value_loss,seconds
139,-2.167965,411.055213,1.218252,1.363460,0.897
140,-2.201242,411.055213,1.058952,1.736175,2.357
141,-5.225486,411.055213,0.526605,2.437636,0.934
142,-4.440775,411.055213,0.479209,2.305494,1.201
143,-3.105600,411.055213,0.563928,2.658383,0.896
144,-7.319152,411.055213,0.798211,3.572925,1.225
145,-1.898773,411.055213,0.655760,1.305418,0.926
146,-1.978500,411.055213,0.513227,1.162382,1.240
147,-2.687940,411.055213,0.556306,1.739315,0.882
148,-4.345452,411.055213,0.487735,2.121022,1.192
149,-4.206177,411.055213,0.651399,1.501099,0.919
150,-2.007073,411.055213,0.523497,1.504818,1.213
151,-1.813864,411.055213,0.585311,1.042408,0.866
152,-3.333999,411.055213,0.651248,1.603361,1.217
153,-3.413385,411.055213,0.618610,1.709290,0.915
154,-3.932756,411.055213,0.402282,3.003501,1.216
155,-4.044359,411.055213,0.432197,2.170567,0.893
156,-6.310559,411.055213,0.488413,2.063256,1.211
157,-2.333511,411.055213,0.373789,1.372280,0.895
158,-2.854306,411.055213,0.568382,1.490627,1.225
159,-2.894574,411.055213,0.331549,1.876385,0.874
160,-3.286358,411.055213,0.560625,2.462952,2.367
161,-3.895985,411.055213,0.462406,1.356404,0.896
162,-2.426176,411.055213,0.630424,1.489310,1.194
163,-2.746758,411.055213,0.677922,1.843450,0.910
164,-2.776323,411.055213,0.958202,1.003596,1.373
165,-2.746191,411.055213,0.725906,1.615511,0.895
166,-4.891617,411.055213,0.611200,3.785241,1.243
167,-2.831564,411.055213,0.389744,1.631644,0.890
168,-3.728516,411.055213,0.568425,1.548332,1.320
169,-1.234264,411.055213,0.717656,1.015568,0.928
170,-4.982130,411.055213,0.554319,1.318615,1.193
171,-2.207999,411.055213,0.394641,1.327540,0.926
172,-1.593814,411.055213,0.468733,0.655918,1.235
173,-1.374719,411.055213,0.580642,0.551435,0.963
174,-2.740980,411.055213,0.458674,1.245435,1.224
175,-2.290073,411.055213,0.730414,0.897072,0.922
176,-2.710458,411.055213,0.478254,0.670200,1.205
177,-2.331481,411.055213,0.735505,1.221396,0.916
178,-1.192020,411.055213,0.654313,0.574398,1.243
179,-3.327176,411.055213,0.576818,2.347984,0.891
180,-2.243927,411.217225,0.589640,2.236725,2.357
181,-4.843799,411.217225,0.810028,1.624814,0.943
182,-2.363569,411.217225,0.458000,1.636986,1.233
183,-2.894406,411.217225,0.307117,1.374374,0.906
184,-2.646617,411.217225,0.599416,1.369606,1.233
185,-3.447794,411.217225,0.533533,2.253024,0.890
186,-4.732316,411.217225,0.453080,1.331277,1.229
187,-2.383888,411.217225,0.506384,1.558164,0.916
188,-3.588241,411.217225,0.547472,1.027558,1.231
189,-1.109434,411.217225,0.598589,1.613203,0.921
190,-3.725390,411.217225,0.631608,0.883124,1.203
191,-2.936090,411.217225,0.482411,2.627550,0.887
192,-6.196747,411.217225,0.537740,2.957864,1.180
193,-3.182539,411.217225,0.764250,1.311300,0.942
194,-2.545042,411.217225,0.703528,1.130912,1.242
195,-2.992251,411.217225,0.554812,1.278422,0.946
196,-4.356897,411.217225,0.726587,2.394042,1.203
197,-3.980951,411.217225,0.767552,1.494876,0.933
198,-3.215855,411.217225,0.839759,1.786685,1.257
199,-2.038661,411.217225,0.621913,1.105047,0.923
200,-1.880178,411.154725,0.602780,0.696762,2.344
201,-3.391429,411.154725,0.653737,1.692117,0.887
202,-3.091796,411.154725,0.651174,1.437529,1.195
203,-2.608660,411.154725,0.771303,1.581127,0.910
204,-3.554983,411.154725,0.373690,1.860894,1.183
205,-2.292589,411.154725,0.428878,1.450619,0.902
206,-2.989164,411.154725,0.569686,2.030747,1.236
207,-3.208245,411.154725,0.635494,1.368527,0.921
208,-3.009128,411.154725,0.829336,0.718672,1.244
209,-2.432338,411.154725,0.779232,1.099026,0.918
210,-2.793984,411.154725,0.679177,1.296117,1.153
211,-2.533704,411.154725,0.674635,1.520530,0.990
212,-1.730972,411.154725,0.648077,0.432651,1.229
213,-1.607904,411.154725,0.548807,1.208958,0.931
214,-3.756183,411.154725,0.549022,1.609140,1.211
215,-2.057819,411.154725,0.908022,1.123587,0.916
216,-3.965490,411.154725,0.786528,1.284504,1.209
217,-4.335754,411.154725,0.552043,2.773539,0.901
218,-6.031850,411.154725,0.827381,2.478730,1.206
219,-3.024656,411.154725,0.667783,1.932519,0.980
220,-2.699510,411.760413,0.428171,1.204997,2.312
221,-4.267805,411.760413,0.882720,1.304235,0.901
222,-1.283582,411.760413,0.531081,2.378951,1.187
223,-3.770974,411.760413,1.030011,1.436029,0.941
224,-2.584200,411.760413,0.478112,1.216733,1.216
225,-5.274994,411.760413,0.637942,2.206421,0.900
226,-2.366012,411.760413,0.592055,1.625413,1.201
227,-1.834272,411.760413,0.463386,0.716054,0.865
228,-2.911777,411.760413,0.628397,1.184567,1.191
229,-2.004856,411.760413,0.684768,1.607806,0.893
230,-4.681400,411.760413,0.511339,2.092528,1.183
231,-2.514696,411.760413,0.531983,1.310906,0.875
232,-4.849476,411.760413,0.628063,2.192706,1.235
233,-2.107259,411.760413,0.668254,1.485657,0.931
234,-3.132218,411.760413,0.652166,1.103316,1.220
235,-2.573683,411.760413,0.517877,0.913022,0.895
236,-1.680804,411.760413,0.492378,0.618198,1.213
237,-2.545072,411.760413,0.806820,1.067045,0.925
238,-2.610700,411.760413,0.559199,0.975302,1.226
239,-2.488066,411.760413,0.953843,1.071982,0.965
240,-3.748215,411.873475,0.408701,2.129973,2.334
241,-2.715805,411.873475,0.851120,0.900247,0.906
242,-2.288207,411.873475,0.661427,0.878174,1.238
243,-2.321107,411.873475,0.516417,0.672090,0.953
244,-1.935604,411.873475,0.401330,0.902519,1.210
245,-3.026636,411.873475,0.352003,1.851152,0.899
246,-2.550927,411.873475,0.664343,1.351546,1.217
247,-2.418788,411.873475,0.805441,1.937203,0.933
248,-6.037832,411.873475,0.742213,3.045128,1.160
249,-1.750853,411.873475,0.529612,1.336420,0.892
250,-1.906292,411.873475,0.714095,1.172357,1.329
251,-2.310220,411.873475,0.801549,0.890424,1.044
252,-3.310064,411.873475,0.657278,2.051990,1.091
253,-2.017488,411.873475,0.776394,0.763665,0.897
254,-2.274369,411.873475,0.490725,0.914898,1.297
255,-1.544821,411.873475,0.559310,0.636997,1.017
256,-1.661768,411.873475,0.305845,1.191924,1.225
257,-1.861599,411.873475,0.528089,0.379792,0.896
258,-2.039099,411.873475,0.741578,0.910512,1.285
259,-3.155327,411.873475,0.448207,1.929303,0.903
260,-5.041074,423.107775,0.470319,2.120529,2.494
261,-3.138220,423.107775,0.557428,1.262677,0.892
262,-1.815676,423.107775,0.449262,1.406585,1.194
263,-3.284482,423.107775,0.642418,1.759601,0.911
264,-3.296943,423.107775,0.539433,1.631717,1.251
265,-4.131693,423.107775,0.417727,1.988662,0.894
266,-2.019457,423.107775,0.416116,1.163478,1.307
267,-2.810437,423.107775,0.767309,0.776458,1.008
268,-3.448740,423.107775,0.672488,1.924234,1.207
269,-2.588947,423.107775,0.751329,1.179725,0.950
270,-3.023803,423.107775,0.493930,2.416553,1.206
271,-2.358119,423.107775,1.045149,0.883214,0.934
272,-1.626201,423.107775,0.856324,0.777491,1.221
273,-1.874061,423.107775,0.577529,1.164171,0.883
274,-2.622599,423.107775,0.408111,1.315209,1.229
275,-2.767500,423.107775,0.573535,0.846302,0.813
276,-2.803834,423.107775,0.889054,1.103609,1.243
277,-2.908819,423.107775,0.838195,1.668757,0.877
278,-3.167037,423.107775,0.453822,2.047705,1.230
279,-2.758068,423.107775,0.655968,2.198058,0.968
280,-2.293006,416.576525,0.781371,0.757562,2.351
281,-2.056616,416.576525,0.862465,1.299916,0.871
282,-1.670281,416.576525,0.541880,1.156082,1.204
283,-4.542528,416.576525,0.703398,2.147663,0.903
284,-2.096953,416.576525,0.701613,1.158673,1.235
285,-4.138241,416.576525,0.541663,2.170944,0.912
286,-4.441267,416.576525,0.695460,1.882887,1.297
287,-3.669481,416.576525,0.689110,1.987366,0.907
288,-3.463189,416.576525,0.578109,2.237865,1.270
289,-1.217551,416.576525,0.516587,1.080500,0.902
290,-3.364247,416.576525,0.265801,2.027622,1.217
291,-4.438227,416.576525,0.489666,2.207814,0.916
292,-3.876219,416.576525,0.288332,1.673264,1.298
293,-2.266773,416.576525,0.504472,1.511890,0.944
294,-2.825295,416.576525,0.647591,1.518148,1.211
295,-2.285711,416.576525,0.653678,1.365292,0.926
296,-4.231483,416.576525,0.576484,2.045095,1.235
297,-4.176386,416.576525,0.389594,1.867464,0.950
298,-2.739913,416.576525,0.408773,1.580111,1.185
299,-2.676405,416.576525,0.673784,1.879131,0.907
300,-3.029509,412.822913,0.742442,1.801458,2.588
301,-3.184545,412.822913,0.602930,1.634631,0.930
302,-2.572346,412.822913,0.580521,1.542725,1.233
303,-1.628674,412.822913,0.420406,0.451100,0.904
304,-0.756400,412.822913,0.451417,0.339396,1.208
305,-2.904693,412.822913,0.798361,2.017166,0.928
306,-5.584777,412.822913,0.843849,1.712446,1.229
307,-1.771306,412.822913,0.616881,1.311684,0.865
308,-3.096903,412.822913,0.569256,1.465451,1.211
309,-3.184620,412.822913,0.542762,1.041496,0.882
310,-3.118343,412.822913,0.696808,1.772398,1.232
311,-2.643185,412.822913,0.875338,1.865094,0.922
312,-2.117696,412.822913,0.668979,1.180346,1.240
313,-4.761185,412.822913,0.489094,3.156646,0.936
314,-3.846404,412.822913,0.528195,2.093333,1.166
315,-3.819769,412.822913,0.535503,1.934200,0.916
316,-3.957690,412.822913,0.528255,1.854230,1.242
317,-3.116190,412.822913,0.353367,0.699843,0.907
318,-2.339748,412.822913,0.347398,0.840524,1.335
319,-1.941652,412.822913,0.465115,0.760221,0.899
320,-3.701957,412.916663,0.629237,2.250894,2.321
321,-2.209702,412.916663,0.827856,0.713684,0.900
322,-1.066069,412.916663,0.617843,0.226213,1.223
323,-1.151629,412.916663,0.505992,0.842643,0.845
324,-3.407157,412.916663,0.654002,0.929980,1.218
325,-2.877644,412.916663,0.926788,1.126404,0.960
326,-2.943649,412.916663,0.417994,1.067658,1.207
327,-2.580304,412.916663,0.728536,1.105880,0.910
328,-2.103587,412.916663,0.725530,1.472612,1.201
329,-3.862021,412.916663,0.727992,1.861105,0.921
330,-2.537851,412.916663,0.795661,1.647288,1.269
331,-3.778979,412.916663,0.664686,0.963922,0.926
332,-2.023262,412.916663,0.700608,0.735877,1.226
333,-3.546380,412.916663,0.592597,1.997197,0.923
334,-3.166436,412.916663,0.629045,1.185748,1.181
335,-3.254166,412.916663,0.596551,1.241975,0.906
336,-2.804775,412.916663,0.674908,1.432595,1.249
337,-2.970728,412.916663,0.655647,1.493946,0.897
338,-2.183209,412.916663,0.576225,1.812454,1.255
339,-4.236755,412.916663,0.542956,1.943549,0.900
340,-2.193348,429.300700,0.383797,1.783197,2.333
341,-4.051013,429.300700,0.438822,1.531203,0.832
342,-2.248992,429.300700,0.561591,0.963940,1.171
343,-0.604351,429.300700,0.280891,0.804428,0.879
344,-4.572010,429.300700,0.254960,1.298224,1.341
345,-2.581810,429.300700,0.470494,1.812446,0.942
346,-3.997643,429.300700,0.758767,1.577286,1.206
347,-2.244858,429.300700,0.713366,1.414144,0.940
348,-3.978302,429.300700,0.734296,1.155659,1.223
349,-2.013820,429.300700,0.648987,1.291547,0.940
350,-2.441801,429.300700,0.689581,1.668767,1.225
351,-3.156630,429.300700,0.474859,1.208295,0.852
352,-6.052267,429.300700,0.620014,3.085395,1.235
353,-3.073635,429.300700,0.618588,1.314320,0.880
354,-2.105495,429.300700,0.639251,1.188190,1.239
355,-3.489449,429.300700,0.626401,1.832126,0.906
356,-4.652304,429.300700,0.515558,1.386075,1.181
357,-2.871087,429.300700,0.486530,1.192078,0.855
358,-2.495239,429.300700,0.661693,0.995807,1.246
359,-1.975356,429.300700,0.549474,0.886949,0.942
360,-1.604619,428.706950,0.516526,1.026599,2.345
361,-4.909793,428.706950,0.484722,3.198734,0.903
362,-3.270537,428.706950,0.333708,0.680807,1.210
363,-1.042952,428.706950,0.746956,0.385604,0.941
364,-1.829686,428.706950,0.336368,0.995180,1.247
365,-1.655705,428.706950,0.598029,0.880544,0.909
366,-4.147034,428.706950,0.683912,1.168304,1.223
367,-3.047980,428.706950,0.512474,1.324286,0.916
368,-3.982042,428.706950,0.528337,0.788240,1.256
369,-2.895877,428.706950,0.818878,1.352413,0.901
370,-2.137658,428.706950,0.710943,0.846065,1.250
371,-2.623271,428.706950,0.580533,0.929570,0.887
372,-2.372537,428.706950,0.766899,0.554957,1.252
373,-2.084776,428.706950,0.646174,0.731227,0.944
374,-1.754168,428.706950,0.391909,0.499866,1.207
375,-2.871063,428.706950,0.471472,1.571658,0.891
376,-3.130102,428.706950,0.570576,2.107472,1.187
377,-1.721656,428.706950,0.778951,0.778854,0.934
378,-1.270750,428.706950,0.514859,0.509451,1.219
379,-1.780836,428.706950,0.545611,0.628745,0.955
380,-2.392157,422.040150,0.495872,0.991152,2.297
381,-1.796333,422.040150,0.592763,0.876918,0.909
382,-3.406930,422.040150,0.759692,0.741958,1.261
383,-0.955701,422.040150,0.290179,0.525827,0.868
384,-2.723503,422.040150,0.703616,0.666552,1.232
385,-2.076623,422.040150,0.899868,1.316737,0.920
386,-4.102097,422.040150,0.767843,1.239269,1.269
387,-3.222847,422.040150,0.569319,1.507666,0.917
388,-4.509283,422.040150,0.443540,1.324898,1.313
389,-3.035083,422.040150,0.597557,2.763138,0.896
390,-2.429466,422.040150,0.572446,1.212465,1.251
391,-2.442482,422.040150,0.401269,1.021863,0.897
392,-3.141521,422.040150,0.373740,2.472206,1.250
393,-3.125741,422.040150,0.411556,1.174050,0.964
394,-3.106173,422.040150,0.512438,1.014621,1.247
395,-1.920050,422.040150,0.381301,0.994329,0.883
396,-3.074408,422.040150,0.550160,0.921578,1.207
397,-2.313854,422.040150,0.464884,1.126977,0.892
398,-2.963808,422.040150,0.369187,0.741875,1.283
399,-2.317391,422.040150,0.594146,1.169921,0.922
400,-4.090837,421.260413,0.403409,1.554823,2.360
401,-3.754149,421.260413,0.721749,1.815010,0.927
402,-2.910708,421.260413,0.826121,1.142077,1.262
403,-2.951597,421.260413,0.475766,3.158859,0.912
404,-6.508626,421.260413,0.574920,3.003940,1.240
405,-4.742438,421.260413,0.705813,2.743445,0.908
406,-3.846865,421.260413,0.468364,2.500742,1.217
407,-4.803362,421.260413,0.560590,3.178882,0.909
408,-5.137227,421.260413,0.659184,2.146910,1.219
409,-4.109389,421.260413,0.568091,2.358636,0.884
410,-2.710741,421.260413,0.464447,1.212617,1.172
411,-1.334543,421.260413,0.702232,0.830107,0.928
412,-3.607001,421.260413,0.424445,1.791835,1.168
413,-3.141662,421.260413,0.841899,1.237970,0.932
414,-3.193797,421.260413,0.590970,1.135523,1.196
415,-1.194863,421.260413,0.667469,0.614816,0.916
416,-2.894234,421.260413,0.742963,1.048749,1.223
417,-1.870452,421.260413,0.812063,0.865590,0.958
418,-1.844080,421.260413,0.576808,0.431466,1.241
419,-2.456773,421.260413,0.616422,1.601806,0.923
420,-3.998453,428.431950,0.722416,1.852900,2.375
421,-2.396675,428.431950,0.825101,1.070282,0.944
422,-4.084650,428.431950,0.685622,1.682214,1.249
423,-3.582861,428.431950,0.962404,1.381464,0.937
424,-3.185749,428.431950,0.649433,1.623177,1.209
425,-3.368689,428.431950,0.749452,2.165413,0.949
426,-3.132159,428.431950,0.667953,1.882191,1.182
427,-2.640712,428.431950,0.916828,2.107874,0.939
428,-4.056863,428.431950,0.547879,1.234408,1.232
429,-3.720525,428.431950,0.519586,1.346848,0.901
430,-2.083304,428.431950,0.713985,0.971988,1.252
431,-4.107613,428.431950,0.566899,1.504325,0.899
432,-2.331267,428.431950,0.419905,1.400590,1.185
433,-3.741946,428.431950,0.813746,1.227814,0.941
434,-3.785882,428.431950,0.898813,1.645376,1.293
435,-2.384919,428.431950,0.756916,1.388155,0.887
436,-4.197564,428.431950,0.985171,2.249725,1.272
437,-3.385692,428.431950,0.634099,1.219107,0.913
438,-3.785175,428.431950,0.333942,1.967907,1.238
439,-3.810562,428.431950,0.376670,2.350840,0.854
440,-3.625931,421.873263,0.645467,1.476204,2.346
441,-2.064445,421.873263,0.423989,1.081567,0.981
442,-5.400912,421.873263,0.332275,2.427287,1.218
443,-2.483191,421.873263,0.558594,1.014036,0.913
444,-1.876217,421.873263,0.641673,1.594384,1.257
445,-4.839454,421.873263,0.414673,1.694221,0.909
446,-2.931617,421.873263,0.531035,1.422142,1.220
447,-3.571915,421.873263,0.566993,1.391723,0.913
448,-3.904520,421.873263,0.939226,1.552690,1.226
449,-1.233487,421.873263,0.807813,0.954963,0.938
450,-3.201228,421.873263,0.764090,1.341823,1.322
451,-2.292346,421.873263,0.474524,0.993085,0.880
452,-2.751989,421.873263,0.685298,1.424075,1.289
453,-3.194641,421.873263,0.507276,1.402267,0.898
454,-1.121366,421.873263,0.400482,1.151187,1.204
455,-4.681871,421.873263,0.509283,1.775785,0.914
456,-3.679281,421.873263,0.607229,2.732415,1.188
457,-1.330137,421.873263,0.735100,0.902266,0.925
458,-1.461454,421.873263,0.728635,0.671923,1.200
459,-3.016277,421.873263,0.721535,1.215111,0.905
460,-4.485988,428.702650,0.547543,2.768214,2.484
461,-1.767600,428.702650,0.763277,1.884216,0.968
462,-5.713689,428.702650,0.822235,1.780522,0.869
463,-3.704697,428.702650,0.697694,1.928550,0.869
464,-3.607419,428.702650,0.737396,1.366808,1.281
465,-3.460977,428.702650,0.475998,1.828088,0.948
466,-1.403748,428.702650,0.483219,0.455506,1.176
467,-1.004512,428.702650,0.820064,1.267297,0.918
468,-2.345497,428.702650,0.795335,0.445738,1.202
469,-2.374082,428.702650,0.543794,1.820825,0.894
470,-3.825908,428.702650,1.158882,1.095210,1.261
471,-1.646004,428.702650,0.700755,0.551643,0.921
472,-2.524110,428.702650,0.391537,1.302947,1.189
473,-1.626846,428.702650,0.841478,0.902353,0.939
474,-3.243290,428.702650,0.640130,2.083714,1.229
475,-2.350604,428.702650,0.709219,0.835962,0.893
476,-0.729294,428.702650,0.630255,0.893691,1.221
477,-1.750078,428.702650,0.389014,0.860852,0.914
478,-2.816042,428.702650,0.587691,1.468141,1.219
479,-6.155992,428.702650,0.489590,1.814860,0.884
480,-2.769903,424.083338,0.459986,1.142088,2.328
481,-2.925669,424.083338,0.364266,1.955293,0.887
482,-4.207925,424.083338,0.691151,2.829192,1.232
483,-1.586352,424.083338,0.695034,1.398978,0.933
484,-3.753582,424.083338,0.474855,0.993105,1.203
485,-1.765641,424.083338,0.991312,1.350927,0.904
486,-3.192412,424.083338,0.409847,1.140667,1.220
487,-4.412349,424.083338,0.595220,2.397529,0.935
488,-5.056842,424.083338,0.309784,1.400292,1.207
489,-2.244149,424.083338,0.826870,1.418653,0.947
490,-3.723116,424.083338,0.817698,1.432002,1.300
491,-2.668072,424.083338,0.668569,1.068895,0.905
492,-1.332296,424.083338,0.777465,1.051687,1.201
493,-2.383795,424.083338,0.530106,0.761507,0.898
494,-2.345816,424.083338,0.685197,0.986745,1.170
495,-3.355325,424.083338,0.774038,1.458855,0.937
496,-1.637539,424.083338,0.597229,1.480625,1.203
497,-2.680174,424.083338,0.530359,1.203154,0.886
498,-3.576075,424.083338,0.848278,1.646233,1.295
499,-2.687856,424.083338,0.676884,1.227072,0.911
500,-3.144149,424.665150,0.521394,1.031360,2.334
501,-3.385680,424.665150,0.515243,1.154063,0.886
502,-1.860429,424.665150,0.631901,1.696028,1.213
503,-3.650417,424.665150,0.522123,1.386588,0.896
504,-2.708586,424.665150,0.479111,1.021589,1.212
505,-3.192455,424.665150,0.729906,1.480759,0.965
506,-2.702288,424.665150,0.764014,1.303746,1.230
507,-4.304014,424.665150,0.497468,0.902852,0.916
508,-2.011769,424.665150,0.292816,1.059545,1.217
509,-2.144647,424.665150,0.416666,0.704488,0.879
510,-2.086184,424.665150,0.292497,0.735979,1.208
511,-1.643025,424.665150,0.636430,0.657791,0.892
512,-1.339284,424.665150,0.704178,0.324494,1.212
513,-1.728502,424.665150,0.540034,1.305248,0.868
514,-3.318674,424.665150,0.556798,1.335691,1.295
515,-2.737666,424.665150,0.718989,1.036472,0.927
