scope_type,regime,campus,size,crew_multiplier,arrival_multiplier,seed,pdr,n_pairs,mean_rl,mean_pdr,delta,wilcoxon_p,wins,ties,losses,beats
cell,storm2,5,3265,1.0,3.925036626191869,301,edd,1,0.0,0.0,0.0,1.0,0,1,0,0
cell,storm2,5,3265,1.0,3.925036626191869,302,edd,1,1243.5204000000003,0.0,1243.5204000000003,1.0,0,0,1,0
cell,storm2,5,3265,1.0,3.925036626191869,303,edd,1,98.29159999999992,0.0,98.29159999999992,1.0,0,0,1,0
cell,storm2,5,3265,1.0,3.925036626191869,pooled,edd,3,447.2706666666668,0.0,447.2706666666668,0.5,0,1,2,0
cell,storm2,5,3265,1.0,3.925036626191869,301,wspt,1,0.0,352.1178000000002,-352.1178000000002,1.0,1,0,0,0
cell,storm2,5,3265,1.0,3.925036626191869,302,wspt,1,1243.5204000000003,352.1178000000002,891.4026000000001,1.0,0,0,1,0
cell,storm2,5,3265,1.0,3.925036626191869,303,wspt,1,98.29159999999992,352.1178000000002,-253.8262000000003,1.0,1,0,0,0
cell,storm2,5,3265,1.0,3.925036626191869,pooled,wspt,3,447.2706666666668,352.1178000000002,95.15286666666653,1.0,2,0,1,0
cell,storm2,5,3265,1.0,3.925036626191869,301,atc,1,0.0,73.4434,-73.4434,1.0,1,0,0,0
cell,storm2,5,3265,1.0,3.925036626191869,302,atc,1,1243.5204000000003,73.4434,1170.0770000000002,1.0,0,0,1,0
cell,storm2,5,3265,1.0,3.925036626191869,303,atc,1,98.29159999999992,73.4434,24.84819999999992,1.0,0,0,1,0
cell,storm2,5,3265,1.0,3.925036626191869,pooled,atc,3,447.2706666666668,73.4434,373.8272666666667,0.75,1,0,2,0
cell,storm2,5,3265,1.0,3.925036626191869,301,pfifo,1,0.0,0.0,0.0,1.0,0,1,0,0
cell,storm2,5,3265,1.0,3.925036626191869,302,pfifo,1,1243.5204000000003,0.0,1243.5204000000003,1.0,0,0,1,0
cell,storm2,5,3265,1.0,3.925036626191869,303,pfifo,1,98.29159999999992,0.0,98.29159999999992,1.0,0,0,1,0
cell,storm2,5,3265,1.0,3.925036626191869,pooled,pfifo,3,447.2706666666668,0.0,447.2706666666668,0.5,0,1,2,0
cell,storm2,5,3265,1.0,3.925036626191869,301,lpt,1,0.0,2022.0724,-2022.0724,1.0,1,0,0,0
cell,storm2,5,3265,1.0,3.925036626191869,302,lpt,1,1243.5204000000003,2022.0724,-778.5519999999997,1.0,1,0,0,0
cell,storm2,5,3265,1.0,3.925036626191869,303,lpt,1,98.29159999999992,2022.0724,-1923.7808,1.0,1,0,0,0
cell,storm2,5,3265,1.0,3.925036626191869,pooled,lpt,3,447.2706666666668,2022.0724,-1574.801733333333,0.25,3,0,0,0
cell,storm2,5,3276,1.0,3.925036626191869,301,edd,1,0.0,0.0,0.0,1.0,0,1,0,0
cell,storm2,5,3276,1.0,3.925036626191869,302,edd,1,559.7684000000002,0.0,559.7684000000002,1.0,0,0,1,0
cell,storm2,5,3276,1.0,3.925036626191869,303,edd,1,52.58800000000011,0.0,52.58800000000011,1.0,0,0,1,0
cell,storm2,5,3276,1.0,3.925036626191869,pooled,edd,3,204.11880000000008,0.0,204.11880000000008,0.5,0,1,2,0
cell,storm2,5,3276,1.0,3.925036626191869,301,wspt,1,0.0,194.76240000000016,-194.76240000000016,1.0,1,0,0,0
cell,storm2,5,3276,1.0,3.925036626191869,302,wspt,1,559.7684000000002,194.76240000000016,365.006,1.0,0,0,1,0
cell,storm2,5,3276,1.0,3.925036626191869,303,wspt,1,52.58800000000011,194.76240000000016,-142.17440000000005,1.0,1,0,0,0
cell,storm2,5,3276,1.0,3.925036626191869,pooled,wspt,3,204.11880000000008,194.76240000000016,9.356399999999923,1.0,2,0,1,0
cell,storm2,5,3276,1.0,3.925036626191869,301,atc,1,0.0,0.0,0.0,1.0,0,1,0,0
cell,storm2,5,3276,1.0,3.925036626191869,302,atc,1,559.7684000000002,0.0,559.7684000000002,1.0,0,0,1,0
cell,storm2,5,3276,1.0,3.925036626191869,303,atc,1,52.58800000000011,0.0,52.58800000000011,1.0,0,0,1,0
cell,storm2,5,3276,1.0,3.925036626191869,pooled,atc,3,204.11880000000008,0.0,204.11880000000008,0.5,0,1,2,0
cell,storm2,5,3276,1.0,3.925036626191869,301,pfifo,1,0.0,0.0,0.0,1.0,0,1,0,0
cell,storm2,5,3276,1.0,3.925036626191869,302,pfifo,1,559.7684000000002,0.0,559.7684000000002,1.0,0,0,1,0
cell,storm2,5,3276,1.0,3.925036626191869,303,pfifo,1,52.58800000000011,0.0,52.58800000000011,1.0,0,0,1,0
cell,storm2,5,3276,1.0,3.925036626191869,pooled,pfifo,3,204.11880000000008,0.0,204.11880000000008,0.5,0,1,2,0
cell,storm2,5,3276,1.0,3.925036626191869,301,lpt,1,0.0,1257.1328000000003,-1257.1328000000003,1.0,1,0,0,0
cell,storm2,5,3276,1.0,3.925036626191869,302,lpt,1,559.7684000000002,1257.1328000000003,-697.3644000000002,1.0,1,0,0,0
cell,storm2,5,3276,1.0,3.925036626191869,303,lpt,1,52.58800000000011,1257.1328000000003,-1204.5448000000001,1.0,1,0,0,0
cell,storm2,5,3276,1.0,3.925036626191869,pooled,lpt,3,204.11880000000008,1257.1328000000003,-1053.0140000000001,0.25,3,0,0,0
cell,storm2,5,3286,1.0,3.925036626191869,301,edd,1,0.0,0.0,0.0,1.0,0,1,0,0
cell,storm2,5,3286,1.0,3.925036626191869,302,edd,1,1193.9736000000005,0.0,1193.9736000000005,1.0,0,0,1,0
cell,storm2,5,3286,1.0,3.925036626191869,303,edd,1,144.6852000000001,0.0,144.6852000000001,1.0,0,0,1,0
cell,storm2,5,3286,1.0,3.925036626191869,pooled,edd,3,446.2196000000002,0.0,446.2196000000002,0.5,0,1,2,0
cell,storm2,5,3286,1.0,3.925036626191869,301,wspt,1,0.0,164.50719999999998,-164.50719999999998,1.0,1,0,0,0
cell,storm2,5,3286,1.0,3.925036626191869,302,wspt,1,1193.9736000000005,164.50719999999998,1029.4664000000005,1.0,0,0,1,0
cell,storm2,5,3286,1.0,3.925036626191869,303,wspt,1,144.6852000000001,164.50719999999998,-19.82199999999989,1.0,1,0,0,0
cell,storm2,5,3286,1.0,3.925036626191869,pooled,wspt,3,446.2196000000002,164.50719999999998,281.7124000000002,1.0,2,0,1,0
cell,storm2,5,3286,1.0,3.925036626191869,301,atc,1,0.0,0.0,0.0,1.0,0,1,0,0
cell,storm2,5,3286,1.0,3.925036626191869,302,atc,1,1193.9736000000005,0.0,1193.9736000000005,1.0,0,0,1,0
cell,storm2,5,3286,1.0,3.925036626191869,303,atc,1,144.6852000000001,0.0,144.6852000000001,1.0,0,0,1,0
cell,storm2,5,3286,1.0,3.925036626191869,pooled,atc,3,446.2196000000002,0.0,446.2196000000002,0.5,0,1,2,0
cell,storm2,5,3286,1.0,3.925036626191869,301,pfifo,1,0.0,0.0,0.0,1.0,0,1,0,0
cell,storm2,5,3286,1.0,3.925036626191869,302,pfifo,1,1193.9736000000005,0.0,1193.9736000000005,1.0,0,0,1,0
cell,storm2,5,3286,1.0,3.925036626191869,303,pfifo,1,144.6852000000001,0.0,144.6852000000001,1.0,0,0,1,0
cell,storm2,5,3286,1.0,3.925036626191869,pooled,pfifo,3,446.2196000000002,0.0,446.2196000000002,0.5,0,1,2,0
cell,storm2,5,3286,1.0,3.925036626191869,301,lpt,1,0.0,1451.6686000000004,-1451.6686000000004,1.0,1,0,0,0
cell,storm2,5,3286,1.0,3.925036626191869,302,lpt,1,1193.9736000000005,1451.6686000000004,-257.69499999999994,1.0,1,0,0,0
cell,storm2,5,3286,1.0,3.925036626191869,303,lpt,1,144.6852000000001,1451.6686000000004,-1306.9834000000003,1.0,1,0,0,0
cell,storm2,5,3286,1.0,3.925036626191869,pooled,lpt,3,446.2196000000002,1451.6686000000002,-1005.4490000000002,0.25,3,0,0,0
cell,storm2,5,3288,1.0,3.925036626191869,301,edd,1,0.0,0.0,0.0,1.0,0,1,0,0
cell,storm2,5,3288,1.0,3.925036626191869,302,edd,1,1503.1544000000008,0.0,1503.1544000000008,1.0,0,0,1,0
cell,storm2,5,3288,1.0,3.925036626191869,303,edd,1,518.9506000000001,0.0,518.9506000000001,1.0,0,0,1,0
cell,storm2,5,3288,1.0,3.925036626191869,pooled,edd,3,674.0350000000003,0.0,674.0350000000003,0.5,0,1,2,0
cell,storm2,5,3288,1.0,3.925036626191869,301,wspt,1,0.0,349.33200000000005,-349.33200000000005,1.0,1,0,0,0
cell,storm2,5,3288,1.0,3.925036626191869,302,wspt,1,1503.1544000000008,349.33200000000005,1153.8224000000007,1.0,0,0,1,0
cell,storm2,5,3288,1.0,3.925036626191869,303,wspt,1,518.9506000000001,349.33200000000005,169.61860000000007,1.0,0,0,1,0
cell,storm2,5,3288,1.0,3.925036626191869,pooled,wspt,3,674.0350000000003,349.33200000000005,324.7030000000002,0.75,1,0,2,0
cell,storm2,5,3288,1.0,3.925036626191869,301,atc,1,0.0,0.0,0.0,1.0,0,1,0,0
cell,storm2,5,3288,1.0,3.925036626191869,302,atc,1,1503.1544000000008,0.0,1503.1544000000008,1.0,0,0,1,0
cell,storm2,5,3288,1.0,3.925036626191869,303,atc,1,518.9506000000001,0.0,518.9506000000001,1.0,0,0,1,0
cell,storm2,5,3288,1.0,3.925036626191869,pooled,atc,3,674.0350000000003,0.0,674.0350000000003,0.5,0,1,2,0
cell,storm2,5,3288,1.0,3.925036626191869,301,pfifo,1,0.0,0.0,0.0,1.0,0,1,0,0
cell,storm2,5,3288,1.0,3.925036626191869,302,pfifo,1,1503.1544000000008,0.0,1503.1544000000008,1.0,0,0,1,0
cell,storm2,5,3288,1.0,3.925036626191869,303,pfifo,1,518.9506000000001,0.0,518.9506000000001,1.0,0,0,1,0
cell,storm2,5,3288,1.0,3.925036626191869,pooled,pfifo,3,674.0350000000003,0.0,674.0350000000003,0.5,0,1,2,0
cell,storm2,5,3288,1.0,3.925036626191869,301,lpt,1,0.0,1544.9913999999997,-1544.9913999999997,1.0,1,0,0,0
cell,storm2,5,3288,1.0,3.925036626191869,302,lpt,1,1503.1544000000008,1544.9913999999997,-41.83699999999885,1.0,1,0,0,0
cell,storm2,5,3288,1.0,3.925036626191869,303,lpt,1,518.9506000000001,1544.9913999999997,-1026.0407999999995,1.0,1,0,0,0
cell,storm2,5,3288,1.0,3.925036626191869,pooled,lpt,3,674.0350000000003,1544.9913999999997,-870.9563999999995,0.25,3,0,0,0
cell,storm2,5,3293,1.0,3.925036626191869,301,edd,1,0.0,0.0,0.0,1.0,0,1,0,0
cell,storm2,5,3293,1.0,3.925036626191869,302,edd,1,3678.126200000003,0.0,3678.126200000003,1.0,0,0,1,0
cell,storm2,5,3293,1.0,3.925036626191869,303,edd,1,1058.9732000000008,0.0,1058.9732000000008,1.0,0,0,1,0
cell,storm2,5,3293,1.0,3.925036626191869,pooled,edd,3,1579.0331333333345,0.0,1579.0331333333345,0.5,0,1,2,0
cell,storm2,5,3293,1.0,3.925036626191869,301,wspt,1,0.0,786.9171999999999,-786.9171999999999,1.0,1,0,0,0
cell,storm2,5,3293,1.0,3.925036626191869,302,wspt,1,3678.126200000003,786.9171999999999,2891.209000000003,1.0,0,0,1,0
cell,storm2,5,3293,1.0,3.925036626191869,303,wspt,1,1058.9732000000008,786.9171999999999,272.05600000000095,1.0,0,0,1,0
cell,storm2,5,3293,1.0,3.925036626191869,pooled,wspt,3,1579.0331333333345,786.9171999999999,792.1159333333347,0.75,1,0,2,0
cell,storm2,5,3293,1.0,3.925036626191869,301,atc,1,0.0,0.0,0.0,1.0,0,1,0,0
cell,storm2,5,3293,1.0,3.925036626191869,302,atc,1,3678.126200000003,0.0,3678.126200000003,1.0,0,0,1,0
cell,storm2,5,3293,1.0,3.925036626191869,303,atc,1,1058.9732000000008,0.0,1058.9732000000008,1.0,0,0,1,0
cell,storm2,5,3293,1.0,3.925036626191869,pooled,atc,3,1579.0331333333345,0.0,1579.0331333333345,0.5,0,1,2,0
cell,storm2,5,3293,1.0,3.925036626191869,301,pfifo,1,0.0,0.0,0.0,1.0,0,1,0,0
cell,storm2,5,3293,1.0,3.925036626191869,302,pfifo,1,3678.126200000003,0.0,3678.126200000003,1.0,0,0,1,0
cell,storm2,5,3293,1.0,3.925036626191869,303,pfifo,1,1058.9732000000008,0.0,1058.9732000000008,1.0,0,0,1,0
cell,storm2,5,3293,1.0,3.925036626191869,pooled,pfifo,3,1579.0331333333345,0.0,1579.0331333333345,0.5,0,1,2,0
cell,storm2,5,3293,1.0,3.925036626191869,301,lpt,1,0.0,4329.201000000002,-4329.201000000002,1.0,1,0,0,0
cell,storm2,5,3293,1.0,3.925036626191869,302,lpt,1,3678.126200000003,4329.201000000002,-651.074799999999,1.0,1,0,0,0
cell,storm2,5,3293,1.0,3.925036626191869,303,lpt,1,1058.9732000000008,4329.201000000002,-3270.227800000001,1.0,1,0,0,0
cell,storm2,5,3293,1.0,3.925036626191869,pooled,lpt,3,1579.0331333333345,4329.201000000002,-2750.167866666667,0.25,3,0,0,0
cell,storm2,5,3295,1.0,3.925036626191869,301,edd,1,0.0,0.0,0.0,1.0,0,1,0,0
cell,storm2,5,3295,1.0,3.925036626191869,302,edd,1,3428.577999999999,0.0,3428.577999999999,1.0,0,0,1,0
cell,storm2,5,3295,1.0,3.925036626191869,303,edd,1,467.7804000000005,0.0,467.7804000000005,1.0,0,0,1,0
cell,storm2,5,3295,1.0,3.925036626191869,pooled,edd,3,1298.7861333333333,0.0,1298.7861333333333,0.5,0,1,2,0
cell,storm2,5,3295,1.0,3.925036626191869,301,wspt,1,0.0,609.8788000000003,-609.8788000000003,1.0,1,0,0,0
cell,storm2,5,3295,1.0,3.925036626191869,302,wspt,1,3428.577999999999,609.8788000000003,2818.6991999999987,1.0,0,0,1,0
cell,storm2,5,3295,1.0,3.925036626191869,303,wspt,1,467.7804000000005,609.8788000000003,-142.0983999999998,1.0,1,0,0,0
cell,storm2,5,3295,1.0,3.925036626191869,pooled,wspt,3,1298.7861333333333,609.8788000000003,688.9073333333328,1.0,2,0,1,0
cell,storm2,5,3295,1.0,3.925036626191869,301,atc,1,0.0,0.0,0.0,1.0,0,1,0,0
cell,storm2,5,3295,1.0,3.925036626191869,302,atc,1,3428.577999999999,0.0,3428.577999999999,1.0,0,0,1,0
cell,storm2,5,3295,1.0,3.925036626191869,303,atc,1,467.7804000000005,0.0,467.7804000000005,1.0,0,0,1,0
cell,storm2,5,3295,1.0,3.925036626191869,pooled,atc,3,1298.7861333333333,0.0,1298.7861333333333,0.5,0,1,2,0
cell,storm2,5,3295,1.0,3.925036626191869,301,pfifo,1,0.0,0.0,0.0,1.0,0,1,0,0
cell,storm2,5,3295,1.0,3.925036626191869,302,pfifo,1,3428.577999999999,0.0,3428.577999999999,1.0,0,0,1,0
cell,storm2,5,3295,1.0,3.925036626191869,303,pfifo,1,467.7804000000005,0.0,467.7804000000005,1.0,0,0,1,0
cell,storm2,5,3295,1.0,3.925036626191869,pooled,pfifo,3,1298.7861333333333,0.0,1298.7861333333333,0.5,0,1,2,0
cell,storm2,5,3295,1.0,3.925036626191869,301,lpt,1,0.0,6313.8222000000005,-6313.8222000000005,1.0,1,0,0,0
cell,storm2,5,3295,1.0,3.925036626191869,302,lpt,1,3428.577999999999,6313.8222000000005,-2885.2442000000015,1.0,1,0,0,0
cell,storm2,5,3295,1.0,3.925036626191869,303,lpt,1,467.7804000000005,6313.8222000000005,-5846.0418,1.0,1,0,0,0
cell,storm2,5,3295,1.0,3.925036626191869,pooled,lpt,3,1298.7861333333333,6313.8222,-5015.0360666666675,0.25,3,0,0,0
cell,storm2,5,3301,1.0,3.925036626191869,301,edd,1,16.436999999999955,29.58239999999995,-13.145399999999995,1.0,1,0,0,0
cell,storm2,5,3301,1.0,3.925036626191869,302,edd,1,3086.7930000000006,29.58239999999995,3057.210600000001,1.0,0,0,1,0
cell,storm2,5,3301,1.0,3.925036626191869,303,edd,1,1588.9014,29.58239999999995,1559.319,1.0,0,0,1,0
cell,storm2,5,3301,1.0,3.925036626191869,pooled,edd,3,1564.0438000000001,29.58239999999995,1534.4614000000001,0.5,1,0,2,0
cell,storm2,5,3301,1.0,3.925036626191869,301,wspt,1,16.436999999999955,553.2021999999997,-536.7651999999998,1.0,1,0,0,0
cell,storm2,5,3301,1.0,3.925036626191869,302,wspt,1,3086.7930000000006,553.2021999999997,2533.590800000001,1.0,0,0,1,0
cell,storm2,5,3301,1.0,3.925036626191869,303,wspt,1,1588.9014,553.2021999999997,1035.6992000000002,1.0,0,0,1,0
cell,storm2,5,3301,1.0,3.925036626191869,pooled,wspt,3,1564.0438000000001,553.2021999999997,1010.8416000000003,0.5,1,0,2,0
cell,storm2,5,3301,1.0,3.925036626191869,301,atc,1,16.436999999999955,56.78219999999999,-40.345200000000034,1.0,1,0,0,0
cell,storm2,5,3301,1.0,3.925036626191869,302,atc,1,3086.7930000000006,56.78219999999999,3030.0108000000005,1.0,0,0,1,0
cell,storm2,5,3301,1.0,3.925036626191869,303,atc,1,1588.9014,56.78219999999999,1532.1192,1.0,0,0,1,0
cell,storm2,5,3301,1.0,3.925036626191869,pooled,atc,3,1564.0438000000001,56.78219999999999,1507.2616,0.5,1,0,2,0
cell,storm2,5,3301,1.0,3.925036626191869,301,pfifo,1,16.436999999999955,29.58239999999995,-13.145399999999995,1.0,1,0,0,0
cell,storm2,5,3301,1.0,3.925036626191869,302,pfifo,1,3086.7930000000006,29.58239999999995,3057.210600000001,1.0,0,0,1,0
cell,storm2,5,3301,1.0,3.925036626191869,303,pfifo,1,1588.9014,29.58239999999995,1559.319,1.0,0,0,1,0
cell,storm2,5,3301,1.0,3.925036626191869,pooled,pfifo,3,1564.0438000000001,29.58239999999995,1534.4614000000001,0.5,1,0,2,0
cell,storm2,5,3301,1.0,3.925036626191869,301,lpt,1,16.436999999999955,4253.3398,-4236.9028,1.0,1,0,0,0
cell,storm2,5,3301,1.0,3.925036626191869,302,lpt,1,3086.7930000000006,4253.3398,-1166.5467999999992,1.0,1,0,0,0
cell,storm2,5,3301,1.0,3.925036626191869,303,lpt,1,1588.9014,4253.3398,-2664.4384,1.0,1,0,0,0
cell,storm2,5,3301,1.0,3.925036626191869,pooled,lpt,3,1564.0438000000001,4253.3398,-2689.296,0.25,3,0,0,0
cell,storm2,5,3314,1.0,3.925036626191869,301,edd,1,0.0,0.0,0.0,1.0,0,1,0,0
cell,storm2,5,3314,1.0,3.925036626191869,302,edd,1,283.52200000000005,0.0,283.52200000000005,1.0,0,0,1,0
cell,storm2,5,3314,1.0,3.925036626191869,303,edd,1,81.03739999999993,0.0,81.03739999999993,1.0,0,0,1,0
cell,storm2,5,3314,1.0,3.925036626191869,pooled,edd,3,121.51979999999999,0.0,121.51979999999999,0.5,0,1,2,0
cell,storm2,5,3314,1.0,3.925036626191869,301,wspt,1,0.0,128.6425999999999,-128.6425999999999,1.0,1,0,0,0
cell,storm2,5,3314,1.0,3.925036626191869,302,wspt,1,283.52200000000005,128.6425999999999,154.87940000000015,1.0,0,0,1,0
cell,storm2,5,3314,1.0,3.925036626191869,303,wspt,1,81.03739999999993,128.6425999999999,-47.60519999999997,1.0,1,0,0,0
cell,storm2,5,3314,1.0,3.925036626191869,pooled,wspt,3,121.51979999999999,128.6425999999999,-7.122799999999908,1.0,2,0,1,0
cell,storm2,5,3314,1.0,3.925036626191869,301,atc,1,0.0,0.0,0.0,1.0,0,1,0,0
cell,storm2,5,3314,1.0,3.925036626191869,302,atc,1,283.52200000000005,0.0,283.52200000000005,1.0,0,0,1,0
cell,storm2,5,3314,1.0,3.925036626191869,303,atc,1,81.03739999999993,0.0,81.03739999999993,1.0,0,0,1,0
cell,storm2,5,3314,1.0,3.925036626191869,pooled,atc,3,121.51979999999999,0.0,121.51979999999999,0.5,0,1,2,0
cell,storm2,5,3314,1.0,3.925036626191869,301,pfifo,1,0.0,0.0,0.0,1.0,0,1,0,0
cell,storm2,5,3314,1.0,3.925036626191869,302,pfifo,1,283.52200000000005,0.0,283.52200000000005,1.0,0,0,1,0
cell,storm2,5,3314,1.0,3.925036626191869,303,pfifo,1,81.03739999999993,0.0,81.03739999999993,1.0,0,0,1,0
cell,storm2,5,3314,1.0,3.925036626191869,pooled,pfifo,3,121.51979999999999,0.0,121.51979999999999,0.5,0,1,2,0
cell,storm2,5,3314,1.0,3.925036626191869,301,lpt,1,0.0,1425.5949999999991,-1425.5949999999991,1.0,1,0,0,0
cell,storm2,5,3314,1.0,3.925036626191869,302,lpt,1,283.52200000000005,1425.5949999999991,-1142.072999999999,1.0,1,0,0,0
cell,storm2,5,3314,1.0,3.925036626191869,303,lpt,1,81.03739999999993,1425.5949999999991,-1344.5575999999992,1.0,1,0,0,0
cell,storm2,5,3314,1.0,3.925036626191869,pooled,lpt,3,121.51979999999999,1425.5949999999991,-1304.075199999999,0.25,3,0,0,0
cell,storm2,5,3315,1.0,3.925036626191869,301,edd,1,0.0,14.103000000000064,-14.103000000000064,1.0,1,0,0,0
cell,storm2,5,3315,1.0,3.925036626191869,302,edd,1,1749.4896000000012,14.103000000000064,1735.3866000000012,1.0,0,0,1,0
cell,storm2,5,3315,1.0,3.925036626191869,303,edd,1,1355.9050000000009,14.103000000000064,1341.8020000000008,1.0,0,0,1,0
cell,storm2,5,3315,1.0,3.925036626191869,pooled,edd,3,1035.1315333333341,14.103000000000064,1021.028533333334,0.5,1,0,2,0
cell,storm2,5,3315,1.0,3.925036626191869,301,wspt,1,0.0,449.0068,-449.0068,1.0,1,0,0,0
cell,storm2,5,3315,1.0,3.925036626191869,302,wspt,1,1749.4896000000012,449.0068,1300.4828000000011,1.0,0,0,1,0
cell,storm2,5,3315,1.0,3.925036626191869,303,wspt,1,1355.9050000000009,449.0068,906.8982000000009,1.0,0,0,1,0
cell,storm2,5,3315,1.0,3.925036626191869,pooled,wspt,3,1035.1315333333341,449.00679999999994,586.124733333334,0.5,1,0,2,0
cell,storm2,5,3315,1.0,3.925036626191869,301,atc,1,0.0,13.400599999999995,-13.400599999999995,1.0,1,0,0,0
cell,storm2,5,3315,1.0,3.925036626191869,302,atc,1,1749.4896000000012,13.400599999999995,1736.0890000000013,1.0,0,0,1,0
cell,storm2,5,3315,1.0,3.925036626191869,303,atc,1,1355.9050000000009,13.400599999999995,1342.504400000001,1.0,0,0,1,0
cell,storm2,5,3315,1.0,3.925036626191869,pooled,atc,3,1035.1315333333341,13.400599999999995,1021.7309333333342,0.5,1,0,2,0
cell,storm2,5,3315,1.0,3.925036626191869,301,pfifo,1,0.0,14.103000000000064,-14.103000000000064,1.0,1,0,0,0
cell,storm2,5,3315,1.0,3.925036626191869,302,pfifo,1,1749.4896000000012,14.103000000000064,1735.3866000000012,1.0,0,0,1,0
cell,storm2,5,3315,1.0,3.925036626191869,303,pfifo,1,1355.9050000000009,14.103000000000064,1341.8020000000008,1.0,0,0,1,0
cell,storm2,5,3315,1.0,3.925036626191869,pooled,pfifo,3,1035.1315333333341,14.103000000000064,1021.028533333334,0.5,1,0,2,0
cell,storm2,5,3315,1.0,3.925036626191869,301,lpt,1,0.0,3053.264599999999,-3053.264599999999,1.0,1,0,0,0
cell,storm2,5,3315,1.0,3.925036626191869,302,lpt,1,1749.4896000000012,3053.264599999999,-1303.7749999999978,1.0,1,0,0,0
cell,storm2,5,3315,1.0,3.925036626191869,303,lpt,1,1355.9050000000009,3053.264599999999,-1697.3595999999982,1.0,1,0,0,0
cell,storm2,5,3315,1.0,3.925036626191869,pooled,lpt,3,1035.1315333333341,3053.264599999999,-2018.1330666666647,0.25,3,0,0,0
cell,storm2,5,3319,1.0,3.925036626191869,301,edd,1,0.0,0.0,0.0,1.0,0,1,0,0
cell,storm2,5,3319,1.0,3.925036626191869,302,edd,1,2210.5060000000008,0.0,2210.5060000000008,1.0,0,0,1,0
cell,storm2,5,3319,1.0,3.925036626191869,303,edd,1,24.00999999999988,0.0,24.00999999999988,1.0,0,0,1,0
cell,storm2,5,3319,1.0,3.925036626191869,pooled,edd,3,744.8386666666669,0.0,744.8386666666669,0.5,0,1,2,0
cell,storm2,5,3319,1.0,3.925036626191869,301,wspt,1,0.0,477.8980000000006,-477.8980000000006,1.0,1,0,0,0
cell,storm2,5,3319,1.0,3.925036626191869,302,wspt,1,2210.5060000000008,477.8980000000006,1732.6080000000002,1.0,0,0,1,0
cell,storm2,5,3319,1.0,3.925036626191869,303,wspt,1,24.00999999999988,477.8980000000006,-453.8880000000007,1.0,1,0,0,0
cell,storm2,5,3319,1.0,3.925036626191869,pooled,wspt,3,744.8386666666669,477.8980000000006,266.9406666666663,1.0,2,0,1,0
cell,storm2,5,3319,1.0,3.925036626191869,301,atc,1,0.0,0.0,0.0,1.0,0,1,0,0
cell,storm2,5,3319,1.0,3.925036626191869,302,atc,1,2210.5060000000008,0.0,2210.5060000000008,1.0,0,0,1,0
cell,storm2,5,3319,1.0,3.925036626191869,303,atc,1,24.00999999999988,0.0,24.00999999999988,1.0,0,0,1,0
cell,storm2,5,3319,1.0,3.925036626191869,pooled,atc,3,744.8386666666669,0.0,744.8386666666669,0.5,0,1,2,0
cell,storm2,5,3319,1.0,3.925036626191869,301,pfifo,1,0.0,0.0,0.0,1.0,0,1,0,0
cell,storm2,5,3319,1.0,3.925036626191869,302,pfifo,1,2210.5060000000008,0.0,2210.5060000000008,1.0,0,0,1,0
cell,storm2,5,3319,1.0,3.925036626191869,303,pfifo,1,24.00999999999988,0.0,24.00999999999988,1.0,0,0,1,0
cell,storm2,5,3319,1.0,3.925036626191869,pooled,pfifo,3,744.8386666666669,0.0,744.8386666666669,0.5,0,1,2,0
cell,storm2,5,3319,1.0,3.925036626191869,301,lpt,1,0.0,2401.515000000001,-2401.515000000001,1.0,1,0,0,0
cell,storm2,5,3319,1.0,3.925036626191869,302,lpt,1,2210.5060000000008,2401.515000000001,-191.00900000000001,1.0,1,0,0,0
cell,storm2,5,3319,1.0,3.925036626191869,303,lpt,1,24.00999999999988,2401.515000000001,-2377.505000000001,1.0,1,0,0,0
cell,storm2,5,3319,1.0,3.925036626191869,pooled,lpt,3,744.8386666666669,2401.515000000001,-1656.676333333334,0.25,3,0,0,0
cell,storm2,5,3328,1.0,3.925036626191869,301,edd,1,0.0,0.0,0.0,1.0,0,1,0,0
cell,storm2,5,3328,1.0,3.925036626191869,302,edd,1,749.9239999999999,0.0,749.9239999999999,1.0,0,0,1,0
cell,storm2,5,3328,1.0,3.925036626191869,303,edd,1,90.80279999999992,0.0,90.80279999999992,1.0,0,0,1,0
cell,storm2,5,3328,1.0,3.925036626191869,pooled,edd,3,280.2422666666666,0.0,280.2422666666666,0.5,0,1,2,0
cell,storm2,5,3328,1.0,3.925036626191869,301,wspt,1,0.0,129.43640000000016,-129.43640000000016,1.0,1,0,0,0
cell,storm2,5,3328,1.0,3.925036626191869,302,wspt,1,749.9239999999999,129.43640000000016,620.4875999999997,1.0,0,0,1,0
cell,storm2,5,3328,1.0,3.925036626191869,303,wspt,1,90.80279999999992,129.43640000000016,-38.63360000000024,1.0,1,0,0,0
cell,storm2,5,3328,1.0,3.925036626191869,pooled,wspt,3,280.2422666666666,129.43640000000016,150.80586666666645,1.0,2,0,1,0
cell,storm2,5,3328,1.0,3.925036626191869,301,atc,1,0.0,0.0,0.0,1.0,0,1,0,0
cell,storm2,5,3328,1.0,3.925036626191869,302,atc,1,749.9239999999999,0.0,749.9239999999999,1.0,0,0,1,0
cell,storm2,5,3328,1.0,3.925036626191869,303,atc,1,90.80279999999992,0.0,90.80279999999992,1.0,0,0,1,0
cell,storm2,5,3328,1.0,3.925036626191869,pooled,atc,3,280.2422666666666,0.0,280.2422666666666,0.5,0,1,2,0
