update,mean_train_return,dev_wwt_mean,dev_wwt_tight,entropy,value_loss,seconds
0,-1.238645,419.832900,497.445325,0.559322,0.602268,2.832
1,-2.657621,419.832900,497.445325,0.352453,1.991908,1.064
2,-6.388553,419.832900,497.445325,0.824743,1.562789,1.121
3,-5.416389,419.832900,497.445325,0.651835,2.296695,0.727
4,-3.977736,419.832900,497.445325,0.827465,1.695399,1.120
5,-2.039454,419.832900,497.445325,0.927847,1.261263,0.809
6,-5.889840,419.832900,497.445325,0.614596,3.333519,1.035
7,-3.439177,419.832900,497.445325,0.594271,1.185219,0.731
8,-2.321870,419.832900,497.445325,0.843212,1.552808,1.097
9,-5.574011,419.832900,497.445325,0.510521,1.889192,0.714
10,-2.741579,419.832900,497.445325,0.782594,1.104734,1.155
11,-2.647599,419.832900,497.445325,0.852178,0.750670,0.798
12,-5.111917,419.832900,497.445325,0.721245,3.049298,1.118
13,-2.627962,419.832900,497.445325,0.638934,0.842909,0.741
14,-2.404972,419.832900,497.445325,0.436406,0.578277,1.060
15,-3.118889,419.832900,497.445325,0.881240,1.732104,0.761
16,-2.358251,419.832900,497.445325,0.435978,0.565178,1.082
17,-3.495582,419.832900,497.445325,0.409599,1.646393,0.723
18,-2.370701,419.832900,497.445325,0.870004,2.085646,1.139
19,-2.778131,419.832900,497.445325,0.524787,0.913325,0.735
20,-5.123617,409.992713,442.067500,0.825507,5.164010,2.909
21,-3.354718,409.992713,442.067500,0.877534,3.171432,0.779
22,-5.922709,409.992713,442.067500,0.554301,2.258883,1.084
23,-3.139054,409.992713,442.067500,0.592422,1.731138,0.731
24,-1.911906,409.992713,442.067500,0.590871,4.793872,1.081
25,-4.424079,409.992713,442.067500,0.552333,1.122147,0.739
26,-1.949949,409.992713,442.067500,0.844491,1.035369,1.106
27,-5.126766,409.992713,442.067500,0.469236,2.651696,0.721
28,-3.731033,409.992713,442.067500,0.693733,2.270255,1.109
29,-3.660443,409.992713,442.067500,0.466881,1.883328,0.711
30,-3.314699,409.992713,442.067500,1.055455,1.474401,1.136
31,-2.747624,409.992713,442.067500,0.755671,1.547246,0.757
32,-2.923563,409.992713,442.067500,0.812015,1.626984,1.085
33,-3.292778,409.992713,442.067500,0.773844,1.547521,0.763
34,-3.403506,409.992713,442.067500,0.702049,1.031032,1.092
