id,campus,track,split,size,regime,crew_multiplier,arrival_multiplier,pm_share_override,method,seed,feasible,wwt,makespan,mean_flow,breach_share,breach_p1,breach_p2,breach_p3,breach_p4,wall_seconds,decisions,mean_ms_per_decision,mean_replan_s,u_target,u_realized,eval_set
c01_final_150_0002,1,replay,test,150,final-empirical,1.0,1.0,,v2at306,306,1,8.0,31.0486,2.7344340000000003,0.006666666666666667,,0.010309278350515464,0.0,0.0,0.08110298390965909,150,0.5406865593977273,,,0.26845079787234044,final
c01_final_150_0002,1,replay,test,150,final-empirical,1.0,1.0,,v2at307,307,1,8.0,31.0486,2.735842,0.006666666666666667,,0.010309278350515464,0.0,0.0,0.08189218596089631,150,0.5459479064059755,,,0.26845079787234044,final
c01_final_150_0002,1,replay,test,150,final-empirical,1.0,1.0,,v2at308,308,1,8.0,31.0486,2.746028,0.006666666666666667,,0.010309278350515464,0.0,0.0,0.08102896495256573,150,0.5401930996837715,,,0.26845079787234044,final
c01_final_150_0002,1,replay,test,150,final-empirical,1.0,1.0,,v2at309,309,1,8.0,31.0486,2.7344340000000003,0.006666666666666667,,0.010309278350515464,0.0,0.0,0.07948679209221154,150,0.5299119472814103,,,0.26845079787234044,final
c01_final_150_0002,1,replay,test,150,final-empirical,1.0,1.0,,v2at310,310,1,8.0,31.0486,2.754098666666667,0.006666666666666667,,0.010309278350515464,0.0,0.0,0.07886826095636934,150,0.5257884063757956,,,0.26845079787234044,final
c01_final_150_0002,1,replay,test,150,final-empirical,1.0,1.0,,rollcp2,0,1,8.030000000000001,31.0486,2.742833333333333,0.006666666666666667,,0.010309278350515464,0.0,0.0,2.9938207210507244,67,44.68389135896604,0.04444899403754232,,0.26845079787234044,final
c01_final_150_0003,1,replay,test,150,final-empirical,1.0,1.0,,edd,301,1,0.0,24.8247,2.539996,0.0,,0.0,0.0,0.0,0.0006018480053171515,150,0.004012320035447677,,,0.38399380267393246,final
c01_final_150_0003,1,replay,test,150,final-empirical,1.0,1.0,,pfifo,301,1,0.0,24.8247,2.539996,0.0,,0.0,0.0,0.0,0.00044166704174131155,150,0.002944446944942077,,,0.38399380267393246,final
c01_final_150_0003,1,replay,test,150,final-empirical,1.0,1.0,,wspt,301,1,0.0,24.8247,2.519996,0.0,,0.0,0.0,0.0,0.00036583596374839544,150,0.002438906424989303,,,0.38399380267393246,final
c01_final_150_0003,1,replay,test,150,final-empirical,1.0,1.0,,atc,301,1,0.0,24.8247,2.519996,0.0,,0.0,0.0,0.0,0.0005530979251489043,150,0.0036873195009926953,,,0.38399380267393246,final
c01_final_150_0003,1,replay,test,150,final-empirical,1.0,1.0,,wmdd,301,1,0.0,24.8247,2.539996,0.0,,0.0,0.0,0.0,0.00041793996933847666,150,0.002786266462256511,,,0.38399380267393246,final
c01_final_150_0003,1,replay,test,150,final-empirical,1.0,1.0,,lpt,301,1,0.0,24.8247,2.582668,0.0,,0.0,0.0,0.0,0.00033574202097952366,150,0.002238280139863491,,,0.38399380267393246,final
c01_final_150_0003,1,replay,test,150,final-empirical,1.0,1.0,,random,301,1,0.0,24.8247,2.568644,0.0,,0.0,0.0,0.0,0.00030835496727377176,150,0.0020556997818251452,,,0.38399380267393246,final
c01_final_150_0003,1,replay,test,150,final-empirical,1.0,1.0,,rl301,301,1,0.0,24.8247,2.519996,0.0,,0.0,0.0,0.0,0.05025286599993706,150,0.33501910666624707,,,0.38399380267393246,final
c01_final_150_0003,1,replay,test,150,final-empirical,1.0,1.0,,rl302,302,1,0.0,24.8247,2.5826679999999995,0.0,,0.0,0.0,0.0,0.05160621402319521,150,0.3440414268213014,,,0.38399380267393246,final
c01_final_150_0003,1,replay,test,150,final-empirical,1.0,1.0,,rl303,303,1,0.0,24.8247,2.5826679999999995,0.0,,0.0,0.0,0.0,0.05296733498107642,150,0.35311556654050946,,,0.38399380267393246,final
c01_final_150_0003,1,replay,test,150,final-empirical,1.0,1.0,,v2rl301,301,1,0.0,24.8247,2.5826679999999995,0.0,,0.0,0.0,0.0,0.05200707202311605,150,0.34671381348744035,,,0.38399380267393246,final
c01_final_150_0003,1,replay,test,150,final-empirical,1.0,1.0,,v2rl302,302,1,0.0,24.8247,2.582668,0.0,,0.0,0.0,0.0,0.055076665012165904,150,0.3671777667477727,,,0.38399380267393246,final
c01_final_150_0003,1,replay,test,150,final-empirical,1.0,1.0,,v2rl303,303,1,0.0,24.8247,2.582668,0.0,,0.0,0.0,0.0,0.051700968062505126,150,0.34467312041670084,,,0.38399380267393246,final
c01_final_150_0003,1,replay,test,150,final-empirical,1.0,1.0,,v2rl304,304,1,0.0,24.8247,2.5333273333333333,0.0,,0.0,0.0,0.0,0.05363477300852537,150,0.35756515339016914,,,0.38399380267393246,final
c01_final_150_0003,1,replay,test,150,final-empirical,1.0,1.0,,v2rl305,305,1,0.0,24.8247,2.5826679999999995,0.0,,0.0,0.0,0.0,0.05137732089497149,150,0.34251547263314325,,,0.38399380267393246,final
c01_final_150_0003,1,replay,test,150,final-empirical,1.0,1.0,,v2rl306,306,1,0.0,24.8247,2.5826679999999995,0.0,,0.0,0.0,0.0,0.05266835307702422,150,0.35112235384682816,,,0.38399380267393246,final
c01_final_150_0003,1,replay,test,150,final-empirical,1.0,1.0,,v2rl307,307,1,0.0,24.8247,2.5266626666666667,0.0,,0.0,0.0,0.0,0.05282841296866536,150,0.3521894197911024,,,0.38399380267393246,final
c01_final_150_0003,1,replay,test,150,final-empirical,1.0,1.0,,v2rl308,308,1,0.0,24.8247,2.5760033333333325,0.0,,0.0,0.0,0.0,0.05216627405025065,150,0.34777516033500433,,,0.38399380267393246,final
c01_final_150_0003,1,replay,test,150,final-empirical,1.0,1.0,,v2rl309,309,1,0.0,24.8247,2.5826679999999995,0.0,,0.0,0.0,0.0,0.0569142010062933,150,0.379428006708622,,,0.38399380267393246,final
c01_final_150_0003,1,replay,test,150,final-empirical,1.0,1.0,,v2rl310,310,1,0.0,24.8247,2.582668,0.0,,0.0,0.0,0.0,0.05443185893818736,150,0.3628790595879157,,,0.38399380267393246,final
c01_final_150_0003,1,replay,test,150,final-empirical,1.0,1.0,,v2at301,301,1,0.0,24.8247,2.519996,0.0,,0.0,0.0,0.0,0.20909303601365536,150,1.393953573424369,,,0.38399380267393246,final
c01_final_150_0003,1,replay,test,150,final-empirical,1.0,1.0,,v2at302,302,1,0.0,24.8247,2.582668,0.0,,0.0,0.0,0.0,0.18029022600967437,150,1.2019348400644958,,,0.38399380267393246,final
