update,mean_train_return,dev_wwt_mean,entropy,value_loss,seconds
0,-1.025349,414.785337,0.807235,0.289215,3.129
1,-2.164626,414.785337,0.626618,1.692747,1.560
2,-3.401316,414.785337,0.521746,0.465892,1.475
3,-1.480981,414.785337,0.546451,0.595310,1.150
4,-1.692824,414.785337,0.600087,0.785855,1.515
5,-3.856211,414.785337,0.655980,2.180005,1.208
6,-3.015817,414.785337,0.642435,0.886935,1.514
7,-2.241946,414.785337,0.930915,1.273206,1.276
8,-2.486512,414.785337,0.752530,1.044704,1.524
9,-2.595524,414.785337,0.657302,0.629142,1.198
10,-3.042914,414.785337,0.695220,1.722432,1.584
11,-4.062441,414.785337,1.102658,1.106860,1.242
12,-1.232398,414.785337,0.501972,0.902908,1.582
13,-2.501487,414.785337,0.584546,1.064053,1.246
14,-4.036084,414.785337,0.496621,1.137700,1.600
15,-3.231227,414.785337,0.718995,2.352808,1.211
16,-3.579357,414.785337,0.509625,1.033859,1.473
17,-3.206857,414.785337,0.468916,2.700394,1.191
18,-3.342033,414.785337,0.266687,1.179968,1.451
19,-3.807849,414.785337,0.406368,1.477999,1.111
20,-2.039570,415.376925,0.526086,4.359777,3.080
21,-3.942503,415.376925,0.759241,2.395390,1.201
22,-4.459165,415.376925,0.447826,1.457057,1.486
23,-2.851575,415.376925,0.453333,1.455542,1.217
24,-2.926343,415.376925,0.216366,1.773149,1.483
25,-4.824423,415.376925,0.431791,2.132709,1.159
26,-2.838914,415.376925,0.821265,0.902684,1.517
27,-3.387372,415.376925,0.519720,1.891977,1.303
28,-3.644840,415.376925,0.559250,2.218622,1.528
29,-4.398158,415.376925,0.533357,2.014100,1.209
30,-2.680197,415.376925,0.578224,1.590327,1.515
31,-3.874250,415.376925,0.658685,1.977422,1.281
32,-2.400470,415.376925,0.863175,1.544659,1.543
33,-2.708908,415.376925,0.595816,1.209698,1.049
34,-1.848060,415.376925,0.709944,1.104470,1.326
35,-3.391439,415.376925,0.664774,1.257128,1.091
36,-3.208608,415.376925,0.527373,1.431996,1.319
37,-3.162288,415.376925,0.569577,1.225062,1.088
38,-3.661021,415.376925,0.624364,1.615909,1.339
39,-3.414135,415.376925,0.697086,1.316369,1.040
40,-4.221664,423.645400,0.470624,2.009644,2.648
41,-3.297338,423.645400,0.624429,0.985765,1.037
42,-1.236591,423.645400,0.517311,1.037913,1.341
43,-3.768859,423.645400,0.620681,1.816521,1.253
44,-2.860173,423.645400,0.519257,1.307087,1.550
45,-2.376491,423.645400,0.567694,0.728737,1.239
46,-2.001054,423.645400,0.387111,0.865097,1.532
47,-2.443238,423.645400,0.863273,1.063995,1.263
48,-3.221237,423.645400,0.507708,1.059715,1.574
49,-2.772397,423.645400,0.589033,1.265613,1.250
50,-5.388921,423.645400,0.685526,1.869147,1.598
51,-1.522504,423.645400,0.998294,0.395382,1.366
52,-1.833746,423.645400,0.600065,0.855457,1.553
53,-2.412894,423.645400,0.609534,0.847570,1.164
54,-4.068316,423.645400,0.474703,1.742414,1.516
55,-3.174335,423.645400,0.593300,1.466306,1.261
56,-2.956487,423.645400,0.511884,1.052251,1.525
57,-2.506717,423.645400,0.452934,1.532309,1.241
58,-3.945561,423.645400,0.491426,1.783684,1.567
59,-2.741021,423.645400,0.289787,1.221053,1.195
60,-3.870554,410.680213,0.608527,1.009294,3.231
61,-2.077686,410.680213,0.472390,1.738980,1.186
62,-4.755289,410.680213,0.433635,2.889660,1.318
63,-5.105705,410.680213,0.672807,1.994529,1.101
64,-3.754228,410.680213,0.290658,1.898435,1.273
65,-2.420581,410.680213,0.429453,1.704479,1.020
66,-3.576491,410.680213,0.608233,1.176264,1.350
67,-2.262932,410.680213,0.957984,0.795260,1.082
68,-2.645258,410.680213,0.638404,0.787105,1.302
69,-1.867226,410.680213,0.734206,0.855125,1.084
70,-1.750328,410.680213,0.473312,0.497585,1.343
71,-2.321489,410.680213,0.471031,1.445772,1.047
72,-1.850197,410.680213,0.675032,1.181281,1.579
73,-4.517538,410.680213,0.519654,1.825660,1.377
74,-3.166844,410.680213,0.562031,1.375075,1.411
75,-3.176838,410.680213,0.712581,0.943177,1.117
76,-3.476080,410.680213,0.777457,0.977012,1.336
77,-2.824961,410.680213,0.668414,1.181301,1.118
78,-4.214952,410.680213,0.508221,1.806516,1.347
79,-3.023556,410.680213,0.658663,1.402276,1.202
80,-2.933828,410.680213,0.600227,1.324291,2.355
81,-4.266111,410.680213,0.660902,3.224948,1.075
82,-4.190463,410.680213,0.471881,1.906283,1.342
83,-1.732390,410.680213,0.725274,0.649405,1.221
84,-1.426279,410.680213,0.826571,1.179583,1.615
85,-1.773940,410.680213,0.605551,0.391231,1.347
86,-2.178587,410.680213,0.698268,1.270105,1.565
87,-4.525793,410.680213,0.659052,0.841476,1.281
88,-1.436638,410.680213,0.590470,0.694911,1.534
89,-4.389538,410.680213,0.831293,2.096188,1.324
90,-3.628170,410.680213,0.683615,0.535307,1.578
91,-1.140853,410.680213,0.617764,0.694870,1.157
92,-2.810318,410.680213,0.499974,0.532823,1.468
93,-3.933720,410.680213,0.749510,1.293445,1.245
94,-3.237506,410.680213,0.450825,2.165861,1.512
95,-3.759970,410.680213,0.541024,1.921108,1.262
96,-3.585085,410.680213,0.595620,1.673247,1.576
97,-3.751968,410.680213,1.075174,1.583684,1.292
98,-2.112594,410.680213,0.749084,1.383464,1.524
99,-3.615599,410.680213,0.715290,2.086882,1.279
100,-2.696219,410.398963,0.540689,1.805765,3.130
101,-2.987398,410.398963,0.641395,1.488907,1.264
102,-4.692944,410.398963,0.824002,1.149849,1.503
103,-2.783200,410.398963,0.522469,1.599065,1.264
104,-3.692949,410.398963,0.394291,2.008107,1.439
105,-2.149178,410.398963,0.585594,1.247698,1.229
106,-1.388191,410.398963,0.741167,0.827685,1.480
107,-3.365837,410.398963,0.478020,1.320980,1.126
108,-3.334652,410.398963,0.329199,4.416968,1.238
109,-5.880247,410.398963,0.539458,2.050138,1.016
110,-2.037205,410.398963,0.636101,0.664903,1.248
111,-2.931693,410.398963,0.393029,2.710725,0.950
112,-4.324768,410.398963,0.603386,1.233971,1.238
113,-2.931485,410.398963,0.431934,1.397718,1.000
114,-2.493151,410.398963,0.797020,0.819128,1.283
115,-2.545719,410.398963,0.853321,1.004037,1.084
116,-3.118896,410.398963,0.705796,1.106385,1.303
117,-2.327372,410.398963,0.326296,0.903546,0.939
118,-3.131673,410.398963,0.498044,1.188333,1.249
119,-1.821619,410.398963,0.654649,0.922225,0.995
120,-4.315381,410.680213,0.553873,1.505135,2.280
121,-3.044167,410.680213,0.789617,1.073477,1.056
