id,campus,size,method,wvec,w1,w2,w3,w4,twt
c05_replay_400_0117,5,400,wspt,steep,27.0,9.0,3.0,1.0,3.0
c05_replay_400_0117,5,400,atc,steep,27.0,9.0,3.0,1.0,3.0
c05_replay_400_0117,5,400,pfifo,steep,27.0,9.0,3.0,1.0,3.0
c05_replay_400_0117,5,400,mor,steep,27.0,9.0,3.0,1.0,3.0
c05_replay_400_0117,5,400,random,steep,27.0,9.0,3.0,1.0,3.0
c05_replay_400_0118,5,400,edd,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0118,5,400,wspt,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0118,5,400,atc,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0118,5,400,pfifo,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0118,5,400,mor,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0118,5,400,random,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0118,5,400,edd,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0118,5,400,wspt,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0118,5,400,atc,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0118,5,400,pfifo,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0118,5,400,mor,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0118,5,400,random,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0118,5,400,edd,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0118,5,400,wspt,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0118,5,400,atc,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0118,5,400,pfifo,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0118,5,400,mor,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0118,5,400,random,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0119,5,400,edd,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0119,5,400,wspt,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0119,5,400,atc,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0119,5,400,pfifo,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0119,5,400,mor,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0119,5,400,random,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0119,5,400,edd,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0119,5,400,wspt,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0119,5,400,atc,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0119,5,400,pfifo,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0119,5,400,mor,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0119,5,400,random,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0119,5,400,edd,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0119,5,400,wspt,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0119,5,400,atc,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0119,5,400,pfifo,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0119,5,400,mor,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0119,5,400,random,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0120,5,400,edd,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0120,5,400,wspt,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0120,5,400,atc,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0120,5,400,pfifo,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0120,5,400,mor,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0120,5,400,random,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0120,5,400,edd,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0120,5,400,wspt,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0120,5,400,atc,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0120,5,400,pfifo,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0120,5,400,mor,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0120,5,400,random,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0120,5,400,edd,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0120,5,400,wspt,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0120,5,400,atc,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0120,5,400,pfifo,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0120,5,400,mor,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0120,5,400,random,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0121,5,400,edd,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0121,5,400,wspt,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0121,5,400,atc,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0121,5,400,pfifo,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0121,5,400,mor,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0121,5,400,random,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0121,5,400,edd,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0121,5,400,wspt,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0121,5,400,atc,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0121,5,400,pfifo,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0121,5,400,mor,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0121,5,400,random,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0121,5,400,edd,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0121,5,400,wspt,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0121,5,400,atc,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0121,5,400,pfifo,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0121,5,400,mor,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0121,5,400,random,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0122,5,400,edd,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0122,5,400,wspt,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0122,5,400,atc,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0122,5,400,pfifo,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0122,5,400,mor,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0122,5,400,random,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0122,5,400,edd,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0122,5,400,wspt,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0122,5,400,atc,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0122,5,400,pfifo,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0122,5,400,mor,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0122,5,400,random,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0122,5,400,edd,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0122,5,400,wspt,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0122,5,400,atc,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0122,5,400,pfifo,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0122,5,400,mor,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0122,5,400,random,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0123,5,400,edd,baseline,8.0,4.0,2.0,1.0,43.45920000000001
c05_replay_400_0123,5,400,wspt,baseline,8.0,4.0,2.0,1.0,43.45920000000001
c05_replay_400_0123,5,400,atc,baseline,8.0,4.0,2.0,1.0,43.45920000000001
c05_replay_400_0123,5,400,pfifo,baseline,8.0,4.0,2.0,1.0,43.45920000000001
c05_replay_400_0123,5,400,mor,baseline,8.0,4.0,2.0,1.0,43.45920000000001
c05_replay_400_0123,5,400,random,baseline,8.0,4.0,2.0,1.0,43.45920000000001
c05_replay_400_0123,5,400,edd,flat,4.0,3.0,2.0,1.0,43.45920000000001
c05_replay_400_0123,5,400,wspt,flat,4.0,3.0,2.0,1.0,43.45920000000001
c05_replay_400_0123,5,400,atc,flat,4.0,3.0,2.0,1.0,43.45920000000001
c05_replay_400_0123,5,400,pfifo,flat,4.0,3.0,2.0,1.0,43.45920000000001
c05_replay_400_0123,5,400,mor,flat,4.0,3.0,2.0,1.0,43.45920000000001
c05_replay_400_0123,5,400,random,flat,4.0,3.0,2.0,1.0,43.45920000000001
c05_replay_400_0123,5,400,edd,steep,27.0,9.0,3.0,1.0,65.18880000000001
c05_replay_400_0123,5,400,wspt,steep,27.0,9.0,3.0,1.0,65.18880000000001
c05_replay_400_0123,5,400,atc,steep,27.0,9.0,3.0,1.0,65.18880000000001
c05_replay_400_0123,5,400,pfifo,steep,27.0,9.0,3.0,1.0,65.18880000000001
c05_replay_400_0123,5,400,mor,steep,27.0,9.0,3.0,1.0,65.18880000000001
c05_replay_400_0123,5,400,random,steep,27.0,9.0,3.0,1.0,65.18880000000001
c05_replay_400_0124,5,400,edd,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0124,5,400,wspt,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0124,5,400,atc,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0124,5,400,pfifo,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0124,5,400,mor,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0124,5,400,random,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0124,5,400,edd,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0124,5,400,wspt,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0124,5,400,atc,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0124,5,400,pfifo,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0124,5,400,mor,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0124,5,400,random,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0124,5,400,edd,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0124,5,400,wspt,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0124,5,400,atc,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0124,5,400,pfifo,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0124,5,400,mor,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0124,5,400,random,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0125,5,400,edd,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0125,5,400,wspt,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0125,5,400,atc,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0125,5,400,pfifo,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0125,5,400,mor,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0125,5,400,random,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0125,5,400,edd,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0125,5,400,wspt,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0125,5,400,atc,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0125,5,400,pfifo,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0125,5,400,mor,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0125,5,400,random,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0125,5,400,edd,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0125,5,400,wspt,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0125,5,400,atc,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0125,5,400,pfifo,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0125,5,400,mor,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0125,5,400,random,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0126,5,400,edd,baseline,8.0,4.0,2.0,1.0,20.99999999999997
c05_replay_400_0126,5,400,wspt,baseline,8.0,4.0,2.0,1.0,20.99999999999997
c05_replay_400_0126,5,400,atc,baseline,8.0,4.0,2.0,1.0,20.99999999999997
c05_replay_400_0126,5,400,pfifo,baseline,8.0,4.0,2.0,1.0,20.99999999999997
c05_replay_400_0126,5,400,mor,baseline,8.0,4.0,2.0,1.0,20.99999999999997
c05_replay_400_0126,5,400,random,baseline,8.0,4.0,2.0,1.0,20.99999999999997
c05_replay_400_0126,5,400,edd,flat,4.0,3.0,2.0,1.0,20.99999999999997
c05_replay_400_0126,5,400,wspt,flat,4.0,3.0,2.0,1.0,20.99999999999997
c05_replay_400_0126,5,400,atc,flat,4.0,3.0,2.0,1.0,20.99999999999997
c05_replay_400_0126,5,400,pfifo,flat,4.0,3.0,2.0,1.0,20.99999999999997
c05_replay_400_0126,5,400,mor,flat,4.0,3.0,2.0,1.0,20.99999999999997
c05_replay_400_0126,5,400,random,flat,4.0,3.0,2.0,1.0,20.99999999999997
c05_replay_400_0126,5,400,edd,steep,27.0,9.0,3.0,1.0,31.499999999999957
c05_replay_400_0126,5,400,wspt,steep,27.0,9.0,3.0,1.0,31.499999999999957
c05_replay_400_0126,5,400,atc,steep,27.0,9.0,3.0,1.0,31.499999999999957
c05_replay_400_0126,5,400,pfifo,steep,27.0,9.0,3.0,1.0,31.499999999999957
c05_replay_400_0126,5,400,mor,steep,27.0,9.0,3.0,1.0,31.499999999999957
c05_replay_400_0126,5,400,random,steep,27.0,9.0,3.0,1.0,31.499999999999957
c05_replay_400_0127,5,400,edd,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0127,5,400,wspt,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0127,5,400,atc,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0127,5,400,pfifo,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0127,5,400,mor,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0127,5,400,random,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0127,5,400,edd,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0127,5,400,wspt,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0127,5,400,atc,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0127,5,400,pfifo,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0127,5,400,mor,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0127,5,400,random,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0127,5,400,edd,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0127,5,400,wspt,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0127,5,400,atc,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0127,5,400,pfifo,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0127,5,400,mor,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0127,5,400,random,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0128,5,400,edd,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0128,5,400,wspt,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0128,5,400,atc,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0128,5,400,pfifo,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0128,5,400,mor,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0128,5,400,random,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0128,5,400,edd,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0128,5,400,wspt,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0128,5,400,atc,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0128,5,400,pfifo,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0128,5,400,mor,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0128,5,400,random,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0128,5,400,edd,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0128,5,400,wspt,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0128,5,400,atc,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0128,5,400,pfifo,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0128,5,400,mor,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0128,5,400,random,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0129,5,400,edd,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0129,5,400,wspt,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0129,5,400,atc,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0129,5,400,pfifo,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0129,5,400,mor,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0129,5,400,random,baseline,8.0,4.0,2.0,1.0,0.0
c05_replay_400_0129,5,400,edd,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0129,5,400,wspt,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0129,5,400,atc,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0129,5,400,pfifo,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0129,5,400,mor,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0129,5,400,random,flat,4.0,3.0,2.0,1.0,0.0
c05_replay_400_0129,5,400,edd,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0129,5,400,wspt,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0129,5,400,atc,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0129,5,400,pfifo,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0129,5,400,mor,steep,27.0,9.0,3.0,1.0,0.0
c05_replay_400_0129,5,400,random,steep,27.0,9.0,3.0,1.0,0.0
c09_replay_150_0100,9,150,edd,baseline,8.0,4.0,2.0,1.0,408.0
c09_replay_150_0100,9,150,wspt,baseline,8.0,4.0,2.0,1.0,408.0
c09_replay_150_0100,9,150,atc,baseline,8.0,4.0,2.0,1.0,408.0
c09_replay_150_0100,9,150,pfifo,baseline,8.0,4.0,2.0,1.0,408.0
c09_replay_150_0100,9,150,mor,baseline,8.0,4.0,2.0,1.0,408.0
c09_replay_150_0100,9,150,random,baseline,8.0,4.0,2.0,1.0,408.0
c09_replay_150_0100,9,150,edd,flat,4.0,3.0,2.0,1.0,231.0
c09_replay_150_0100,9,150,wspt,flat,4.0,3.0,2.0,1.0,231.0
c09_replay_150_0100,9,150,atc,flat,4.0,3.0,2.0,1.0,231.0
c09_replay_150_0100,9,150,pfifo,flat,4.0,3.0,2.0,1.0,231.0
c09_replay_150_0100,9,150,mor,flat,4.0,3.0,2.0,1.0,231.0
c09_replay_150_0100,9,150,random,flat,4.0,3.0,2.0,1.0,231.0
c09_replay_150_0100,9,150,edd,steep,27.0,9.0,3.0,1.0,1255.5
c09_replay_150_0100,9,150,wspt,steep,27.0,9.0,3.0,1.0,1255.5
c09_replay_150_0100,9,150,atc,steep,27.0,9.0,3.0,1.0,1255.5
c09_replay_150_0100,9,150,pfifo,steep,27.0,9.0,3.0,1.0,1255.5
c09_replay_150_0100,9,150,mor,steep,27.0,9.0,3.0,1.0,1255.5
c09_replay_150_0100,9,150,random,steep,27.0,9.0,3.0,1.0,1255.5
c09_replay_150_0101,9,150,edd,baseline,8.0,4.0,2.0,1.0,406.0
c09_replay_150_0101,9,150,wspt,baseline,8.0,4.0,2.0,1.0,406.0
c09_replay_150_0101,9,150,atc,baseline,8.0,4.0,2.0,1.0,406.0
c09_replay_150_0101,9,150,pfifo,baseline,8.0,4.0,2.0,1.0,406.0
c09_replay_150_0101,9,150,mor,baseline,8.0,4.0,2.0,1.0,406.0
c09_replay_150_0101,9,150,random,baseline,8.0,4.0,2.0,1.0,406.0
c09_replay_150_0101,9,150,edd,flat,4.0,3.0,2.0,1.0,208.0
c09_replay_150_0101,9,150,wspt,flat,4.0,3.0,2.0,1.0,208.0
c09_replay_150_0101,9,150,atc,flat,4.0,3.0,2.0,1.0,208.0
c09_replay_150_0101,9,150,pfifo,flat,4.0,3.0,2.0,1.0,208.0
c09_replay_150_0101,9,150,mor,flat,4.0,3.0,2.0,1.0,208.0
c09_replay_150_0101,9,150,random,flat,4.0,3.0,2.0,1.0,208.0
c09_replay_150_0101,9,150,edd,steep,27.0,9.0,3.0,1.0,1347.75
c09_replay_150_0101,9,150,wspt,steep,27.0,9.0,3.0,1.0,1347.75
c09_replay_150_0101,9,150,atc,steep,27.0,9.0,3.0,1.0,1347.75
c09_replay_150_0101,9,150,pfifo,steep,27.0,9.0,3.0,1.0,1347.75
c09_replay_150_0101,9,150,mor,steep,27.0,9.0,3.0,1.0,1347.75
c09_replay_150_0101,9,150,random,steep,27.0,9.0,3.0,1.0,1347.75
c09_replay_150_0102,9,150,edd,baseline,8.0,4.0,2.0,1.0,402.0
c09_replay_150_0102,9,150,wspt,baseline,8.0,4.0,2.0,1.0,402.0
c09_replay_150_0102,9,150,atc,baseline,8.0,4.0,2.0,1.0,402.0
c09_replay_150_0102,9,150,pfifo,baseline,8.0,4.0,2.0,1.0,402.0
c09_replay_150_0102,9,150,mor,baseline,8.0,4.0,2.0,1.0,458.0
c09_replay_150_0102,9,150,random,baseline,8.0,4.0,2.0,1.0,482.0
c09_replay_150_0102,9,150,edd,flat,4.0,3.0,2.0,1.0,201.0
c09_replay_150_0102,9,150,wspt,flat,4.0,3.0,2.0,1.0,201.0
c09_replay_150_0102,9,150,atc,flat,4.0,3.0,2.0,1.0,201.0
c09_replay_150_0102,9,150,pfifo,flat,4.0,3.0,2.0,1.0,201.0
c09_replay_150_0102,9,150,mor,flat,4.0,3.0,2.0,1.0,229.0
c09_replay_150_0102,9,150,random,flat,4.0,3.0,2.0,1.0,241.0
c09_replay_150_0102,9,150,edd,steep,27.0,9.0,3.0,1.0,1356.75
c09_replay_150_0102,9,150,wspt,steep,27.0,9.0,3.0,1.0,1356.75
c09_replay_150_0102,9,150,atc,steep,27.0,9.0,3.0,1.0,1356.75
c09_replay_150_0102,9,150,pfifo,steep,27.0,9.0,3.0,1.0,1356.75
c09_replay_150_0102,9,150,mor,steep,27.0,9.0,3.0,1.0,1545.75
c09_replay_150_0102,9,150,random,steep,27.0,9.0,3.0,1.0,1626.75
c09_replay_150_0103,9,150,edd,baseline,8.0,4.0,2.0,1.0,12.0
c09_replay_150_0103,9,150,wspt,baseline,8.0,4.0,2.0,1.0,12.0
c09_replay_150_0103,9,150,atc,baseline,8.0,4.0,2.0,1.0,12.0
c09_replay_150_0103,9,150,pfifo,baseline,8.0,4.0,2.0,1.0,12.0
c09_replay_150_0103,9,150,mor,baseline,8.0,4.0,2.0,1.0,12.0
c09_replay_150_0103,9,150,random,baseline,8.0,4.0,2.0,1.0,12.0
c09_replay_150_0103,9,150,edd,flat,4.0,3.0,2.0,1.0,7.0
c09_replay_150_0103,9,150,wspt,flat,4.0,3.0,2.0,1.0,7.0
c09_replay_150_0103,9,150,atc,flat,4.0,3.0,2.0,1.0,7.0
c09_replay_150_0103,9,150,pfifo,flat,4.0,3.0,2.0,1.0,7.0
c09_replay_150_0103,9,150,mor,flat,4.0,3.0,2.0,1.0,7.0
c09_replay_150_0103,9,150,random,flat,4.0,3.0,2.0,1.0,7.0
c09_replay_150_0103,9,150,edd,steep,27.0,9.0,3.0,1.0,36.0
c09_replay_150_0103,9,150,wspt,steep,27.0,9.0,3.0,1.0,36.0
c09_replay_150_0103,9,150,atc,steep,27.0,9.0,3.0,1.0,36.0
c09_replay_150_0103,9,150,pfifo,steep,27.0,9.0,3.0,1.0,36.0
c09_replay_150_0103,9,150,mor,steep,27.0,9.0,3.0,1.0,36.0
c09_replay_150_0103,9,150,random,steep,27.0,9.0,3.0,1.0,36.0
c09_replay_150_0104,9,150,edd,baseline,8.0,4.0,2.0,1.0,250.0
c09_replay_150_0104,9,150,wspt,baseline,8.0,4.0,2.0,1.0,250.0
c09_replay_150_0104,9,150,atc,baseline,8.0,4.0,2.0,1.0,250.0
c09_replay_150_0104,9,150,pfifo,baseline,8.0,4.0,2.0,1.0,250.0
c09_replay_150_0104,9,150,mor,baseline,8.0,4.0,2.0,1.0,250.0
c09_replay_150_0104,9,150,random,baseline,8.0,4.0,2.0,1.0,250.0
c09_replay_150_0104,9,150,edd,flat,4.0,3.0,2.0,1.0,125.0
c09_replay_150_0104,9,150,wspt,flat,4.0,3.0,2.0,1.0,125.0
c09_replay_150_0104,9,150,atc,flat,4.0,3.0,2.0,1.0,125.0
c09_replay_150_0104,9,150,pfifo,flat,4.0,3.0,2.0,1.0,125.0
c09_replay_150_0104,9,150,mor,flat,4.0,3.0,2.0,1.0,125.0
c09_replay_150_0104,9,150,random,flat,4.0,3.0,2.0,1.0,125.0
c09_replay_150_0104,9,150,edd,steep,27.0,9.0,3.0,1.0,843.75
c09_replay_150_0104,9,150,wspt,steep,27.0,9.0,3.0,1.0,843.75
c09_replay_150_0104,9,150,atc,steep,27.0,9.0,3.0,1.0,843.75
c09_replay_150_0104,9,150,pfifo,steep,27.0,9.0,3.0,1.0,843.75
c09_replay_150_0104,9,150,mor,steep,27.0,9.0,3.0,1.0,843.75
c09_replay_150_0104,9,150,random,steep,27.0,9.0,3.0,1.0,843.75
c09_replay_150_0105,9,150,edd,baseline,8.0,4.0,2.0,1.0,0.0
c09_replay_150_0105,9,150,wspt,baseline,8.0,4.0,2.0,1.0,2.0
c09_replay_150_0105,9,150,atc,baseline,8.0,4.0,2.0,1.0,0.0
c09_replay_150_0105,9,150,pfifo,baseline,8.0,4.0,2.0,1.0,0.0
c09_replay_150_0105,9,150,mor,baseline,8.0,4.0,2.0,1.0,0.0
c09_replay_150_0105,9,150,random,baseline,8.0,4.0,2.0,1.0,0.0
c09_replay_150_0105,9,150,edd,flat,4.0,3.0,2.0,1.0,0.0
c09_replay_150_0105,9,150,wspt,flat,4.0,3.0,2.0,1.0,1.5
c09_replay_150_0105,9,150,atc,flat,4.0,3.0,2.0,1.0,0.0
c09_replay_150_0105,9,150,pfifo,flat,4.0,3.0,2.0,1.0,0.0
c09_replay_150_0105,9,150,mor,flat,4.0,3.0,2.0,1.0,0.0
c09_replay_150_0105,9,150,random,flat,4.0,3.0,2.0,1.0,0.0
c09_replay_150_0105,9,150,edd,steep,27.0,9.0,3.0,1.0,0.0
c09_replay_150_0105,9,150,wspt,steep,27.0,9.0,3.0,1.0,0.0
c09_replay_150_0105,9,150,atc,steep,27.0,9.0,3.0,1.0,0.0
c09_replay_150_0105,9,150,pfifo,steep,27.0,9.0,3.0,1.0,0.0
c09_replay_150_0105,9,150,mor,steep,27.0,9.0,3.0,1.0,0.0
c09_replay_150_0105,9,150,random,steep,27.0,9.0,3.0,1.0,0.0
c09_replay_150_0106,9,150,edd,baseline,8.0,4.0,2.0,1.0,16.0
c09_replay_150_0106,9,150,wspt,baseline,8.0,4.0,2.0,1.0,16.0
