id,regime,campus,size,method,seed,cap,twt,feasible
c05_replay_150_0101_m0.8,replay-tight,5,150,mor,301,,0.0,1
c05_replay_150_0101_m0.8,replay-tight,5,150,random,301,,0.0,1
c05_replay_150_0101_m0.8,replay-tight,5,150,rl301,301,64,0.0,1
c05_replay_150_0101_m0.8,replay-tight,5,150,rl301,301,256,0.0,1
c05_replay_150_0101_m0.8,replay-tight,5,150,rl302,302,64,0.0,1
c05_replay_150_0101_m0.8,replay-tight,5,150,rl302,302,256,0.0,1
c05_replay_150_0101_m0.8,replay-tight,5,150,rl303,303,64,0.0,1
c05_replay_150_0101_m0.8,replay-tight,5,150,rl303,303,256,0.0,1
c05_replay_150_0100_m0.8,replay-tight,5,150,edd,301,,0.0,1
c05_replay_150_0100_m0.8,replay-tight,5,150,wspt,301,,0.0,1
c05_replay_150_0100_m0.8,replay-tight,5,150,atc,301,,0.0,1
c05_replay_150_0100_m0.8,replay-tight,5,150,pfifo,301,,0.0,1
c05_replay_150_0100_m0.8,replay-tight,5,150,mor,301,,0.0,1
c05_replay_150_0100_m0.8,replay-tight,5,150,random,301,,0.0,1
c05_replay_150_0100_m0.8,replay-tight,5,150,rl301,301,64,0.0,1
c05_replay_150_0100_m0.8,replay-tight,5,150,rl301,301,256,0.0,1
c05_replay_150_0100_m0.8,replay-tight,5,150,rl302,302,64,0.0,1
c05_replay_150_0100_m0.8,replay-tight,5,150,rl302,302,256,0.0,1
c05_replay_150_0100_m0.8,replay-tight,5,150,rl303,303,64,0.0,1
c05_replay_150_0100_m0.8,replay-tight,5,150,rl303,303,256,0.0,1
c05_replay_150_0108_m0.6,replay-tight,5,150,edd,301,,0.0,1
c05_replay_150_0108_m0.6,replay-tight,5,150,wspt,301,,0.0,1
c05_replay_150_0108_m0.6,replay-tight,5,150,atc,301,,0.0,1
c05_replay_150_0108_m0.6,replay-tight,5,150,pfifo,301,,0.0,1
c05_replay_150_0108_m0.6,replay-tight,5,150,mor,301,,0.0,1
c05_replay_150_0108_m0.6,replay-tight,5,150,random,301,,0.0,1
c05_replay_150_0108_m0.6,replay-tight,5,150,rl301,301,64,0.0,1
c05_replay_150_0108_m0.6,replay-tight,5,150,rl301,301,256,0.0,1
c05_replay_150_0108_m0.6,replay-tight,5,150,rl302,302,64,0.0,1
c05_replay_150_0108_m0.6,replay-tight,5,150,rl302,302,256,0.0,1
c05_replay_150_0108_m0.6,replay-tight,5,150,rl303,303,64,0.0,1
c05_replay_150_0108_m0.6,replay-tight,5,150,rl303,303,256,0.0,1
c05_replay_150_0102_m0.8,replay-tight,5,150,edd,301,,0.0,1
c05_replay_150_0102_m0.8,replay-tight,5,150,wspt,301,,0.0,1
c05_replay_150_0102_m0.8,replay-tight,5,150,atc,301,,0.0,1
c05_replay_150_0102_m0.8,replay-tight,5,150,pfifo,301,,0.0,1
c05_replay_150_0102_m0.8,replay-tight,5,150,mor,301,,0.0,1
c05_replay_150_0102_m0.8,replay-tight,5,150,random,301,,0.0,1
c05_replay_150_0102_m0.8,replay-tight,5,150,rl301,301,64,0.0,1
c05_replay_150_0102_m0.8,replay-tight,5,150,rl301,301,256,0.0,1
c05_replay_150_0102_m0.8,replay-tight,5,150,rl302,302,64,0.0,1
c05_replay_150_0102_m0.8,replay-tight,5,150,rl302,302,256,0.0,1
c05_replay_150_0102_m0.8,replay-tight,5,150,rl303,303,64,0.0,1
c05_replay_150_0102_m0.8,replay-tight,5,150,rl303,303,256,0.0,1
c05_replay_150_0105_m0.8,replay-tight,5,150,edd,301,,0.0,1
c05_replay_150_0105_m0.8,replay-tight,5,150,wspt,301,,0.0,1
c05_replay_150_0105_m0.8,replay-tight,5,150,atc,301,,0.0,1
c05_replay_150_0105_m0.8,replay-tight,5,150,pfifo,301,,0.0,1
c05_replay_150_0105_m0.8,replay-tight,5,150,mor,301,,0.0,1
c05_replay_150_0105_m0.8,replay-tight,5,150,random,301,,0.0,1
c05_replay_150_0105_m0.8,replay-tight,5,150,rl301,301,64,0.0,1
c05_replay_150_0105_m0.8,replay-tight,5,150,rl301,301,256,0.0,1
c05_replay_150_0105_m0.8,replay-tight,5,150,rl302,302,64,0.0,1
c05_replay_150_0105_m0.8,replay-tight,5,150,rl302,302,256,0.0,1
c05_replay_150_0105_m0.8,replay-tight,5,150,rl303,303,64,0.0,1
c05_replay_150_0105_m0.8,replay-tight,5,150,rl303,303,256,0.0,1
c05_replay_150_0107_m0.8,replay-tight,5,150,edd,301,,0.0,1
c05_replay_150_0107_m0.8,replay-tight,5,150,wspt,301,,0.0,1
c05_replay_150_0107_m0.8,replay-tight,5,150,atc,301,,0.0,1
c05_replay_150_0107_m0.8,replay-tight,5,150,pfifo,301,,0.0,1
c05_replay_150_0107_m0.8,replay-tight,5,150,mor,301,,0.0,1
c05_replay_150_0107_m0.8,replay-tight,5,150,random,301,,0.0,1
c05_replay_150_0107_m0.8,replay-tight,5,150,rl301,301,64,0.0,1
c05_replay_150_0107_m0.8,replay-tight,5,150,rl301,301,256,0.0,1
c05_replay_150_0107_m0.8,replay-tight,5,150,rl302,302,64,0.0,1
c05_replay_150_0107_m0.8,replay-tight,5,150,rl302,302,256,0.0,1
c05_replay_150_0107_m0.8,replay-tight,5,150,rl303,303,64,0.0,1
c05_replay_150_0107_m0.8,replay-tight,5,150,rl303,303,256,0.0,1
c05_replay_150_0107_m0.6,replay-tight,5,150,edd,301,,0.0,1
c05_replay_150_0107_m0.6,replay-tight,5,150,wspt,301,,0.0,1
c05_replay_150_0107_m0.6,replay-tight,5,150,atc,301,,0.0,1
c05_replay_150_0107_m0.6,replay-tight,5,150,pfifo,301,,0.0,1
c05_replay_150_0107_m0.6,replay-tight,5,150,mor,301,,0.0,1
c05_replay_150_0107_m0.6,replay-tight,5,150,random,301,,0.0,1
c05_replay_150_0107_m0.6,replay-tight,5,150,rl301,301,64,0.0,1
c05_replay_150_0107_m0.6,replay-tight,5,150,rl301,301,256,0.0,1
c05_replay_150_0107_m0.6,replay-tight,5,150,rl302,302,64,0.0,1
c05_replay_150_0107_m0.6,replay-tight,5,150,rl302,302,256,0.0,1
c05_replay_150_0107_m0.6,replay-tight,5,150,rl303,303,64,0.0,1
c05_replay_150_0107_m0.6,replay-tight,5,150,rl303,303,256,0.0,1
c05_replay_150_0110_m0.6,replay-tight,5,150,edd,301,,0.0,1
c05_replay_150_0110_m0.6,replay-tight,5,150,wspt,301,,0.0,1
c05_replay_150_0110_m0.6,replay-tight,5,150,atc,301,,0.0,1
c05_replay_150_0110_m0.6,replay-tight,5,150,pfifo,301,,0.0,1
c05_replay_150_0110_m0.6,replay-tight,5,150,mor,301,,0.0,1
c05_replay_150_0110_m0.6,replay-tight,5,150,random,301,,0.0,1
c05_replay_150_0110_m0.6,replay-tight,5,150,rl301,301,64,0.0,1
c05_replay_150_0110_m0.6,replay-tight,5,150,rl301,301,256,0.0,1
c05_replay_150_0110_m0.6,replay-tight,5,150,rl302,302,64,0.0,1
c05_replay_150_0110_m0.6,replay-tight,5,150,rl302,302,256,0.0,1
c05_replay_150_0110_m0.6,replay-tight,5,150,rl303,303,64,0.0,1
c05_replay_150_0110_m0.6,replay-tight,5,150,rl303,303,256,0.0,1
c05_replay_150_0109_m0.6,replay-tight,5,150,edd,301,,0.0,1
c05_replay_150_0109_m0.6,replay-tight,5,150,wspt,301,,0.0,1
c05_replay_150_0109_m0.6,replay-tight,5,150,atc,301,,0.0,1
c05_replay_150_0109_m0.6,replay-tight,5,150,pfifo,301,,0.0,1
c05_replay_150_0109_m0.6,replay-tight,5,150,mor,301,,0.0,1
c05_replay_150_0109_m0.6,replay-tight,5,150,random,301,,0.0,1
c05_replay_150_0109_m0.6,replay-tight,5,150,rl301,301,64,0.0,1
c05_replay_150_0109_m0.6,replay-tight,5,150,rl301,301,256,0.0,1
c05_replay_150_0109_m0.6,replay-tight,5,150,rl302,302,64,0.0,1
c05_replay_150_0109_m0.6,replay-tight,5,150,rl302,302,256,0.0,1
c05_replay_150_0109_m0.6,replay-tight,5,150,rl303,303,64,0.0,1
c05_replay_150_0109_m0.6,replay-tight,5,150,rl303,303,256,0.0,1
c05_replay_150_0108_m0.8,replay-tight,5,150,edd,301,,0.0,1
c05_replay_150_0108_m0.8,replay-tight,5,150,wspt,301,,0.0,1
c05_replay_150_0108_m0.8,replay-tight,5,150,atc,301,,0.0,1
c05_replay_150_0108_m0.8,replay-tight,5,150,pfifo,301,,0.0,1
c05_replay_150_0108_m0.8,replay-tight,5,150,mor,301,,0.0,1
c05_replay_150_0108_m0.8,replay-tight,5,150,random,301,,0.0,1
c05_replay_150_0108_m0.8,replay-tight,5,150,rl301,301,64,0.0,1
c05_replay_150_0108_m0.8,replay-tight,5,150,rl301,301,256,0.0,1
c05_replay_150_0108_m0.8,replay-tight,5,150,rl302,302,64,0.0,1
c05_replay_150_0108_m0.8,replay-tight,5,150,rl302,302,256,0.0,1
c05_replay_150_0108_m0.8,replay-tight,5,150,rl303,303,64,0.0,1
c05_replay_150_0108_m0.8,replay-tight,5,150,rl303,303,256,0.0,1
c05_replay_150_0112_m0.8,replay-tight,5,150,edd,301,,0.0,1
c05_replay_150_0112_m0.8,replay-tight,5,150,wspt,301,,0.0,1
c05_replay_150_0112_m0.8,replay-tight,5,150,atc,301,,0.0,1
c05_replay_150_0112_m0.8,replay-tight,5,150,pfifo,301,,0.0,1
c05_replay_150_0112_m0.8,replay-tight,5,150,mor,301,,0.0,1
c05_replay_150_0112_m0.8,replay-tight,5,150,random,301,,0.0,1
c05_replay_150_0112_m0.8,replay-tight,5,150,rl301,301,64,0.0,1
c05_replay_150_0112_m0.8,replay-tight,5,150,rl301,301,256,0.0,1
c05_replay_150_0112_m0.8,replay-tight,5,150,rl302,302,64,0.0,1
c05_replay_150_0112_m0.8,replay-tight,5,150,rl302,302,256,0.0,1
c05_replay_150_0112_m0.8,replay-tight,5,150,rl303,303,64,0.0,1
c05_replay_150_0112_m0.8,replay-tight,5,150,rl303,303,256,0.0,1
c05_replay_150_0111_m0.8,replay-tight,5,150,edd,301,,0.0,1
c05_replay_150_0111_m0.8,replay-tight,5,150,wspt,301,,0.0,1
c05_replay_150_0111_m0.8,replay-tight,5,150,atc,301,,0.0,1
c05_replay_150_0111_m0.8,replay-tight,5,150,pfifo,301,,0.0,1
c05_replay_150_0111_m0.8,replay-tight,5,150,mor,301,,0.0,1
c05_replay_150_0111_m0.8,replay-tight,5,150,random,301,,0.0,1
c05_replay_150_0111_m0.8,replay-tight,5,150,rl301,301,64,0.0,1
c05_replay_150_0111_m0.8,replay-tight,5,150,rl301,301,256,0.0,1
c05_replay_150_0111_m0.8,replay-tight,5,150,rl302,302,64,0.0,1
c05_replay_150_0111_m0.8,replay-tight,5,150,rl302,302,256,0.0,1
c05_replay_150_0111_m0.8,replay-tight,5,150,rl303,303,64,0.0,1
c05_replay_150_0111_m0.8,replay-tight,5,150,rl303,303,256,0.0,1
c05_replay_150_0112_m0.6,replay-tight,5,150,edd,301,,0.0,1
c05_replay_150_0112_m0.6,replay-tight,5,150,wspt,301,,0.0,1
c05_replay_150_0112_m0.6,replay-tight,5,150,atc,301,,0.0,1
c05_replay_150_0112_m0.6,replay-tight,5,150,pfifo,301,,0.0,1
c05_replay_150_0112_m0.6,replay-tight,5,150,mor,301,,0.0,1
c05_replay_150_0112_m0.6,replay-tight,5,150,random,301,,0.0,1
c05_replay_150_0112_m0.6,replay-tight,5,150,rl301,301,64,0.0,1
c05_replay_150_0112_m0.6,replay-tight,5,150,rl301,301,256,0.0,1
c05_replay_150_0112_m0.6,replay-tight,5,150,rl302,302,64,0.0,1
c05_replay_150_0112_m0.6,replay-tight,5,150,rl302,302,256,0.0,1
c05_replay_150_0112_m0.6,replay-tight,5,150,rl303,303,64,0.0,1
c05_replay_150_0112_m0.6,replay-tight,5,150,rl303,303,256,0.0,1
c05_replay_150_0110_m0.8,replay-tight,5,150,edd,301,,0.0,1
c05_replay_150_0110_m0.8,replay-tight,5,150,wspt,301,,0.0,1
c05_replay_150_0110_m0.8,replay-tight,5,150,atc,301,,0.0,1
c05_replay_150_0110_m0.8,replay-tight,5,150,pfifo,301,,0.0,1
c05_replay_150_0110_m0.8,replay-tight,5,150,mor,301,,0.0,1
c05_replay_150_0110_m0.8,replay-tight,5,150,random,301,,0.0,1
c05_replay_150_0110_m0.8,replay-tight,5,150,rl301,301,64,0.0,1
c05_replay_150_0110_m0.8,replay-tight,5,150,rl301,301,256,0.0,1
c05_replay_150_0110_m0.8,replay-tight,5,150,rl302,302,64,0.0,1
c05_replay_150_0110_m0.8,replay-tight,5,150,rl302,302,256,0.0,1
c05_replay_150_0110_m0.8,replay-tight,5,150,rl303,303,64,0.0,1
c05_replay_150_0110_m0.8,replay-tight,5,150,rl303,303,256,0.0,1
c05_replay_150_0111_m0.6,replay-tight,5,150,edd,301,,0.0,1
c05_replay_150_0111_m0.6,replay-tight,5,150,wspt,301,,0.0,1
c05_replay_150_0111_m0.6,replay-tight,5,150,atc,301,,0.0,1
c05_replay_150_0111_m0.6,replay-tight,5,150,pfifo,301,,0.0,1
c05_replay_150_0111_m0.6,replay-tight,5,150,mor,301,,0.0,1
c05_replay_150_0111_m0.6,replay-tight,5,150,random,301,,0.0,1
c05_replay_150_0111_m0.6,replay-tight,5,150,rl301,301,64,0.0,1
c05_replay_150_0111_m0.6,replay-tight,5,150,rl301,301,256,0.0,1
c05_replay_150_0111_m0.6,replay-tight,5,150,rl302,302,64,0.0,1
c05_replay_150_0111_m0.6,replay-tight,5,150,rl302,302,256,0.0,1
c05_replay_150_0111_m0.6,replay-tight,5,150,rl303,303,64,0.0,1
c05_replay_150_0111_m0.6,replay-tight,5,150,rl303,303,256,0.0,1
c05_replay_150_0109_m0.8,replay-tight,5,150,edd,301,,0.0,1
c05_replay_150_0109_m0.8,replay-tight,5,150,wspt,301,,0.0,1
c05_replay_150_0109_m0.8,replay-tight,5,150,atc,301,,0.0,1
c05_replay_150_0109_m0.8,replay-tight,5,150,pfifo,301,,0.0,1
c05_replay_150_0109_m0.8,replay-tight,5,150,mor,301,,0.0,1
c05_replay_150_0109_m0.8,replay-tight,5,150,random,301,,0.0,1
c05_replay_150_0109_m0.8,replay-tight,5,150,rl301,301,64,0.0,1
c05_replay_150_0109_m0.8,replay-tight,5,150,rl301,301,256,0.0,1
c05_replay_150_0109_m0.8,replay-tight,5,150,rl302,302,64,0.0,1
c05_replay_150_0109_m0.8,replay-tight,5,150,rl302,302,256,0.0,1
c05_replay_150_0109_m0.8,replay-tight,5,150,rl303,303,64,0.0,1
c05_replay_150_0109_m0.8,replay-tight,5,150,rl303,303,256,0.0,1
c05_replay_150_0113_m0.6,replay-tight,5,150,edd,301,,0.0,1
c05_replay_150_0113_m0.6,replay-tight,5,150,wspt,301,,0.0,1
c05_replay_150_0113_m0.6,replay-tight,5,150,atc,301,,0.0,1
c05_replay_150_0113_m0.6,replay-tight,5,150,pfifo,301,,0.0,1
c05_replay_150_0113_m0.6,replay-tight,5,150,mor,301,,0.0,1
c05_replay_150_0113_m0.6,replay-tight,5,150,random,301,,0.0,1
c05_replay_150_0113_m0.6,replay-tight,5,150,rl301,301,64,0.0,1
c05_replay_150_0113_m0.6,replay-tight,5,150,rl301,301,256,0.0,1
c05_replay_150_0113_m0.6,replay-tight,5,150,rl302,302,64,0.0,1
c05_replay_150_0113_m0.6,replay-tight,5,150,rl302,302,256,0.0,1
c05_replay_150_0113_m0.6,replay-tight,5,150,rl303,303,64,0.0,1
c05_replay_150_0113_m0.6,replay-tight,5,150,rl303,303,256,0.0,1
c05_replay_150_0114_m0.6,replay-tight,5,150,edd,301,,0.0,1
c05_replay_150_0114_m0.6,replay-tight,5,150,wspt,301,,0.0,1
c05_replay_150_0114_m0.6,replay-tight,5,150,atc,301,,0.0,1
c05_replay_150_0114_m0.6,replay-tight,5,150,pfifo,301,,0.0,1
c05_replay_150_0114_m0.6,replay-tight,5,150,mor,301,,0.0,1
c05_replay_150_0114_m0.6,replay-tight,5,150,random,301,,0.0,1
c05_replay_150_0114_m0.6,replay-tight,5,150,rl301,301,64,0.0,1
c05_replay_150_0114_m0.6,replay-tight,5,150,rl301,301,256,0.0,1
c05_replay_150_0114_m0.6,replay-tight,5,150,rl302,302,64,0.0,1
c05_replay_150_0114_m0.6,replay-tight,5,150,rl302,302,256,0.0,1
c05_replay_150_0114_m0.6,replay-tight,5,150,rl303,303,64,0.0,1
c05_replay_150_0114_m0.6,replay-tight,5,150,rl303,303,256,0.0,1
c05_replay_150_0113_m0.8,replay-tight,5,150,edd,301,,0.0,1
c05_replay_150_0113_m0.8,replay-tight,5,150,wspt,301,,0.0,1
c05_replay_150_0113_m0.8,replay-tight,5,150,atc,301,,0.0,1
c05_replay_150_0113_m0.8,replay-tight,5,150,pfifo,301,,0.0,1
c05_replay_150_0113_m0.8,replay-tight,5,150,mor,301,,0.0,1
c05_replay_150_0113_m0.8,replay-tight,5,150,random,301,,0.0,1
c05_replay_150_0113_m0.8,replay-tight,5,150,rl301,301,64,0.0,1
c05_replay_150_0113_m0.8,replay-tight,5,150,rl301,301,256,0.0,1
c05_replay_150_0113_m0.8,replay-tight,5,150,rl302,302,64,0.0,1
c05_replay_150_0113_m0.8,replay-tight,5,150,rl302,302,256,0.0,1
c05_replay_150_0113_m0.8,replay-tight,5,150,rl303,303,64,0.0,1
c05_replay_150_0113_m0.8,replay-tight,5,150,rl303,303,256,0.0,1
c05_replay_150_0115_m0.6,replay-tight,5,150,edd,301,,0.0,1
c05_replay_150_0115_m0.6,replay-tight,5,150,wspt,301,,0.0,1
c05_replay_150_0115_m0.6,replay-tight,5,150,atc,301,,0.0,1
c05_replay_150_0115_m0.6,replay-tight,5,150,pfifo,301,,0.0,1
c05_replay_150_0115_m0.6,replay-tight,5,150,mor,301,,0.0,1
